patch_id,city_code,entropy_normalised,n_4way,n_3way,n_deadend,proportion_4way,proportion_3way,proportion_deadend,mean_degree,mean_edge_length,total_edge_length,meshedness,intersection_density,street_density,circuity,distance_to_center_km
hanoi_2199,hanoi,0.800452,1,28,16,0.016949,0.474576,0.271186,2.2373,87.05,5745.18,0.070796,92.19,8.9768,1.014565,19.705
quito_0218,quito,0.799199,10,41,19,0.117647,0.482353,0.223529,2.5647,78.8,8589.66,0.151515,132.81,13.4213,1.072532,11.15
orlando_0098,orlando,0.751639,17,28,14,0.257576,0.424242,0.212121,2.8182,114.92,10687.28,0.220472,103.12,16.6989,1.336138,13.697
cairo_0765,cairo,0.811604,32,287,13,0.086486,0.775676,0.035135,2.9135,37.4,20156.12,0.231293,578.12,31.4939,1.020792,18.682
quito_1471,quito,0.786501,0,11,10,0.0,0.354839,0.322581,2.129,111.72,3686.69,0.052632,48.44,5.7604,1.088338,18.658
hanoi_0435,hanoi,0.796771,7,32,16,0.106061,0.484848,0.242424,2.4545,101.32,8206.81,0.125984,103.12,12.8231,1.012221,50.104
quito_0660,quito,0.799778,31,100,64,0.146226,0.471698,0.301887,2.4623,50.66,13223.36,0.119332,331.25,20.6615,1.019455,10.895
kyiv_0147,kyiv,0.765853,27,98,45,0.144385,0.524064,0.240642,2.6203,39.84,9760.23,0.159892,292.19,15.2504,1.081423,11.096
quito_0899,quito,0.781482,5,22,18,0.1,0.44,0.36,2.28,72.41,4127.61,0.084211,78.12,6.4494,1.206422,22.772
cairo_1809,cairo,0.80861,3,12,10,0.088235,0.352941,0.294118,2.2353,74.11,2816.04,0.079365,53.12,4.4001,1.035513,47.6
marrakesh_0053,marrakesh,0.810639,85,270,24,0.203837,0.647482,0.057554,2.9976,38.76,24223.16,0.252111,651.56,37.8487,1.015383,6.946
sofia_0130,sofia,0.792258,17,56,15,0.171717,0.565657,0.151515,2.7879,59.64,8230.45,0.207254,154.69,12.8601,1.069265,5.846
brasilia_1382,brasilia,0.768005,19,140,26,0.094059,0.693069,0.128713,2.7525,48.59,13507.02,0.192982,315.62,21.1047,1.052017,2.103
bengaluru_0330,bengaluru,0.785017,16,83,30,0.104575,0.542484,0.196078,2.5752,66.61,13122.49,0.149502,239.06,20.5039,1.080541,9.015
tallinn_0213,tallinn,0.763369,26,87,33,0.158537,0.530488,0.20122,2.6463,47.89,10392.61,0.167183,256.25,16.2384,1.075666,5.782
medellin_0288,medellin,0.812135,48,93,28,0.246154,0.476923,0.14359,2.841,58.32,16154.55,0.215584,304.69,25.2415,1.048755,4.719
tehran_0461,tehran,0.806973,29,91,60,0.142157,0.446078,0.294118,2.4804,54.49,13786.31,0.124069,318.75,21.5411,1.063429,2.503
cairo_0477,cairo,0.77586,39,228,20,0.127036,0.742671,0.065147,2.9316,46.24,20810.2,0.236453,479.69,32.5159,1.037173,24.998
adelaide_0492,adelaide,0.799892,45,95,23,0.251397,0.530726,0.128492,2.905,47.26,12287.77,0.232295,279.69,19.1996,1.045043,5.183
bogota_0656,bogota,0.786409,34,112,36,0.17,0.56,0.18,2.72,49.9,13572.36,0.18481,312.5,21.2068,1.048691,10.985
prague_0508,prague,0.751267,208,612,126,0.207585,0.610778,0.125749,2.9401,25.19,37111.65,0.236118,1565.62,57.987,1.047731,9.791
orlando_0178,orlando,0.782796,2,32,25,0.028571,0.457143,0.357143,2.2,89.13,6862.93,0.059259,109.37,10.7233,1.066403,9.813
hanoi_0266,hanoi,0.760201,1,21,5,0.025,0.525,0.125,2.45,111.3,5453.61,0.133333,62.5,8.5213,1.011783,56.255
bogota_0201,bogota,0.780071,74,136,32,0.277154,0.509363,0.11985,2.9663,44.7,17701.69,0.245747,417.19,27.6589,1.059799,6.313
toronto_0295,toronto,0.806781,30,61,45,0.201342,0.409396,0.302013,2.5906,50.11,9671.45,0.153584,232.81,15.1116,1.13678,13.728
cleveland_0277,cleveland,0.804035,28,155,6,0.137931,0.763547,0.029557,3.0542,46.05,14276.98,0.269327,317.19,22.3078,1.056514,11.995
bucharest_0110,bucharest,0.788197,41,142,46,0.164,0.568,0.184,2.736,44.44,15197.51,0.187879,390.62,23.7461,1.090808,3.983
cairo_0855,cairo,0.794589,63,107,4,0.331579,0.563158,0.021053,3.2211,45.34,13873.2,0.312,296.87,21.6769,1.06173,24.586
thessaloniki_0926,thessaloniki,0.784714,62,216,37,0.175141,0.610169,0.10452,2.8983,39.82,20430.01,0.227596,553.12,31.9219,1.020964,0.521
munich_0082,munich,0.801383,31,97,76,0.138393,0.433036,0.339286,2.3839,49.09,13106.86,0.099323,350.0,20.4795,1.015002,8.751
chicago_0122,chicago,0.75632,181,181,45,0.412301,0.412301,0.102506,3.1344,37.6,25870.36,0.286369,685.94,40.4224,1.012666,16.835
thessaloniki_0920,thessaloniki,0.808386,1,20,13,0.021739,0.434783,0.282609,2.2609,83.39,4336.49,0.08046,71.87,6.7758,1.136015,15.601
bangkok_0152,bangkok,0.809179,13,67,63,0.085526,0.440789,0.414474,2.1974,60.79,10152.42,0.053512,237.5,15.8632,1.026546,13.353
barcelona_0160,barcelona,0.795934,209,378,45,0.301587,0.545455,0.064935,3.0967,30.6,32829.6,0.275887,1082.81,51.2962,1.027397,3.797
turin_0034,turin,0.769934,35,54,16,0.29661,0.457627,0.135593,2.9661,43.98,7697.21,0.251082,184.37,12.0269,1.041925,6.127
brasilia_1232,brasilia,0.796525,81,296,38,0.176471,0.64488,0.082789,2.9412,38.77,26171.87,0.237678,717.19,40.8936,1.036415,5.744
cairo_0281,cairo,0.786977,28,155,35,0.119149,0.659574,0.148936,2.7489,37.88,12234.03,0.191398,367.19,19.1157,1.013697,26.577
istanbul_0568,istanbul,0.799812,0,16,8,0.0,0.5,0.25,2.25,114.49,4121.6,0.084746,50.0,6.44,1.101463,65.387
chennai_0403,chennai,0.801568,9,75,13,0.075,0.625,0.108333,2.6667,71.0,11359.35,0.174468,187.5,17.749,1.072525,6.121
cleveland_0036,cleveland,0.785587,124,200,35,0.330667,0.533333,0.093333,3.1093,38.38,22377.95,0.280537,585.94,34.9655,1.143796,11.497
vienna_0197,vienna,0.7517,220,290,60,0.361248,0.47619,0.098522,3.11,30.64,29015.58,0.279472,951.56,45.3368,1.025229,4.465
lasvegas_0139,lasvegas,0.779713,21,38,48,0.164062,0.296875,0.375,2.2969,66.78,9816.8,0.079681,200.0,15.3387,1.029901,13.672
bucharest_0023,bucharest,0.753414,17,136,31,0.084577,0.676617,0.154229,2.8259,51.61,14656.58,0.211587,314.06,22.9009,1.077032,8.163
kyiv_0394,kyiv,0.752196,85,200,75,0.216837,0.510204,0.191327,2.7908,33.76,18467.17,0.200257,612.5,28.855,1.063095,8.529
quito_1491,quito,0.795922,0,13,7,0.0,0.464286,0.25,2.2143,93.67,2903.92,0.078431,43.75,4.5374,1.022841,26.483
cairo_1602,cairo,0.765898,197,653,75,0.201226,0.667007,0.076609,3.0051,26.8,39421.54,0.252432,1529.69,61.5962,1.101894,45.475
hanoi_2471,hanoi,0.812297,0,12,6,0.0,0.48,0.24,2.24,118.57,3320.0,0.088889,39.06,5.1875,1.05524,31.078
orlando_0113,orlando,0.772879,10,19,7,0.217391,0.413043,0.152174,2.8261,87.61,5694.77,0.229885,71.87,8.8981,1.071222,12.005
portland_0478,portland,0.771568,11,42,17,0.135802,0.518519,0.209877,2.6914,75.13,8188.78,0.184713,126.56,12.795,1.169162,11.073
bratislava_0203,bratislava,0.767214,199,668,241,0.170669,0.572899,0.20669,2.7358,22.69,36182.93,0.184787,1821.87,56.5358,1.062774,3.455
hanoi_4511,hanoi,0.791155,3,16,16,0.071429,0.380952,0.380952,2.1429,80.67,3630.14,0.050633,65.62,5.6721,1.028959,29.678
phoenix_1354,phoenix,0.803443,54,127,55,0.217742,0.512097,0.221774,2.7419,42.66,14505.79,0.189409,387.5,22.6653,1.163409,8.872
vilnius_0209,vilnius,0.799385,4,21,17,0.085106,0.446809,0.361702,2.2553,90.01,4770.71,0.078652,73.44,7.4542,1.02443,7.593
chennai_0622,chennai,0.763019,18,67,10,0.152542,0.567797,0.084746,2.8136,57.96,9620.54,0.212121,184.37,15.0321,1.018817,1.589
warsaw_0229,warsaw,0.796565,142,512,128,0.169654,0.611708,0.152927,2.8124,26.39,31063.99,0.204314,1307.81,48.5375,1.033033,3.224
adelaide_0671,adelaide,0.758816,14,42,15,0.155556,0.466667,0.166667,2.7111,76.59,9344.31,0.188571,140.62,14.6005,1.121266,9.004
quito_0905,quito,0.751699,8,43,19,0.094118,0.505882,0.223529,2.4706,76.14,7994.92,0.127273,132.81,12.4921,1.014559,27.3
adelaide_0139,adelaide,0.798209,48,103,15,0.259459,0.556757,0.081081,2.9946,45.36,12564.15,0.254795,289.06,19.6315,1.017208,9.885
kyiv_0118,kyiv,0.801321,28,64,15,0.220472,0.503937,0.11811,2.8504,62.69,11347.49,0.220884,198.44,17.7305,1.010196,17.198
vienna_0520,vienna,0.787454,7,46,24,0.082353,0.541176,0.282353,2.4235,61.75,6360.29,0.115152,132.81,9.938,1.050179,10.358
chennai_0324,chennai,0.804546,22,105,23,0.123596,0.589888,0.129213,2.7079,62.49,15059.91,0.182336,278.12,23.5311,1.017924,6.076
bangkok_0636,bangkok,0.787521,5,72,58,0.033557,0.483221,0.389262,2.1611,57.09,9191.57,0.044369,232.81,14.3618,1.073499,2.692
bucharest_0264,bucharest,0.752542,34,234,85,0.088312,0.607792,0.220779,2.5714,37.41,18515.65,0.145098,601.56,28.9307,1.038912,5.935
adelaide_1364,adelaide,0.78138,10,24,18,0.175439,0.421053,0.315789,2.4561,36.7,2569.0,0.12844,89.06,4.0141,1.033375,31.805
hanoi_4551,hanoi,0.780205,69,159,46,0.23,0.53,0.153333,2.8667,41.62,17898.47,0.220168,468.75,27.9664,1.034582,9.815
bogota_0407,bogota,0.802227,35,96,23,0.195531,0.536313,0.128492,2.8156,57.08,14384.84,0.209632,279.69,22.4763,1.016777,9.618
thessaloniki_2730,thessaloniki,0.800199,0,28,10,0.0,0.56,0.2,2.36,84.96,5012.85,0.105263,78.12,7.8326,1.033951,63.986
lasvegas_0791,lasvegas,0.790967,33,137,25,0.162562,0.674877,0.123153,2.8768,37.21,10865.28,0.224439,317.19,16.977,1.087705,12.373
bogota_0478,bogota,0.774167,213,218,33,0.420949,0.43083,0.065217,3.2253,31.6,25789.16,0.308838,790.62,40.2956,1.013958,3.337
phoenix_1441,phoenix,0.752946,31,144,79,0.114391,0.531365,0.291513,2.4797,37.08,12459.39,0.122905,423.44,19.4678,1.145693,18.595
thessaloniki_1317,thessaloniki,0.800767,2,22,10,0.047619,0.52381,0.238095,2.381,84.37,4218.34,0.113924,65.62,6.5911,1.056338,11.634
istanbul_2064,istanbul,0.803561,28,80,16,0.183007,0.522876,0.104575,2.7843,60.08,12797.17,0.202658,239.06,19.9956,1.005459,22.386
budapest_0654,budapest,0.793953,11,54,6,0.122222,0.6,0.066667,2.7778,78.09,9761.25,0.205714,140.62,15.252,1.029565,10.537
tehran_0612,tehran,0.805463,29,95,17,0.179012,0.58642,0.104938,2.8395,63.85,14686.36,0.216301,253.12,22.9474,1.013972,4.133
bucharest_0094,bucharest,0.752215,15,77,22,0.114504,0.587786,0.167939,2.6718,59.32,10380.66,0.175097,204.69,16.2198,1.067711,6.7
buenosaires_0152,buenosaires,0.779312,73,230,55,0.193122,0.608466,0.145503,2.8571,34.17,18450.23,0.217044,590.62,28.8285,1.036972,9.473
denver_0203,denver,0.754349,82,214,96,0.192941,0.503529,0.225882,2.6729,34.58,19640.97,0.170414,664.06,30.689,1.056973,3.729
lasvegas_0162,lasvegas,0.801952,17,61,11,0.163462,0.586538,0.105769,2.8654,64.3,9580.05,0.226601,162.5,14.9688,1.093617,11.901
warsaw_0233,warsaw,0.763814,147,792,209,0.122296,0.658902,0.173877,2.7321,22.04,36185.77,0.183827,1878.12,56.5403,1.029142,2.21
quito_1116,quito,0.793729,12,63,43,0.088235,0.463235,0.316176,2.3235,59.76,9441.72,0.086142,212.5,14.7527,1.038248,12.229
adelaide_0213,adelaide,0.811641,20,65,4,0.20202,0.656566,0.040404,3.0505,67.41,10178.57,0.274611,154.69,15.904,1.036386,16.152
adelaide_0432,adelaide,0.798905,50,100,48,0.236967,0.473934,0.227488,2.7204,48.71,13980.62,0.184652,329.69,21.8447,1.013949,6.527
detroit_0397,detroit,0.78538,61,78,42,0.286385,0.366197,0.197183,2.77,55.01,16227.76,0.19715,332.81,25.3559,1.034799,4.332
riga_0219,riga,0.809448,23,33,15,0.280488,0.402439,0.182927,2.7805,77.42,8825.8,0.207547,128.12,13.7903,1.017554,3.195
brasilia_1922,brasilia,0.754841,6,17,9,0.153846,0.435897,0.230769,2.5128,64.3,3150.49,0.150685,60.94,4.9226,1.064247,9.866
phoenix_1377,phoenix,0.76359,7,60,13,0.081395,0.697674,0.151163,2.7442,63.9,7540.26,0.197605,134.37,11.7817,1.176614,25.891
bogota_0044,bogota,0.792313,46,138,47,0.173585,0.520755,0.177358,2.7019,48.3,17291.8,0.179048,414.06,27.0184,1.079411,12.074
cairo_1333,cairo,0.770912,6,51,15,0.074074,0.62963,0.185185,2.5926,51.14,5369.9,0.159236,126.56,8.3905,1.042679,35.846
warsaw_0524,warsaw,0.801497,85,228,56,0.203837,0.546763,0.134293,2.8345,36.17,21376.51,0.211098,651.56,33.4008,1.007972,4.383
lasvegas_0294,lasvegas,0.761022,18,61,38,0.144,0.488,0.304,2.496,59.34,9256.56,0.130612,195.31,14.4634,1.034203,12.749
lasvegas_1051,lasvegas,0.802095,8,41,13,0.105263,0.539474,0.171053,2.5789,77.34,7579.23,0.156463,118.75,11.8425,1.08141,8.372
rotterdam_0198,rotterdam,0.758714,15,60,24,0.133929,0.535714,0.214286,2.6429,54.05,7999.06,0.16895,175.0,12.4985,1.049664,7.735
bengaluru_0743,bengaluru,0.766676,14,95,25,0.08589,0.582822,0.153374,2.6012,49.85,10568.23,0.155763,254.69,16.5129,1.019627,6.169
tehran_0283,tehran,0.802087,25,98,40,0.135135,0.52973,0.216216,2.5838,64.44,15400.15,0.150685,289.06,24.0627,1.081857,9.192
seattle_0012,seattle,0.783819,87,191,78,0.219144,0.481108,0.196474,2.7305,36.13,19581.01,0.185044,620.31,30.5953,1.038826,7.579
hanoi_1892,hanoi,0.780423,1,25,15,0.019231,0.480769,0.288462,2.2308,84.11,4878.53,0.070707,81.25,7.6227,1.03213,16.438
warsaw_0105,warsaw,0.784841,84,129,111,0.250746,0.385075,0.331343,2.5552,27.35,11707.36,0.141353,523.44,18.2927,1.145142,5.829
detroit_0185,detroit,0.807815,65,125,23,0.261044,0.502008,0.092369,2.9558,50.37,18534.44,0.243408,389.06,28.9601,1.064604,12.594
bengaluru_0051,bengaluru,0.794179,18,101,9,0.120805,0.677852,0.060403,2.8591,65.04,13852.47,0.221843,232.81,21.6445,1.012905,11.504
hanoi_2474,hanoi,0.802603,0,14,14,0.0,0.4375,0.4375,2.0,58.03,1857.04,0.016949,50.0,2.9016,1.015499,43.914
portland_0436,portland,0.807333,27,111,33,0.141361,0.581152,0.172775,2.6911,46.05,11834.17,0.177719,298.44,18.4909,1.085534,8.472
fez_0069,fez,0.776172,21,114,6,0.130435,0.708075,0.037267,2.9317,64.04,15113.28,0.239748,251.56,23.6145,1.010445,2.209
chennai_0374,chennai,0.796982,4,38,39,0.041667,0.395833,0.40625,2.1042,69.46,7015.69,0.032086,150.0,10.962,1.03639,9.363
orlando_0851,orlando,0.809111,24,94,37,0.138728,0.543353,0.213873,2.6243,52.86,11998.49,0.16129,270.31,18.7476,1.126757,11.26
hanoi_0833,hanoi,0.769989,1,17,11,0.028571,0.485714,0.314286,2.2286,103.13,4022.16,0.076923,54.69,6.2846,1.062953,33.808
tashkent_0202,tashkent,0.77751,60,181,48,0.189873,0.572785,0.151899,2.8291,40.05,17900.88,0.210526,493.75,27.9701,1.057349,6.188
houston_1227,houston,0.789935,11,42,15,0.129412,0.494118,0.176471,2.6588,79.58,8992.59,0.175758,132.81,14.0509,1.111216,9.9
tashkent_0618,tashkent,0.786659,11,104,32,0.067485,0.638037,0.196319,2.5767,65.4,13733.08,0.149533,254.69,21.4579,1.054545,6.631
hanoi_0093,hanoi,0.805899,7,46,28,0.08046,0.528736,0.321839,2.4368,64.96,6885.44,0.118343,135.94,10.7585,1.035697,57.762
stockholm_0112,stockholm,0.77642,72,340,129,0.121622,0.574324,0.217905,2.6047,31.31,24136.63,0.152672,925.0,37.7135,1.043096,2.571
thessaloniki_0377,thessaloniki,0.804304,2,21,10,0.04878,0.512195,0.243902,2.439,96.01,4800.33,0.12987,64.06,7.5005,1.128879,16.7
orlando_1052,orlando,0.782665,35,126,32,0.16055,0.577982,0.146789,2.7798,51.99,15754.13,0.199536,340.62,24.6158,1.261533,15.399
bogota_0509,bogota,0.785593,158,221,74,0.321138,0.449187,0.150407,2.9715,35.42,25891.45,0.245148,768.75,40.4554,1.033462,2.974
cairo_0004,cairo,0.793389,26,99,34,0.142077,0.540984,0.185792,2.6776,57.93,14193.79,0.174515,285.94,22.1778,1.024378,3.365
hanoi_1128,hanoi,0.770696,2,17,11,0.051282,0.435897,0.282051,2.2564,73.22,3221.73,0.082192,60.94,5.034,1.034422,28.236
budapest_0202,budapest,0.773118,8,48,44,0.07619,0.457143,0.419048,2.1905,40.07,4608.35,0.053659,164.06,7.2005,1.050986,11.681
houston_0597,houston,0.765198,12,37,23,0.131868,0.406593,0.252747,2.4176,62.98,6927.7,0.112994,142.19,10.8245,1.00959,11.817
phoenix_0917,phoenix,0.80231,9,48,22,0.09375,0.5,0.229167,2.4583,75.04,8854.29,0.122995,150.0,13.8348,1.084734,22.087
denver_0202,denver,0.776728,246,228,124,0.389857,0.361331,0.196513,2.9857,32.54,30657.29,0.24821,985.94,47.902,1.028211,2.957
bangkok_0637,bangkok,0.812134,26,112,98,0.104,0.448,0.392,2.28,48.06,13698.46,0.072727,390.62,21.4038,1.043445,3.491
bratislava_0377,bratislava,0.809173,13,87,39,0.082803,0.55414,0.248408,2.5096,46.63,9185.22,0.132686,245.31,14.3519,1.07427,5.247
chicago_0123,chicago,0.79245,293,159,10,0.596741,0.323829,0.020367,3.5031,35.93,30896.79,0.37871,767.19,48.2762,1.004176,17.392
chennai_0394,chennai,0.757756,22,53,13,0.234043,0.56383,0.138298,2.8936,61.34,8342.44,0.234973,146.87,13.0351,1.018842,12.8
bangkok_0913,bangkok,0.807569,34,100,55,0.156682,0.460829,0.253456,2.5346,53.93,14830.47,0.137529,339.06,23.1726,1.063387,12.817
adelaide_1241,adelaide,0.767634,32,70,16,0.233577,0.510949,0.116788,2.8613,57.57,11284.36,0.223048,214.06,17.6318,1.046827,22.873
buenosaires_0186,buenosaires,0.803521,47,99,39,0.228155,0.480583,0.18932,2.8058,45.12,13039.33,0.206388,321.87,20.374,1.028358,5.73
hanoi_2641,hanoi,0.78873,5,69,35,0.041667,0.575,0.291667,2.3667,65.99,9370.16,0.097872,187.5,14.6409,1.03219,20.852
kyiv_0872,kyiv,0.804269,26,93,22,0.154762,0.553571,0.130952,2.75,51.61,11920.82,0.193353,262.5,18.6263,1.063224,7.436
warsaw_0390,warsaw,0.805759,30,75,39,0.194805,0.487013,0.253247,2.6234,44.11,8910.44,0.161716,240.62,13.9226,1.177194,8.814
buenosaires_0198,buenosaires,0.753409,26,41,23,0.238532,0.376147,0.211009,2.6972,73.94,10868.71,0.183099,170.31,16.9824,1.072616,7.216
lasvegas_0787,lasvegas,0.77645,28,42,17,0.307692,0.461538,0.186813,2.9231,32.05,4262.66,0.242938,142.19,6.6604,1.045385,13.674
cleveland_0292,cleveland,0.757971,106,142,44,0.326154,0.436923,0.135385,2.9538,40.79,19579.88,0.24186,507.81,30.5936,1.042882,2.827
lasvegas_0318,lasvegas,0.807236,96,249,96,0.201681,0.523109,0.201681,2.7689,41.19,27141.81,0.194298,743.75,42.4091,1.1229,7.71
seattle_0140,seattle,0.763027,115,335,125,0.187296,0.545603,0.203583,2.7264,32.56,27253.39,0.183156,959.37,42.5834,1.032671,7.307
brasilia_1866,brasilia,0.761488,7,134,46,0.032258,0.617512,0.211982,2.47,44.06,11807.27,0.121212,339.06,18.4489,1.030293,13.829
bangkok_0155,bangkok,0.800724,4,31,41,0.048193,0.373494,0.493976,1.9759,61.57,5049.06,0.0,129.69,7.8892,1.046626,20.979
quito_0399,quito,0.781968,6,30,10,0.101695,0.508475,0.169492,2.5424,126.58,9493.84,0.150442,92.19,14.8341,1.0233,14.042
chennai_0178,chennai,0.780563,19,80,52,0.103825,0.437158,0.284153,2.3607,65.1,14061.92,0.094183,285.94,21.9717,1.031646,13.67
cairo_0914,cairo,0.806248,13,182,14,0.054167,0.758333,0.058333,2.8083,50.12,16890.78,0.206316,375.0,26.3918,1.027799,23.097
quito_1080,quito,0.764023,11,57,20,0.105769,0.548077,0.192308,2.5962,72.34,9765.48,0.157635,162.5,15.2586,1.056953,18.725
quito_0359,quito,0.779245,7,40,30,0.078652,0.449438,0.337079,2.2697,77.42,7819.92,0.075145,139.06,12.2186,1.034157,17.944
marrakesh_0190,marrakesh,0.807019,11,63,15,0.104762,0.6,0.142857,2.7238,62.11,8881.36,0.190244,164.06,13.8771,1.029348,6.402
warsaw_0242,warsaw,0.798845,77,272,102,0.16383,0.578723,0.217021,2.6894,25.09,15854.08,0.174332,734.37,24.772,1.069533,8.211
hanoi_3550,hanoi,0.776263,1,22,18,0.021277,0.468085,0.382979,2.1277,82.73,4136.71,0.044944,73.44,6.4636,1.033331,35.619
chennai_0307,chennai,0.764478,12,120,44,0.059701,0.597015,0.218905,2.4975,61.59,15459.05,0.128463,314.06,24.1548,1.043474,12.559
munich_0448,munich,0.763732,29,81,79,0.142857,0.399015,0.389163,2.2956,36.07,8405.24,0.077307,317.19,13.1332,1.014793,7.692
chennai_0154,chennai,0.802708,14,73,33,0.102941,0.536765,0.242647,2.5,74.1,12597.04,0.131086,212.5,19.6829,1.110221,8.158
cairo_0791,cairo,0.79324,19,110,10,0.116564,0.674847,0.06135,2.8466,59.79,13870.68,0.218069,254.69,21.6729,1.048415,19.112
quito_0155,quito,0.789434,15,66,28,0.11194,0.492537,0.208955,2.5373,72.28,12287.84,0.140684,209.37,19.1998,1.048235,8.624
chennai_0275,chennai,0.782053,18,101,33,0.100559,0.564246,0.184358,2.581,66.64,15392.92,0.150142,279.69,24.0514,1.07678,5.792
cologne_0574,cologne,0.769976,14,161,90,0.048951,0.562937,0.314685,2.3566,32.71,11022.13,0.091711,446.87,17.2221,1.098938,12.641
portland_0261,portland,0.803426,18,79,27,0.131387,0.576642,0.19708,2.6423,58.94,10668.52,0.167286,214.06,16.6696,1.054512,6.721
seattle_0144,seattle,0.766595,32,151,68,0.112676,0.53169,0.239437,2.5423,39.76,14354.74,0.138544,443.75,22.4293,1.037067,10.423
seattle_0365,seattle,0.788929,46,128,94,0.160279,0.445993,0.327526,2.4599,36.24,12792.49,0.11775,448.44,19.9883,1.03034,10.723
seattle_0168,seattle,0.776467,131,297,149,0.214052,0.485294,0.243464,2.6797,33.48,27450.31,0.171452,956.25,42.8911,1.021821,5.558
portland_0076,portland,0.786306,6,26,18,0.098361,0.42623,0.295082,2.3279,92.17,6543.89,0.094017,95.31,10.2248,1.08998,9.234
kyiv_0377,kyiv,0.811292,89,243,50,0.211905,0.578571,0.119048,2.9143,38.34,23461.35,0.231138,656.25,36.6584,1.047062,8.267
minneapolis_0822,minneapolis,0.75634,24,84,17,0.180451,0.631579,0.12782,2.9323,63.11,12305.49,0.241379,207.81,19.2273,1.056916,13.666
munich_0124,munich,0.769767,212,228,138,0.350413,0.37686,0.228099,2.8496,28.73,24765.19,0.214108,945.31,38.6956,1.02634,8.318
hanoi_3952,hanoi,0.765351,13,48,28,0.126214,0.466019,0.271845,2.4466,75.46,9508.34,0.119403,160.94,14.8568,1.076893,17.34
houston_1030,houston,0.771123,24,74,21,0.175182,0.540146,0.153285,2.7591,52.74,9967.05,0.197026,214.06,15.5735,1.109141,3.844
chennai_0317,chennai,0.79561,11,83,23,0.076923,0.58042,0.160839,2.5734,69.17,12727.98,0.149466,223.44,19.8875,1.047448,5.256
bucharest_0217,bucharest,0.799921,36,101,71,0.165899,0.465438,0.327189,2.47,39.11,10480.88,0.121212,339.06,16.3764,1.049934,11.123
bangkok_0201,bangkok,0.78931,11,77,91,0.058511,0.409574,0.484043,2.0426,52.47,10074.54,0.013477,293.75,15.7415,1.045676,12.625
bengaluru_0695,bengaluru,0.796575,60,227,68,0.163488,0.618529,0.185286,2.7684,34.9,17728.95,0.194787,573.44,27.7015,1.021837,4.537
bengaluru_0652,bengaluru,0.803985,39,155,73,0.127869,0.508197,0.239344,2.5246,47.14,18147.84,0.133884,476.56,28.356,1.041969,6.875
phoenix_0279,phoenix,0.788063,14,154,65,0.056452,0.620968,0.262097,2.4839,41.05,12644.61,0.124236,387.5,19.7572,1.10337,9.523
hanoi_0907,hanoi,0.765358,4,39,23,0.051948,0.506494,0.298701,2.3117,81.33,7238.2,0.087248,120.31,11.3097,1.034409,34.513
brasilia_1501,brasilia,0.784836,1,47,18,0.013889,0.652778,0.25,2.5278,72.31,6580.17,0.143885,112.5,10.2815,1.070901,5.389
bengaluru_0389,bengaluru,0.779453,14,103,61,0.069307,0.509901,0.30198,2.3465,56.67,13430.4,0.090226,315.62,20.985,1.065027,10.828
tehran_0637,tehran,0.801909,5,62,20,0.043103,0.534483,0.172414,2.4483,53.17,7550.22,0.118943,181.25,11.7972,1.072031,6.171
buenosaires_0159,buenosaires,0.778213,24,30,27,0.258065,0.322581,0.290323,2.5806,80.67,9680.59,0.154696,145.31,15.1259,1.051529,6.449
denver_0417,denver,0.753431,49,131,58,0.193676,0.517787,0.229249,2.6877,46.94,15958.2,0.175649,395.31,24.9347,1.095751,10.306
marrakesh_0043,marrakesh,0.80349,14,73,16,0.112,0.584,0.128,2.704,58.41,9871.56,0.183673,195.31,15.4243,1.052364,7.252
tashkent_0161,tashkent,0.797922,55,163,47,0.184564,0.54698,0.157718,2.7584,42.41,17430.02,0.192893,465.62,27.2344,1.053259,6.691
bengaluru_0271,bengaluru,0.752824,33,144,20,0.139241,0.607595,0.084388,2.8017,56.9,18892.1,0.204691,370.31,29.5189,1.005842,5.846
