patch_id,city_code,patch_idx,centroid_lat,centroid_lon,minx_utm,miny_utm,maxx_utm,maxy_utm,crs_utm,n_segments,n_intersections,n_nodes_in_patch,n_components,n_nodes_largest,largest_fraction,entropy_raw,entropy_normalised,entropy_weighted_raw,entropy_weighted_norm,phi,n_edges_used
detroit_0074,detroit,74,42.230213,-83.192712,318656.5,4677264.74,319456.5,4678064.74,EPSG:32617,1038,291,291,2,288,0.9897,1.950916,0.544413,2.140484,0.597313,0.933966,916
denver_0128,denver,128,39.76466,-105.011934,498577.82,4401237.36,499377.82,4402037.36,EPSG:32613,2504,709,709,2,708,0.9986,1.888391,0.526966,1.89253,0.528121,0.947781,2278
sapporo_0588,sapporo,588,43.102664,141.427582,534393.42,4771904.24,535193.42,4772704.24,EPSG:32654,1352,380,380,2,379,0.9974,1.973753,0.550786,1.912289,0.533634,0.928517,1142
portland_0373,portland,373,45.508322,-122.606263,530356.84,5039096.47,531156.84,5039896.47,EPSG:32610,526,158,158,7,152,0.962,1.967437,0.549024,1.54369,0.430775,0.930045,432
cairo_0748,cairo,748,30.053673,31.416461,346943.78,3325389.41,347743.78,3326189.41,EPSG:32636,286,92,92,4,79,0.8587,2.033659,0.567503,2.225829,0.621129,0.913194,214
phoenix_0762,phoenix,762,33.452425,-112.099863,397380.48,3701585.52,398180.48,3702385.52,EPSG:32612,1190,387,387,2,386,0.9974,1.995763,0.556928,2.111099,0.589113,0.92306,1084
chicago_0854,chicago,854,41.727231,-87.587847,450708.44,4619258.65,451508.44,4620058.65,EPSG:32616,1234,353,353,1,353,1.0,1.891595,0.52786,2.052231,0.572686,0.947113,1120
orlando_0808,orlando,808,28.529518,-81.330401,467274.2,3155506.54,468074.2,3156306.54,EPSG:32617,168,49,49,4,45,0.9184,1.896499,0.529228,1.791179,0.499838,0.946081,118
detroit_0312,detroit,312,42.27469,-83.126347,324256.5,4682064.74,325056.5,4682864.74,EPSG:32617,546,147,147,2,146,0.9932,1.986508,0.554346,1.918397,0.535339,0.925379,454
portland_0392,portland,392,45.501086,-122.596074,531156.84,5038296.47,531956.84,5039096.47,EPSG:32610,524,164,164,4,161,0.9817,1.916609,0.53484,1.797902,0.501714,0.941747,438
houston_0876,houston,876,29.812412,-95.362601,271272.3,3299940.6,272072.3,3300740.6,EPSG:32615,526,186,186,8,179,0.9624,1.901314,0.530572,1.729688,0.482679,0.945059,454
denver_0257,denver,257,39.721399,-104.946587,504177.82,4396437.36,504977.82,4397237.36,EPSG:32613,1140,336,336,4,333,0.9911,1.851777,0.516748,1.629086,0.454605,0.955119,1006
lasvegas_0756,lasvegas,756,36.065583,-115.129271,668073.93,3992442.16,668873.93,3993242.16,EPSG:32611,524,182,182,4,154,0.8462,2.01175,0.561389,2.371796,0.661862,0.91897,410
houston_0457,houston,457,29.709919,-95.442866,263272.3,3288740.6,264072.3,3289540.6,EPSG:32615,422,127,127,1,127,1.0,2.029321,0.566293,1.762103,0.491724,0.914354,366
brasilia_0644,brasilia,644,-15.917927,-48.057531,172203.82,8237345.62,173003.82,8238145.62,EPSG:32723,724,222,222,2,221,0.9955,1.964769,0.548279,1.832724,0.511431,0.930686,614
phoenix_0672,phoenix,672,33.77691,-112.121272,395780.48,3737585.52,396580.48,3738385.52,EPSG:32612,160,55,55,3,51,0.9273,1.834666,0.511973,1.976628,0.551589,0.958358,134
houston_1409,houston,1409,29.655715,-95.24325,282472.3,3282340.6,283272.3,3283140.6,EPSG:32615,482,146,146,1,146,1.0,2.022858,0.564489,1.974396,0.550966,0.916067,390
thessaloniki_2650,thessaloniki,2650,40.624517,23.563017,716383.42,4499834.41,717183.42,4500634.41,EPSG:32634,646,174,174,1,174,1.0,1.960956,0.547215,1.882463,0.525311,0.931597,572
phoenix_1427,phoenix,1427,33.633593,-112.00728,406180.48,3721585.52,406980.48,3722385.52,EPSG:32612,164,57,57,4,50,0.8772,1.840653,0.513644,1.709005,0.476907,0.957239,116
detroit_0177,detroit,177,42.453773,-83.18104,320256.5,4702064.74,321056.5,4702864.74,EPSG:32617,808,252,252,5,247,0.9802,1.978928,0.55223,2.006042,0.559797,0.927252,732
orlando_0086,orlando,86,28.622864,-81.502555,450474.2,3165906.54,451274.2,3166706.54,EPSG:32617,160,51,51,3,45,0.8824,2.011956,0.561447,1.912444,0.533678,0.918917,126
detroit_0221,detroit,221,42.266947,-83.155186,321856.5,4681264.74,322656.5,4682064.74,EPSG:32617,758,194,194,3,192,0.9897,1.927545,0.537892,2.065777,0.576466,0.93932,616
bangkok_0858,bangkok,858,13.870409,100.554912,667628.23,1533540.91,668428.23,1534340.91,EPSG:32647,536,200,200,5,190,0.95,1.914011,0.534115,1.944186,0.542535,0.942316,468
detroit_0195,detroit,195,42.331563,-83.167101,321056.5,4688464.74,321856.5,4689264.74,EPSG:32617,900,255,255,1,255,1.0,1.829599,0.510559,1.91861,0.535398,0.959294,798
cairo_0978,cairo,978,30.148373,31.4897,354143.78,3335789.41,354943.78,3336589.41,EPSG:32636,178,51,51,3,42,0.8235,1.952571,0.544875,2.068999,0.577365,0.933578,118
lasvegas_0901,lasvegas,901,36.079441,-115.093408,671273.93,3994042.16,672073.93,3994842.16,EPSG:32611,372,120,120,8,107,0.8917,1.955733,0.545758,2.03487,0.567841,0.932835,276
houston_1339,houston,1339,29.677078,-95.260254,280872.3,3284740.6,281672.3,3285540.6,EPSG:32615,208,58,58,2,57,0.9828,1.944477,0.542617,1.832473,0.511361,0.935464,142
phoenix_0319,phoenix,319,33.423019,-112.159724,391780.48,3698385.52,392580.48,3699185.52,EPSG:32612,266,90,90,4,76,0.8444,1.901684,0.530675,2.04026,0.569346,0.94498,178
denver_0195,denver,195,39.7142,-104.974592,501777.82,4395637.36,502577.82,4396437.36,EPSG:32613,1652,522,522,2,520,0.9962,2.01495,0.562283,1.813576,0.506088,0.918139,1534
detroit_0238,detroit,238,42.389344,-83.15937,321856.5,4694864.74,322656.5,4695664.74,EPSG:32617,726,217,217,1,217,1.0,1.856139,0.517966,1.613902,0.450368,0.954274,660
detroit_0071,detroit,71,42.208614,-83.191964,318656.5,4674864.74,319456.5,4675664.74,EPSG:32617,1018,268,268,2,267,0.9963,1.914324,0.534202,1.748752,0.487999,0.942248,896
sapporo_0378,sapporo,378,43.146123,141.359017,528793.42,4776704.24,529593.42,4777504.24,EPSG:32654,1038,301,301,2,300,0.9967,1.874195,0.523004,2.059657,0.574758,0.950692,904
tehran_0906,tehran,906,35.723205,51.500651,544879.81,3952964.0,545679.81,3953764.0,EPSG:32639,620,211,211,9,192,0.91,2.020573,0.563852,1.959691,0.546862,0.916668,490
manhattan_0060,manhattan,60,40.797426,-73.965795,586844.69,4516384.38,587644.69,4517184.38,EPSG:32618,1322,384,384,2,376,0.9792,1.938112,0.54084,1.83475,0.511997,0.936927,1136
bogota_0371,bogota,371,4.573846,-74.09669,599801.98,505221.2,600601.98,506021.2,EPSG:32618,1088,301,301,7,284,0.9435,1.900297,0.530288,1.871631,0.522289,0.945276,880
denver_0263,denver,263,39.764648,-104.946553,504177.82,4401237.36,504977.82,4402037.36,EPSG:32613,1088,296,296,1,296,1.0,2.030067,0.566501,1.846386,0.515244,0.914155,978
bogota_0563,bogota,563,4.6751,-74.053288,604601.98,516421.2,605401.98,517221.2,EPSG:32618,690,216,216,4,213,0.9861,2.022889,0.564498,1.947848,0.543557,0.916058,580
cairo_2082,cairo,2082,30.267111,31.803888,384543.78,3348589.41,385343.78,3349389.41,EPSG:32636,158,46,46,1,46,1.0,1.909813,0.532944,1.910065,0.533014,0.94323,114
chicago_0624,chicago,624,41.662074,-87.644908,445908.44,4612058.65,446708.44,4612858.65,EPSG:32616,1072,287,287,1,287,1.0,1.947023,0.543327,1.748908,0.488042,0.934874,1002
houston_0812,houston,812,29.639132,-95.366804,270472.3,3280740.6,271272.3,3281540.6,EPSG:32615,534,173,173,1,173,1.0,2.068419,0.577203,1.933139,0.539453,0.903622,472
bucharest_0079,bucharest,79,44.51381,26.031289,422607.74,4928999.54,423407.74,4929799.54,EPSG:32635,246,75,75,5,63,0.84,2.216795,0.618608,2.141393,0.597567,0.857133,188
cleveland_0385,cleveland,385,41.416306,-81.61376,448307.88,4584754.41,449107.88,4585554.41,EPSG:32617,580,187,187,4,182,0.9733,2.245826,0.62671,2.514552,0.701699,0.846971,494
brasilia_1604,brasilia,1604,-15.84133,-47.847415,194603.82,8246145.62,195403.82,8246945.62,EPSG:32723,124,43,43,2,42,0.9767,2.052039,0.572632,2.05545,0.573584,0.908195,100
bucharest_0126,bucharest,126,44.398842,26.063325,425007.74,4916199.54,425807.74,4916999.54,EPSG:32635,408,119,119,1,119,1.0,2.049038,0.571795,1.647459,0.459732,0.909021,328
lasvegas_0868,lasvegas,868,36.101208,-115.101768,670473.93,3996442.16,671273.93,3997242.16,EPSG:32611,894,283,283,5,278,0.9823,2.16107,0.603058,2.378077,0.663615,0.875662,776
budapest_0666,budapest,666,47.438718,19.190363,363153.39,5255106.49,363953.39,5255906.49,EPSG:32634,298,90,90,5,84,0.9333,2.088828,0.582899,1.801113,0.50261,0.897768,216
chandigarh_0026,chandigarh,26,30.694472,76.743046,666542.34,3396638.99,667342.34,3397438.99,EPSG:32643,272,88,88,5,81,0.9205,2.217842,0.6189,2.384935,0.665529,0.856773,220
houston_0061,houston,61,29.78771,-95.527485,255272.3,3297540.6,256072.3,3298340.6,EPSG:32615,540,172,172,8,153,0.8895,2.049879,0.57203,2.116869,0.590724,0.90879,460
brasilia_0940,brasilia,940,-16.012656,-47.99922,178603.82,8226945.62,179403.82,8227745.62,EPSG:32723,420,126,126,1,126,1.0,2.216369,0.618489,2.201078,0.614222,0.85728,340
lasvegas_0308,lasvegas,308,36.088827,-115.235339,658473.93,3994842.16,659273.93,3995642.16,EPSG:32611,394,136,136,5,130,0.9559,2.109245,0.588596,2.366123,0.660279,0.89174,328
lasvegas_0975,lasvegas,975,36.107991,-115.074944,672873.93,3997242.16,673673.93,3998042.16,EPSG:32611,234,74,74,1,74,1.0,2.228191,0.621788,2.601869,0.726065,0.853186,190
brasilia_2079,brasilia,2079,-15.734034,-47.763858,203403.82,8258145.62,204203.82,8258945.62,EPSG:32723,106,37,37,5,31,0.8378,2.175469,0.607076,2.118049,0.591053,0.870998,66
orlando_0693,orlando,693,28.43558,-81.354618,464874.2,3145106.54,465674.2,3145906.54,EPSG:32617,112,41,41,4,33,0.8049,2.090959,0.583493,2.172652,0.60629,0.897147,76
cairo_1760,cairo,1760,30.157898,31.705526,374943.78,3336589.41,375743.78,3337389.41,EPSG:32636,662,209,209,1,209,1.0,2.227126,0.621491,2.315789,0.646233,0.853557,562
houston_1487,houston,1487,29.713711,-95.228003,284072.3,3288740.6,284872.3,3289540.6,EPSG:32615,268,93,93,2,92,0.9892,2.247211,0.627096,2.497474,0.696933,0.846477,234
munich_0504,munich,504,48.126631,11.698105,700365.47,5333496.0,701165.47,5334296.0,EPSG:32632,876,269,269,1,269,1.0,2.200411,0.614036,2.27317,0.63434,0.862714,768
cairo_0502,cairo,502,30.132239,31.348775,340543.78,3334189.41,341343.78,3334989.41,EPSG:32636,1976,712,712,13,696,0.9775,2.203093,0.614785,2.284799,0.637585,0.861809,1790
orlando_0928,orlando,928,28.421275,-81.297391,470474.2,3143506.54,471274.2,3144306.54,EPSG:32617,186,59,59,2,58,0.9831,2.205075,0.615338,1.865806,0.520663,0.861137,160
chicago_0609,chicago,609,41.921404,-87.657161,445108.44,4640858.65,445908.44,4641658.65,EPSG:32616,1494,477,477,5,469,0.9832,2.085951,0.582096,1.882211,0.525241,0.898604,1336
lasvegas_0345,lasvegas,345,36.081487,-115.226619,659273.93,3994042.16,660073.93,3994842.16,EPSG:32611,248,83,83,4,78,0.9398,2.182966,0.609168,2.039946,0.569258,0.868535,192
chicago_0652,chicago,652,41.863819,-87.646932,445908.44,4634458.65,446708.44,4635258.65,EPSG:32616,1458,463,463,6,458,0.9892,2.190876,0.611376,2.07969,0.580349,0.865912,1354
kyiv_0893,kyiv,893,50.348025,30.63223,331145.8,5579607.52,331945.8,5580407.52,EPSG:32636,126,49,49,1,49,1.0,2.253432,0.628832,2.177693,0.607697,0.84425,112
tehran_0685,tehran,685,35.737872,51.438813,539279.81,3954564.0,540079.81,3955364.0,EPSG:32639,426,119,119,2,118,0.9916,2.199684,0.613833,1.947131,0.543357,0.86296,344
miami_0017,miami,17,25.770731,-80.266691,573130.94,2850098.73,573930.94,2850898.73,EPSG:32617,830,291,291,3,284,0.9759,2.225844,0.621134,2.153896,0.601056,0.854003,714
lasvegas_0728,lasvegas,728,36.123392,-115.136788,667273.93,3998842.16,668073.93,3999642.16,EPSG:32611,1022,342,342,3,340,0.9942,2.222489,0.620197,2.381373,0.664535,0.855168,936
portland_0274,portland,274,45.515688,-122.657425,526356.84,5039896.47,527156.84,5040696.47,EPSG:32610,1860,570,570,2,569,0.9982,2.162724,0.60352,2.084751,0.581761,0.875131,1704
phoenix_1397,phoenix,1397,33.409941,-112.004691,406180.48,3696785.52,406980.48,3697585.52,EPSG:32612,604,200,200,7,172,0.86,2.1145,0.590062,2.081802,0.580938,0.89016,452
cleveland_0256,cleveland,256,41.509601,-81.681745,442707.88,4595154.41,443507.88,4595954.41,EPSG:32617,1186,324,324,6,299,0.9228,2.068239,0.577153,2.06763,0.576983,0.903673,964
hanoi_0401,hanoi,401,21.279401,105.414049,542551.27,2352726.51,543351.27,2353526.51,EPSG:32648,164,48,48,3,46,0.9583,2.12415,0.592755,1.99009,0.555345,0.88723,110
cairo_1243,cairo,1243,29.947304,31.583926,362943.78,3313389.41,363743.78,3314189.41,EPSG:32636,144,41,41,2,38,0.9268,2.075085,0.579063,2.352475,0.656471,0.901729,104
tashkent_0274,tashkent,274,41.399787,69.242802,519896.16,4582767.22,520696.16,4583567.22,EPSG:32642,132,48,48,1,48,1.0,2.108183,0.5883,1.885269,0.526094,0.892058,110
bogota_0567,bogota,567,4.704045,-74.053249,604601.98,519621.2,605401.98,520421.2,EPSG:32618,896,265,265,2,259,0.9774,2.112666,0.589551,2.192741,0.611896,0.890713,740
houston_1456,houston,1456,29.735215,-95.236748,283272.3,3291140.6,284072.3,3291940.6,EPSG:32615,494,138,138,1,138,1.0,2.098423,0.585576,2.059648,0.574756,0.894957,424
brasilia_0979,brasilia,979,-15.991093,-47.99143,179403.82,8229345.62,180203.82,8230145.62,EPSG:32723,230,66,66,3,57,0.8636,2.251975,0.628426,1.804018,0.503421,0.844773,158
lasvegas_0605,lasvegas,605,36.044506,-115.165289,664873.93,3990042.16,665673.93,3990842.16,EPSG:32611,294,109,109,3,106,0.9725,2.098625,0.585632,1.67207,0.4666,0.894897,238
houston_0113,houston,113,29.881635,-95.521571,256072.3,3307940.6,256872.3,3308740.6,EPSG:32615,442,156,156,8,144,0.9231,2.051263,0.572416,2.268012,0.632901,0.908409,372
lasvegas_0846,lasvegas,846,36.195061,-115.108401,669673.93,4006842.16,670473.93,4007642.16,EPSG:32611,484,172,172,2,170,0.9884,2.049473,0.571916,2.248069,0.627336,0.908901,410
phoenix_0724,phoenix,724,33.675991,-112.111331,396580.48,3726385.52,397380.48,3727185.52,EPSG:32612,342,109,109,4,101,0.9266,2.245299,0.626563,2.333566,0.651194,0.847158,268
bogota_0027,bogota,27,4.631852,-74.190372,589401.98,511621.2,590201.98,512421.2,EPSG:32618,1024,315,315,7,300,0.9524,2.208058,0.61617,2.208652,0.616336,0.860124,872
phoenix_1073,phoenix,1073,33.510515,-112.057531,401380.48,3707985.52,402180.48,3708785.52,EPSG:32612,994,354,354,5,350,0.9887,2.189886,0.611099,2.236158,0.624012,0.866241,888
lasvegas_0226,lasvegas,226,36.038622,-115.254219,656873.93,3989242.16,657673.93,3990042.16,EPSG:32611,496,170,170,11,149,0.8765,2.145552,0.598728,1.656138,0.462154,0.880593,388
lasvegas_0427,lasvegas,427,36.131686,-115.20771,660873.93,3999642.16,661673.93,4000442.16,EPSG:32611,574,202,202,2,197,0.9752,2.13733,0.596433,2.268073,0.632918,0.883165,516
houston_0592,houston,592,29.818577,-95.420678,265672.3,3300740.6,266472.3,3301540.6,EPSG:32615,682,245,245,4,241,0.9837,2.116736,0.590686,2.290629,0.639212,0.889485,636
cairo_2091,cairo,2091,30.144482,31.813676,385343.78,3334989.41,386143.78,3335789.41,EPSG:32636,190,80,80,1,80,1.0,2.043789,0.57033,2.059827,0.574806,0.910456,170
bangkok_2352,bangkok,2352,13.846376,100.88776,703628.23,1531140.91,704428.23,1531940.91,EPSG:32647,172,67,67,1,67,1.0,2.087175,0.582437,1.999413,0.557947,0.898249,144
miami_0080,miami,80,25.792195,-80.226663,577130.94,2852498.73,577930.94,2853298.73,EPSG:32617,730,236,236,8,217,0.9195,2.245229,0.626543,2.169226,0.605334,0.847183,590
phoenix_1484,phoenix,1484,33.626448,-111.998572,406980.48,3720785.52,407780.48,3721585.52,EPSG:32612,954,286,286,3,283,0.9895,2.242775,0.625858,2.007291,0.560145,0.848055,864
budapest_0595,budapest,595,47.459795,19.157795,360753.39,5257506.49,361553.39,5258306.49,EPSG:32634,200,58,58,3,53,0.9138,2.162936,0.603579,2.10194,0.586558,0.875062,128
