patch_id,city_code,patch_idx,centroid_lat,centroid_lon,minx_utm,miny_utm,maxx_utm,maxy_utm,crs_utm,n_segments,n_intersections,n_nodes_in_patch,n_components,n_nodes_largest,largest_fraction,entropy_raw,entropy_normalised,entropy_weighted_raw,entropy_weighted_norm,phi,n_edges_used
chennai_0246,chennai,246,13.166962,80.210233,414011.76,1455333.9,414811.76,1456133.9,EPSG:32644,352,136,136,9,120,0.8824,3.086725,0.861367,3.189211,0.889966,0.40108,282
bengaluru_0744,bengaluru,744,13.026449,77.627052,784541.21,1441133.77,785341.21,1441933.77,EPSG:32643,690,224,224,4,221,0.9866,2.916933,0.813986,2.803111,0.782223,0.514715,588
cairo_0542,cairo,542,29.829343,31.370337,342143.78,3300589.41,342943.78,3301389.41,EPSG:32636,278,84,84,5,75,0.8929,2.988831,0.834049,2.918213,0.814343,0.468055,200
prague_0223,prague,223,50.133414,14.38392,455569.82,5553246.15,456369.82,5554046.15,EPSG:32633,566,159,159,4,155,0.9748,2.919111,0.814594,3.03411,0.846685,0.513333,460
bratislava_0345,bratislava,345,48.163401,17.164912,660577.87,5336328.22,661377.87,5337128.22,EPSG:32633,2482,855,855,4,846,0.9895,3.096147,0.863996,3.243615,0.905148,0.394424,2262
orlando_0649,orlando,649,28.637728,-81.371665,463274.2,3167506.54,464074.2,3168306.54,EPSG:32617,228,74,74,6,61,0.8243,3.09682,0.864184,3.026465,0.844551,0.393947,164
cairo_0416,cairo,416,29.994915,31.334469,338943.78,3318989.41,339743.78,3319789.41,EPSG:32636,368,106,106,4,91,0.8585,3.121345,0.871028,2.971737,0.829279,0.376444,256
minsk_0339,minsk,339,53.863521,27.627693,540879.19,5968119.78,541679.19,5968919.78,EPSG:32635,1522,484,484,10,467,0.9649,3.122324,0.871301,3.116808,0.869762,0.37574,1296
cleveland_0083,cleveland,83,41.465696,-81.786665,433907.88,4590354.41,434707.88,4591154.41,EPSG:32617,862,246,246,3,244,0.9919,2.986559,0.833415,2.861448,0.798502,0.469562,754
warsaw_0454,warsaw,454,52.260176,21.046555,502777.48,5789577.34,503577.48,5790377.34,EPSG:32634,1968,695,695,4,682,0.9813,2.984953,0.832967,3.023993,0.843861,0.470626,1744
budapest_0065,budapest,65,47.392009,18.979942,347153.39,5250306.49,347953.39,5251106.49,EPSG:32634,340,114,114,4,111,0.9737,3.03844,0.847893,2.762299,0.770834,0.43461,288
thessaloniki_1177,thessaloniki,1177,40.571055,22.984516,667583.42,4492634.41,668383.42,4493434.41,EPSG:32634,380,123,123,1,123,1.0,2.989998,0.834375,3.029551,0.845412,0.467279,328
tehran_0606,tehran,606,35.673019,51.420778,537679.81,3947364.0,538479.81,3948164.0,EPSG:32639,1230,489,489,14,457,0.9346,3.102474,0.865762,3.180618,0.887568,0.389934,1062
cairo_0544,cairo,544,29.843776,31.370103,342143.78,3302189.41,342943.78,3302989.41,EPSG:32636,402,119,119,1,119,1.0,3.035738,0.847139,2.996721,0.836251,0.436458,324
cairo_0865,cairo,865,30.039732,31.458164,350943.78,3323789.41,351743.78,3324589.41,EPSG:32636,460,133,133,1,133,1.0,3.060896,0.854159,2.983467,0.832552,0.419136,368
hanoi_2158,hanoi,2158,20.866338,105.728215,575351.27,2307126.51,576151.27,2307926.51,EPSG:32648,130,50,50,3,48,0.96,3.060033,0.853918,2.900826,0.809491,0.419735,100
lasvegas_0875,lasvegas,875,36.151668,-115.100552,670473.93,4002042.16,671273.93,4002842.16,EPSG:32611,540,187,187,12,166,0.8877,2.988571,0.833977,3.017956,0.842177,0.468227,428
kyiv_0760,kyiv,760,50.462115,30.581443,327945.8,5592407.52,328745.8,5593207.52,EPSG:32636,412,135,135,4,132,0.9778,2.962309,0.826648,2.996366,0.836152,0.485516,332
istanbul_2306,istanbul,2306,41.002225,28.776189,648978.59,4540123.45,649778.59,4540923.45,EPSG:32635,372,102,102,1,102,1.0,2.919729,0.814766,2.808996,0.783865,0.512941,270
quito_0590,quito,590,-0.281192,-78.481538,779929.29,9968489.57,780729.29,9969289.57,EPSG:32717,204,77,77,3,64,0.8312,3.047707,0.850479,3.16542,0.883327,0.42825,140
hanoi_3519,hanoi,3519,21.212776,105.837813,586551.27,2345526.51,587351.27,2346326.51,EPSG:32648,104,37,37,3,33,0.8919,2.959151,0.825767,2.97064,0.828973,0.487576,76
houston_0862,houston,862,29.711419,-95.360232,271272.3,3288740.6,272072.3,3289540.6,EPSG:32615,444,143,143,2,142,0.993,3.027473,0.844833,2.874323,0.802095,0.442092,370
tashkent_0124,tashkent,124,41.226914,69.203981,516696.16,4563567.22,517496.16,4564367.22,EPSG:32642,942,297,297,3,295,0.9933,2.993564,0.83537,2.947297,0.822459,0.464908,818
marrakesh_0056,marrakesh,56,31.615036,-8.051562,589559.15,3497756.91,590359.15,3498556.91,EPSG:32629,1196,354,354,1,354,1.0,3.113354,0.868798,3.102411,0.865744,0.382174,1082
bangkok_0455,bangkok,455,13.654103,100.449956,656428.23,1509540.91,657228.23,1510340.91,EPSG:32647,508,216,216,4,202,0.9352,2.935732,0.819232,3.005713,0.83876,0.502722,426
cleveland_0464,cleveland,464,41.474101,-81.585561,450707.88,4591154.41,451507.88,4591954.41,EPSG:32617,830,221,221,1,221,1.0,2.935198,0.819083,3.0386,0.847938,0.503065,688
verona_1239,verona,1239,45.533924,10.94749,651659.24,5043709.99,652459.24,5044509.99,EPSG:32632,228,77,77,2,76,0.987,3.096924,0.864213,3.021133,0.843063,0.393874,198
vilnius_0579,vilnius,579,54.799762,25.401131,396818.45,6073281.45,397618.45,6074081.45,EPSG:32635,210,72,72,2,71,0.9861,3.126015,0.872331,2.955652,0.82479,0.373083,170
vancouver_0047,vancouver,47,49.247216,-123.152378,488509.99,5454549.41,489309.99,5455349.41,EPSG:32610,744,246,246,9,224,0.9106,2.921198,0.815176,3.035378,0.847038,0.512007,606
quito_0598,quito,598,-0.223346,-78.481549,779929.29,9974889.57,780729.29,9975689.57,EPSG:32717,132,46,46,3,38,0.8261,3.071249,0.857048,2.918694,0.814477,0.411932,84
bangkok_0438,bangkok,438,13.726461,100.443002,655628.23,1517540.91,656428.23,1518340.91,EPSG:32647,398,168,168,8,158,0.9405,3.118265,0.870169,3.15206,0.879599,0.378656,340
phoenix_0425,phoenix,425,33.870372,-112.15709,392580.48,3747985.52,393380.48,3748785.52,EPSG:32612,368,120,120,2,119,0.9917,2.954647,0.82451,2.964761,0.827332,0.490506,318
quito_1596,quito,1596,-0.165477,-78.316373,798329.29,9981289.57,799129.29,9982089.57,EPSG:32717,332,107,107,9,94,0.8785,3.049652,0.851022,2.827661,0.789074,0.426911,258
vilnius_0126,vilnius,126,54.652888,25.183683,382418.45,6057281.45,383218.45,6058081.45,EPSG:32635,372,135,135,5,127,0.9407,2.978869,0.831269,3.167121,0.883802,0.474648,306
adelaide_1182,adelaide,1182,-34.728903,138.656114,284992.29,6154118.26,285792.29,6154918.26,EPSG:32754,314,102,102,3,86,0.8431,3.129843,0.873399,3.016001,0.841631,0.370321,226
sofia_0398,sofia,398,42.708284,23.394265,695677.94,4730800.69,696477.94,4731600.69,EPSG:32634,488,172,172,10,144,0.8372,3.063908,0.855,3.07698,0.858648,0.417045,362
denver_0463,denver,463,39.778972,-104.84378,512977.82,4402837.36,513777.82,4403637.36,EPSG:32613,1052,345,345,5,338,0.9797,3.00017,0.837213,3.1392,0.876011,0.460501,922
warsaw_0776,warsaw,776,52.166515,21.198514,513177.48,5779177.34,513977.48,5779977.34,EPSG:32634,466,164,164,5,143,0.872,2.995492,0.835908,2.851262,0.79566,0.463623,352
bologna_0024,bologna,24,44.505121,11.274355,680391.14,4930093.93,681191.14,4930893.93,EPSG:32632,276,95,95,4,76,0.8,2.923336,0.815772,2.724235,0.760212,0.510647,180
bucharest_0157,bucharest,157,44.456535,26.072459,425807.74,4922599.54,426607.74,4923399.54,EPSG:32635,328,102,102,3,100,0.9804,2.98121,0.831923,2.917379,0.81411,0.473102,234
istanbul_0992,istanbul,992,41.051029,28.368178,614578.59,4544923.45,615378.59,4545723.45,EPSG:32635,356,112,112,4,107,0.9554,2.956763,0.8251,2.980082,0.831608,0.489131,300
lisbon_0007,lisbon,7,38.695302,-9.206559,481637.2,4282585.09,482437.2,4283385.09,EPSG:32629,1134,360,360,4,357,0.9917,2.921621,0.815294,2.889301,0.806275,0.511738,1054
bengaluru_0481,bengaluru,481,12.875131,77.581266,779741.21,1424333.77,780541.21,1425133.77,EPSG:32643,672,255,255,5,250,0.9804,3.080489,0.859627,3.120121,0.870686,0.405464,594
hanoi_0584,hanoi,584,21.091349,105.459738,547351.27,2331926.51,548151.27,2332726.51,EPSG:32648,138,45,45,5,36,0.8,3.197502,0.89228,3.16749,0.883905,0.320503,82
cologne_0429,cologne,429,50.876654,7.02626,360742.11,5637564.25,361542.11,5638364.25,EPSG:32632,700,253,253,4,230,0.9091,3.276456,0.914312,3.26866,0.912137,0.259971,570
bratislava_0120,bratislava,120,48.186762,17.069018,653377.87,5338728.22,654177.87,5339528.22,EPSG:32633,106,30,30,2,28,0.9333,3.327019,0.928422,2.915277,0.813524,0.219849,70
bangkok_1114,bangkok,1114,13.891766,100.606869,673228.23,1535940.91,674028.23,1536740.91,EPSG:32647,576,198,198,7,188,0.9495,3.174077,0.885743,3.100418,0.865188,0.337966,460
kyoto_0294,kyoto,294,34.927834,135.73021,566291.91,3864883.52,567091.91,3865683.52,EPSG:32653,586,192,192,5,176,0.9167,3.290733,0.918297,3.216594,0.897608,0.248749,464
vilnius_0262,vilnius,262,54.65398,25.258044,387218.45,6057281.45,388018.45,6058081.45,EPSG:32635,362,124,124,3,122,0.9839,3.332036,0.929822,3.354798,0.936174,0.21581,320
adelaide_0238,adelaide,238,-35.086496,138.505547,272192.29,6114118.26,272992.29,6114918.26,EPSG:32754,266,87,87,2,81,0.931,3.337981,0.931481,3.198254,0.89249,0.211011,192
kyiv_0418,kyiv,418,50.553157,30.463836,319945.8,5602807.52,320745.8,5603607.52,EPSG:32636,134,38,38,1,38,1.0,3.189601,0.890075,3.019541,0.842619,0.326418,96
minsk_0300,minsk,300,53.863646,27.603365,539279.19,5968119.78,540079.19,5968919.78,EPSG:32635,2382,791,791,8,782,0.9886,3.172057,0.885179,3.225352,0.900052,0.339461,2156
kyiv_0275,kyiv,275,50.45873,30.423803,316745.8,5592407.52,317545.8,5593207.52,EPSG:32636,1294,423,423,6,417,0.9858,3.298564,0.920482,3.226431,0.900353,0.242558,1158
verona_0147,verona,147,45.508599,10.731546,634859.24,5040509.99,635659.24,5041309.99,EPSG:32632,538,190,190,2,189,0.9947,3.180795,0.887618,3.130057,0.873459,0.332981,494
sapporo_0064,sapporo,64,43.110413,141.240817,519193.42,4772704.24,519993.42,4773504.24,EPSG:32654,578,177,177,4,174,0.9831,3.22364,0.899574,3.250565,0.907087,0.30075,484
brasilia_1074,brasilia,1074,-15.839626,-47.974262,181003.82,8246145.62,181803.82,8246945.62,EPSG:32723,564,180,180,3,176,0.9778,3.282768,0.916074,3.163619,0.882825,0.25502,454
hanoi_0283,hanoi,283,21.221631,105.390761,540151.27,2346326.51,540951.27,2347126.51,EPSG:32648,220,78,78,2,77,0.9872,3.25015,0.906972,3.22768,0.900701,0.280425,170
adelaide_0321,adelaide,321,-34.884875,138.520411,272992.29,6136518.26,273792.29,6137318.26,EPSG:32754,874,286,286,4,281,0.9825,3.307018,0.922841,3.240319,0.904228,0.235846,754
hanoi_0238,hanoi,238,21.24335,105.375398,538551.27,2348726.51,539351.27,2349526.51,EPSG:32648,262,73,73,4,70,0.9589,3.213458,0.896732,3.201951,0.893521,0.308478,190
tashkent_0295,tashkent,295,41.313294,69.252039,520696.16,4573167.22,521496.16,4573967.22,EPSG:32642,1842,590,590,7,530,0.8983,3.248263,0.906445,2.992072,0.834954,0.281882,1556
prague_0189,prague,189,50.097381,14.373197,454769.82,5549246.15,455569.82,5550046.15,EPSG:32633,1354,412,412,3,409,0.9927,3.22068,0.898748,3.209753,0.895698,0.303001,1216
minsk_0240,minsk,240,53.942915,27.567944,536879.19,5976919.78,537679.19,5977719.78,EPSG:32635,680,233,233,3,231,0.9914,3.271719,0.91299,3.321057,0.926759,0.263675,604
cologne_0198,cologne,198,50.932394,6.921428,353542.11,5643964.25,354342.11,5644764.25,EPSG:32632,842,286,286,6,276,0.965,3.211225,0.896109,3.137277,0.875474,0.310167,730
hanoi_0690,hanoi,690,21.105719,105.490593,550551.27,2333526.51,551351.27,2334326.51,EPSG:32648,104,38,38,4,35,0.9211,3.271474,0.912922,3.14254,0.876942,0.263866,74
brasilia_0895,brasilia,895,-15.781332,-48.010712,177003.82,8252545.62,177803.82,8253345.62,EPSG:32723,114,43,43,3,38,0.8837,3.179692,0.88731,3.114736,0.869183,0.3338,80
kyoto_0310,kyoto,310,35.043248,135.731235,566291.91,3877683.52,567091.91,3878483.52,EPSG:32653,424,129,129,6,105,0.814,3.206603,0.894819,3.099113,0.864824,0.313657,294
adelaide_0544,adelaide,544,-35.000903,138.551971,276192.29,6123718.26,276992.29,6124518.26,EPSG:32754,430,150,150,8,128,0.8533,3.19965,0.892879,3.14492,0.877607,0.31889,320
phoenix_1610,phoenix,1610,33.691516,-111.982062,408580.48,3727985.52,409380.48,3728785.52,EPSG:32612,374,125,125,5,117,0.936,3.327636,0.928594,3.187555,0.889504,0.219353,298
kyiv_0722,kyiv,722,50.469068,30.569813,327145.8,5593207.52,327945.8,5594007.52,EPSG:32636,272,78,78,3,67,0.859,3.301882,0.921408,3.196652,0.892043,0.239927,178
verona_0068,verona,68,45.580883,10.713258,633259.24,5048509.99,634059.24,5049309.99,EPSG:32632,280,97,97,2,96,0.9897,3.333778,0.930309,3.271091,0.912815,0.214405,220
hanoi_0838,hanoi,838,21.062235,105.528953,554551.27,2328726.51,555351.27,2329526.51,EPSG:32648,102,38,38,4,31,0.8158,3.282514,0.916003,3.159716,0.881735,0.25522,62
cologne_0260,cologne,260,50.954365,6.94323,355142.11,5646364.25,355942.11,5647164.25,EPSG:32632,532,190,190,4,175,0.9211,3.271888,0.913038,3.135527,0.874986,0.263544,428
vilnius_0297,vilnius,297,54.72602,25.267378,388018.45,6065281.45,388818.45,6066081.45,EPSG:32635,1116,357,357,2,356,0.9972,3.231505,0.901769,3.303024,0.921726,0.29475,990
cologne_0597,cologne,597,50.885162,7.105519,366342.11,5638364.25,367142.11,5639164.25,EPSG:32632,372,119,119,4,112,0.9412,3.347428,0.934118,3.290315,0.91818,0.203354,288
bogota_0289,bogota,289,4.537682,-74.111157,598201.98,501221.2,599001.98,502021.2,EPSG:32618,640,219,219,3,194,0.8858,3.282818,0.916088,3.278532,0.914892,0.254981,480
kyiv_0340,kyiv,340,50.473601,30.445546,318345.8,5594007.52,319145.8,5594807.52,EPSG:32636,1830,561,561,1,561,1.0,3.203033,0.893823,3.159816,0.881763,0.316346,1630
turin_0030,turin,30,45.096867,7.621509,391137.03,4994235.46,391937.03,4995035.46,EPSG:32632,276,83,83,4,79,0.9518,3.277641,0.914643,3.117435,0.869937,0.259042,214
adelaide_0132,adelaide,132,-35.114961,138.487127,270592.29,6110918.26,271392.29,6111718.26,EPSG:32754,194,56,56,2,53,0.9464,3.154912,0.880395,3.050223,0.851181,0.352084,148
cologne_0502,cologne,502,50.877225,7.060352,363142.11,5637564.25,363942.11,5638364.25,EPSG:32632,714,264,264,4,240,0.9091,3.300196,0.920937,3.353402,0.935785,0.241264,594
cologne_0265,cologne,265,50.990312,6.941641,355142.11,5650364.25,355942.11,5651164.25,EPSG:32632,662,266,266,3,264,0.9925,3.317584,0.925789,3.231913,0.901883,0.227416,606
adelaide_1351,adelaide,1351,-34.743822,138.681904,287392.29,6152518.26,288192.29,6153318.26,EPSG:32754,204,68,68,2,64,0.9412,3.331737,0.929739,3.355053,0.936245,0.216051,152
cairo_0906,cairo,906,30.00384,31.475307,352543.78,3319789.41,353343.78,3320589.41,EPSG:32636,636,193,193,2,191,0.9896,3.291149,0.918413,3.306349,0.922654,0.248421,528
cologne_0203,cologne,203,50.968341,6.919823,353542.11,5647964.25,354342.11,5648764.25,EPSG:32632,536,180,180,9,171,0.95,3.31142,0.924069,3.286705,0.917173,0.23234,428
hanoi_1129,hanoi,1129,21.098172,105.590699,560951.27,2332726.51,561751.27,2333526.51,EPSG:32648,154,54,54,4,51,0.9444,3.145068,0.877648,3.190816,0.890414,0.359276,120
leeds_0588,leeds,588,53.762893,-1.42097,603688.0,5957898.59,604488.0,5958698.59,EPSG:32630,250,89,89,6,83,0.9326,3.280724,0.915503,3.233349,0.902283,0.256625,194
cologne_0478,cologne,478,50.891416,7.048387,362342.11,5639164.25,363142.11,5639964.25,EPSG:32632,796,293,293,5,281,0.959,3.328344,0.928792,3.244284,0.905335,0.218783,684
seattle_0414,seattle,414,47.594497,-122.239739,556754.92,5271111.91,557554.92,5271911.91,EPSG:32610,354,154,154,5,150,0.974,3.226133,0.900269,3.294546,0.919361,0.298851,300
hanoi_1269,hanoi,1269,20.852306,105.620493,564151.27,2305526.51,564951.27,2306326.51,EPSG:32648,158,62,62,3,56,0.9032,3.259328,0.909533,3.240475,0.904272,0.273322,118
hanoi_1279,hanoi,1279,20.924588,105.62079,564151.27,2313526.51,564951.27,2314326.51,EPSG:32648,144,47,47,4,43,0.9149,3.258834,0.909395,3.030649,0.845719,0.273705,106
kyiv_0152,kyiv,152,50.486217,30.365912,312745.8,5595607.52,313545.8,5596407.52,EPSG:32636,216,74,74,2,73,0.9865,3.232475,0.902039,3.014953,0.841339,0.294009,168
hanoi_3323,hanoi,3323,21.140576,105.821999,584951.27,2337526.51,585751.27,2338326.51,EPSG:32648,310,117,117,4,111,0.9487,3.244216,0.905316,3.266883,0.911641,0.285,264
minsk_0078,minsk,78,53.878625,27.469718,530479.19,5969719.78,531279.19,5970519.78,EPSG:32635,646,212,212,6,188,0.8868,3.205541,0.894523,3.274674,0.913815,0.314457,474
cairo_0350,cairo,350,30.088518,31.316301,337343.78,3329389.41,338143.78,3330189.41,EPSG:32636,1016,329,329,1,329,1.0,3.192855,0.890983,3.334342,0.930466,0.323985,956
vilnius_0398,vilnius,398,54.662042,25.319719,391218.45,6058081.45,392018.45,6058881.45,EPSG:32635,120,43,43,8,36,0.8372,3.2436,0.905144,3.236057,0.903039,0.285474,78
bratislava_0316,bratislava,316,48.163603,17.154161,659777.87,5336328.22,660577.87,5337128.22,EPSG:32633,2306,823,823,9,813,0.9878,3.17847,0.886969,3.260495,0.909858,0.334708,2126
verona_1765,verona,1765,45.381008,11.044414,659659.24,5026909.99,660459.24,5027709.99,EPSG:32632,682,219,219,1,219,1.0,3.337593,0.931373,3.348241,0.934344,0.211324,602
adelaide_0973,adelaide,973,-35.016712,138.621628,282592.29,6122118.26,283392.29,6122918.26,EPSG:32754,254,77,77,1,77,1.0,3.315948,0.925333,3.29561,0.919657,0.228724,194
warsaw_0143,warsaw,143,52.274555,20.941045,495577.48,5791177.34,496377.48,5791977.34,EPSG:32634,2380,803,803,8,793,0.9875,3.285577,0.916858,3.259079,0.909463,0.252812,2148
istanbul_1713,istanbul,1713,41.263796,28.630462,636178.59,4568923.45,636978.59,4569723.45,EPSG:32635,136,38,38,3,36,0.9474,3.233063,0.902203,3.101191,0.865404,0.293559,90
tehran_0046,tehran,46,35.738547,51.173403,515279.81,3954564.0,516079.81,3955364.0,EPSG:32639,1212,362,362,1,362,1.0,3.326175,0.928187,3.351134,0.935152,0.220527,1138
bengaluru_0540,bengaluru,540,12.990686,77.589825,780541.21,1437133.77,781341.21,1437933.77,EPSG:32643,694,234,234,6,228,0.9744,3.134699,0.874754,3.073445,0.857661,0.366808,580
caracas_0120,caracas,120,10.499695,-66.927973,726375.78,1161008.87,727175.78,1161808.87,EPSG:32619,194,65,65,2,64,0.9846,3.284716,0.916617,3.209498,0.895627,0.253489,162
tbilisi_0340,tbilisi,340,41.772659,44.798773,482875.7,4624154.86,483675.7,4624954.86,EPSG:32638,636,206,206,10,195,0.9466,3.257632,0.90906,3.21986,0.898519,0.274637,502
istanbul_1873,istanbul,1873,41.299265,28.669566,639378.59,4572923.45,640178.59,4573723.45,EPSG:32635,106,37,37,2,31,0.8378,3.298405,0.920437,3.299172,0.920651,0.242684,70
quito_0252,quito,252,-0.266741,-78.531819,774329.29,9970089.57,775129.29,9970889.57,EPSG:32717,592,187,187,9,174,0.9305,3.25018,0.90698,3.333163,0.930137,0.280403,458
istanbul_2214,istanbul,2214,41.125115,28.750911,646578.59,4553723.45,647378.59,4554523.45,EPSG:32635,186,55,55,1,55,1.0,3.143329,0.877163,3.105253,0.866537,0.360543,144
birmingham_0287,birmingham,287,52.542703,-1.847551,577754.58,5821625.97,578554.58,5822425.97,EPSG:32630,306,124,124,8,107,0.8629,3.263628,0.910733,3.21224,0.896393,0.269981,230
munich_0174,munich,174,48.181344,11.507234,685965.47,5339096.0,686765.47,5339896.0,EPSG:32632,1450,570,570,6,562,0.986,3.18898,0.889902,3.193382,0.89113,0.326882,1314
lasvegas_1036,lasvegas,1036,36.064453,-115.058241,674473.93,3992442.16,675273.93,3993242.16,EPSG:32611,382,118,118,5,111,0.9407,3.146739,0.878114,3.164366,0.883033,0.358058,296
bogota_0154,bogota,154,4.537717,-74.140001,595001.98,501221.2,595801.98,502021.2,EPSG:32618,854,285,285,2,284,0.9965,3.243053,0.904991,3.287596,0.917421,0.285895,768
vienna_0573,vienna,573,48.23752,16.490689,610285.9,5343374.32,611085.9,5344174.32,EPSG:32633,1522,559,559,5,547,0.9785,3.193913,0.891278,3.215002,0.897163,0.323193,1386
quito_0562,quito,562,-0.100422,-78.488747,779129.29,9988489.57,779929.29,9989289.57,EPSG:32717,264,97,97,3,94,0.9691,3.280086,0.915325,3.186172,0.889118,0.257125,210
kyiv_0447,kyiv,447,50.510277,30.47742,320745.8,5598007.52,321545.8,5598807.52,EPSG:32636,402,122,122,7,114,0.9344,3.16564,0.883389,2.783459,0.776739,0.3442,314
rotterdam_0092,rotterdam,92,51.938011,4.480596,601381.37,5754779.19,602181.37,5755579.19,EPSG:32631,684,212,212,3,208,0.9811,3.308971,0.923386,3.243116,0.905009,0.234292,590
vienna_0459,vienna,459,48.166254,16.434824,606285.9,5335374.32,607085.9,5336174.32,EPSG:32633,910,292,292,3,287,0.9829,3.199634,0.892875,3.02899,0.845256,0.318902,808
hanoi_2092,hanoi,2092,20.902511,105.720698,574551.27,2311126.51,575351.27,2311926.51,EPSG:32648,304,111,111,4,108,0.973,3.254067,0.908065,3.220205,0.898615,0.277398,236
adelaide_1483,adelaide,1483,-34.701067,138.709296,289792.29,6157318.26,290592.29,6158118.26,EPSG:32754,324,101,101,3,94,0.9307,3.213755,0.896815,3.150635,0.879202,0.308253,238
sapporo_0235,sapporo,235,43.045386,141.31914,525593.42,4765504.24,526393.42,4766304.24,EPSG:32654,984,283,283,4,279,0.9859,3.156331,0.880791,3.071738,0.857185,0.351043,842
istanbul_1611,istanbul,1611,41.019144,28.605383,634578.59,4541723.45,635378.59,4542523.45,EPSG:32635,510,164,164,7,158,0.9634,3.213581,0.896767,3.221678,0.899026,0.308385,426
portland_0262,portland,262,45.587726,-122.667243,525556.84,5047896.47,526356.84,5048696.47,EPSG:32610,214,71,71,5,61,0.8592,3.265108,0.911146,3.158274,0.881333,0.26883,144
casablanca_0261,casablanca,261,33.587417,-7.554057,633777.38,3716947.87,634577.38,3717747.87,EPSG:32629,720,225,225,1,225,1.0,3.19579,0.891802,3.208874,0.895453,0.321787,622
riga_0108,riga,108,56.956193,24.051312,320295.1,6315978.5,321095.1,6316778.5,EPSG:32635,3258,1089,1089,3,1087,0.9982,3.329396,0.929086,3.373777,0.94147,0.217937,3126
cologne_0169,cologne,169,50.946569,6.909406,352742.11,5645564.25,353542.11,5646364.25,EPSG:32632,1130,445,445,11,423,0.9506,3.317463,0.925756,3.307698,0.923031,0.227513,996
ghent_0163,ghent,163,51.064568,3.757153,552655.01,5656877.84,553455.01,5657677.84,EPSG:32631,460,162,162,5,158,0.9753,3.298914,0.920579,3.377586,0.942533,0.242281,374
hanoi_0339,hanoi,339,21.1204,105.405902,541751.27,2335126.51,542551.27,2335926.51,EPSG:32648,114,42,42,3,40,0.9524,3.163961,0.88292,3.166674,0.883677,0.345437,82
adelaide_0983,adelaide,983,-34.944635,138.623712,282592.29,6130118.26,283392.29,6130918.26,EPSG:32754,1486,485,485,5,481,0.9918,3.194613,0.891474,3.080237,0.859557,0.322669,1372
casablanca_0316,casablanca,316,33.601332,-7.510716,637777.38,3718547.87,638577.38,3719347.87,EPSG:32629,838,251,251,2,250,0.996,3.289897,0.918063,3.234222,0.902527,0.249409,740
brasilia_1297,brasilia,1297,-15.760884,-47.920892,186603.82,8254945.62,187403.82,8255745.62,EPSG:32723,238,73,73,5,59,0.8082,3.206276,0.894728,2.890652,0.806652,0.313903,150
quito_0712,quito,712,-0.064267,-78.467202,781529.29,9992489.57,782329.29,9993289.57,EPSG:32717,300,116,116,5,101,0.8707,3.319321,0.926274,3.287065,0.917273,0.226025,220
istanbul_2694,istanbul,2694,41.036579,28.881799,657778.59,4544123.45,658578.59,4544923.45,EPSG:32635,812,242,242,4,237,0.9793,3.261505,0.91014,3.133345,0.874377,0.271631,672
verona_1119,verona,1119,45.375939,10.921623,650059.24,5026109.99,650859.24,5026909.99,EPSG:32632,250,96,96,2,95,0.9896,3.345122,0.933474,3.171884,0.885131,0.205226,228
tbilisi_0412,tbilisi,412,41.7655,44.827669,485275.7,4623354.86,486075.7,4624154.86,EPSG:32638,108,34,34,1,34,1.0,3.197807,0.892365,2.885674,0.805263,0.320274,80
quito_0741,quito,741,-0.143804,-78.460013,782329.29,9983689.57,783129.29,9984489.57,EPSG:32717,278,111,111,9,95,0.8559,3.312012,0.924235,3.237155,0.903345,0.231867,194
quito_0806,quito,806,0.00804,-78.452839,783129.29,10000489.57,783929.29,10001289.57,EPSG:32717,216,73,73,6,66,0.9041,3.138852,0.875913,2.997785,0.836548,0.363797,162
warsaw_0551,warsaw,551,52.166654,21.081548,505177.48,5779177.34,505977.48,5779977.34,EPSG:32634,1546,543,543,5,539,0.9926,3.252738,0.907694,3.224417,0.899791,0.278426,1394
vilnius_0018,vilnius,18,54.622813,25.098277,376818.45,6054081.45,377618.45,6054881.45,EPSG:32635,390,165,165,4,146,0.8848,3.252479,0.907622,3.193115,0.891056,0.278626,296
brasilia_1775,brasilia,1775,-15.863392,-47.817867,197803.82,8243745.62,198603.82,8244545.62,EPSG:32723,146,47,47,3,45,0.9574,3.153922,0.880119,2.589397,0.722585,0.352809,112
phoenix_1745,phoenix,1745,33.504206,-111.94549,411780.48,3707185.52,412580.48,3707985.52,EPSG:32612,626,208,208,3,206,0.9904,3.157277,0.881055,2.782912,0.776586,0.350349,554
hanoi_2517,hanoi,2517,20.967396,105.759485,578551.27,2318326.51,579351.27,2319126.51,EPSG:32648,608,210,210,11,191,0.9095,3.141571,0.876672,3.134624,0.874734,0.361821,468
casablanca_0243,casablanca,243,33.558664,-7.563154,632977.38,3713747.87,633777.38,3714547.87,EPSG:32629,994,293,293,2,290,0.9898,3.171041,0.884896,3.166412,0.883604,0.340213,858
verona_3189,verona,3189,45.144237,11.371735,686059.24,5001309.99,686859.24,5002109.99,EPSG:32632,138,43,43,2,42,0.9767,3.300844,0.921118,3.175264,0.886074,0.240751,110
brasilia_1665,brasilia,1665,-15.660839,-47.837442,195403.82,8266145.62,196203.82,8266945.62,EPSG:32723,110,43,43,2,42,0.9767,3.277962,0.914733,3.084215,0.860667,0.258791,102
tashkent_0634,tashkent,634,41.276955,69.366527,530296.16,4569167.22,531096.16,4569967.22,EPSG:32642,336,103,103,5,86,0.835,3.171007,0.884886,3.189442,0.890031,0.340237,220
