patch_id,city_code,n_buildings,building_density,mean_building_footprint,std_building_footprint,mean_nn_distance,std_nn_distance
lasvegas_0360,lasvegas,225,0.1176,334.64,737.8,22.38,12.45
lasvegas_0880,lasvegas,43,0.0319,474.65,305.95,38.09,15.32
lasvegas_0623,lasvegas,232,0.1094,301.8,402.25,30.66,14.43
lasvegas_0802,lasvegas,426,0.1967,295.55,951.31,23.49,9.0
lasvegas_0356,lasvegas,548,0.1745,203.78,215.8,19.15,7.64
lasvegas_0316,lasvegas,370,0.2038,352.58,577.32,22.57,9.74
lasvegas_0562,lasvegas,37,0.0345,597.09,1409.31,35.14,17.09
lasvegas_0973,lasvegas,373,0.1412,242.23,109.02,22.51,6.77
lasvegas_0364,lasvegas,84,0.0787,599.78,954.64,34.71,19.87
lasvegas_0959,lasvegas,100,0.1808,1157.41,2465.44,42.19,28.18
lasvegas_0870,lasvegas,213,0.2037,611.98,1018.88,34.35,16.33
lasvegas_0207,lasvegas,570,0.2047,229.87,184.63,17.8,9.35
lasvegas_0315,lasvegas,220,0.1311,381.5,339.03,34.14,10.53
lasvegas_0290,lasvegas,209,0.1012,309.91,171.64,26.47,6.89
lasvegas_0491,lasvegas,56,0.1862,2127.9,5826.87,47.21,45.13
lasvegas_0139,lasvegas,178,0.0648,232.95,129.55,21.16,13.1
lasvegas_0791,lasvegas,215,0.1745,519.41,831.39,27.64,14.78
lasvegas_0162,lasvegas,88,0.0182,132.38,51.56,12.89,7.6
lasvegas_0294,lasvegas,221,0.1021,295.77,366.39,21.61,15.72
lasvegas_1051,lasvegas,27,0.0207,490.16,286.54,40.04,30.32
lasvegas_0787,lasvegas,42,0.0172,262.38,185.36,20.57,11.51
lasvegas_0318,lasvegas,566,0.2126,240.36,468.14,18.7,6.66
lasvegas_0861,lasvegas,35,0.0241,439.94,807.53,29.01,29.49
lasvegas_1016,lasvegas,346,0.1473,272.55,195.93,22.98,5.51
lasvegas_1011,lasvegas,264,0.1877,455.12,1719.41,26.21,17.65
lasvegas_0875,lasvegas,81,0.099,782.15,1237.99,39.03,44.38
lasvegas_1036,lasvegas,385,0.1758,292.26,179.83,20.9,8.83
lasvegas_0184,lasvegas,348,0.1675,307.99,566.01,20.2,14.31
lasvegas_1259,lasvegas,223,0.1023,293.67,61.71,17.96,25.8
leeds_0588,leeds,446,0.0536,76.96,174.04,9.48,10.95
leeds_0432,leeds,1078,0.1308,77.63,80.86,10.19,6.04
leeds_0267,leeds,378,0.0407,68.9,222.14,8.7,20.55
leeds_0264,leeds,966,0.1125,74.57,142.47,9.35,4.99
leeds_0291,leeds,1216,0.1121,58.98,96.08,8.46,4.55
leeds_0647,leeds,14,0.0067,304.17,362.45,42.08,18.03
leeds_0795,leeds,24,0.0125,333.58,386.46,32.64,21.64
leeds_0247,leeds,621,0.1199,123.55,312.7,9.89,11.8
leeds_0174,leeds,602,0.0646,68.66,66.27,9.58,11.82
leeds_0216,leeds,1098,0.1207,70.33,66.17,10.32,7.07
leeds_0154,leeds,16,0.0075,300.95,542.0,64.28,83.24
leeds_0451,leeds,742,0.1021,88.04,99.91,11.83,9.51
leeds_0522,leeds,1547,0.1619,66.99,178.73,7.45,6.76
leeds_0326,leeds,321,0.379,755.54,1409.43,24.76,15.7
leeds_0304,leeds,816,0.1114,87.39,209.67,9.76,8.68
lehavre_0014,lehavre,3366,0.2398,45.6,73.16,6.37,3.76
lehavre_0040,lehavre,865,0.1845,136.5,497.86,8.64,11.23
lehavre_0080,lehavre,10,0.0033,208.25,289.22,47.84,43.63
lisbon_0087,lisbon,141,0.1508,684.59,794.47,32.34,21.74
lisbon_0007,lisbon,178,0.2183,784.79,3224.44,21.41,21.36
lisbon_0065,lisbon,1345,0.4092,194.7,230.56,12.59,6.72
lisbon_0057,lisbon,195,0.145,475.94,1404.44,23.16,16.75
lyon_0080,lyon,548,0.213,248.75,513.75,17.38,12.45
macau_0038,macau,106,0.3283,1982.27,3031.1,38.15,30.3
macau_0031,macau,113,0.2681,1518.32,2755.14,39.65,26.72
marrakesh_0016,marrakesh,105,0.0227,138.55,426.03,25.28,23.99
marrakesh_0053,marrakesh,633,0.4054,409.92,520.37,17.87,11.52
marrakesh_0190,marrakesh,247,0.0729,188.93,280.66,20.3,13.32
marrakesh_0043,marrakesh,631,0.1671,169.46,554.03,14.62,9.94
marrakesh_0212,marrakesh,1169,0.1757,96.21,142.25,9.94,8.68
marrakesh_0056,marrakesh,2390,0.2812,75.31,74.86,8.66,3.71
marrakesh_0144,marrakesh,300,0.1168,249.24,595.09,17.45,13.06
medellin_0250,medellin,156,0.0273,111.97,196.85,18.38,25.91
medellin_0267,medellin,172,0.1114,414.4,765.76,23.12,27.63
medellin_0284,medellin,218,0.1316,386.25,416.41,22.07,19.04
medellin_0288,medellin,2835,0.4791,108.16,118.45,7.32,3.3
medellin_0193,medellin,52,0.0217,267.11,382.12,41.66,56.91
medellin_0327,medellin,1593,0.2126,85.41,472.43,8.74,5.87
medellin_0202,medellin,92,0.1112,773.34,1413.14,27.67,25.94
medellin_0174,medellin,451,0.1467,208.11,242.4,15.36,12.32
medellin_0140,medellin,432,0.0702,104.07,611.53,9.05,10.53
mendoza_0048,mendoza,11,0.012,698.92,631.98,69.1,48.37
mendoza_0052,mendoza,49,0.0801,1045.77,1820.32,49.61,39.08
mendoza_0045,mendoza,4,0.0064,1026.16,1056.82,253.27,136.97
mendoza_0060,mendoza,6,0.0128,1368.19,1350.02,143.57,152.89
miami_0145,miami,573,0.2184,243.89,610.25,19.31,9.58
miami_0155,miami,165,0.2026,785.93,1191.24,28.34,16.95
miami_0017,miami,643,0.2558,254.62,525.35,18.59,7.93
miami_0080,miami,589,0.259,281.43,416.4,19.28,10.2
miami_0156,miami,148,0.132,571.03,852.74,31.45,17.99
miami_0115,miami,527,0.2025,245.9,766.06,18.52,11.0
miami_0064,miami,725,0.2509,221.52,435.06,17.12,6.42
miami_0048,miami,782,0.2751,225.15,434.27,16.64,6.74
miami_0142,miami,567,0.2615,295.13,531.37,18.08,10.54
miami_0053,miami,683,0.2373,222.39,353.6,18.03,7.16
miami_0141,miami,336,0.2744,522.64,1829.78,23.36,16.25
miami_0051,miami,859,0.2488,185.37,403.4,15.19,7.61
miami_0152,miami,98,0.2016,1316.41,1922.57,36.46,22.96
minneapolis_0274,minneapolis,911,0.1786,125.45,152.38,15.0,4.34
minneapolis_0832,minneapolis,1212,0.2008,106.06,182.26,12.62,6.84
minneapolis_0782,minneapolis,1026,0.2239,139.68,182.75,13.79,5.85
minneapolis_0736,minneapolis,1588,0.2275,91.71,167.86,11.24,3.74
minneapolis_0421,minneapolis,1337,0.1746,83.58,150.07,11.69,3.89
minneapolis_0446,minneapolis,752,0.1354,115.26,64.78,16.13,4.16
minneapolis_0297,minneapolis,964,0.1454,96.56,81.9,14.94,6.01
minneapolis_0217,minneapolis,724,0.1503,132.86,97.17,16.76,6.07
minneapolis_0706,minneapolis,1589,0.2191,88.26,93.51,11.68,3.12
minneapolis_0327,minneapolis,621,0.1093,112.65,62.81,16.36,5.51
minneapolis_0809,minneapolis,1471,0.2017,87.73,67.22,11.76,5.2
minneapolis_0652,minneapolis,1488,0.1977,85.04,57.87,12.06,3.11
minneapolis_0272,minneapolis,1176,0.2454,133.54,722.27,11.9,4.78
minneapolis_0269,minneapolis,890,0.1762,126.7,69.3,16.02,4.99
minneapolis_0396,minneapolis,819,0.2327,181.88,687.92,14.71,9.47
minneapolis_0386,minneapolis,576,0.1301,144.58,809.36,16.25,9.54
minneapolis_0757,minneapolis,955,0.1426,95.55,123.4,12.97,4.74
minneapolis_0813,minneapolis,1196,0.1435,76.77,54.82,12.45,4.12
minneapolis_0390,minneapolis,1152,0.1858,103.2,143.65,13.34,5.01
minneapolis_0129,minneapolis,777,0.1357,111.8,104.51,15.77,5.65
minneapolis_0785,minneapolis,1321,0.1909,92.49,121.12,12.04,5.59
minneapolis_0673,minneapolis,50,0.0931,1191.17,3028.9,38.09,34.72
minneapolis_0716,minneapolis,409,0.1325,207.4,558.04,22.13,12.28
minneapolis_0367,minneapolis,828,0.2763,213.54,424.74,14.83,9.09
minneapolis_0733,minneapolis,1371,0.2131,99.48,113.17,11.84,3.33
minneapolis_0495,minneapolis,729,0.1198,105.19,198.15,13.21,9.52
minneapolis_0744,minneapolis,297,0.0959,206.65,332.91,22.31,10.08
minneapolis_0360,minneapolis,1059,0.1837,111.04,229.72,13.36,5.36
minneapolis_0240,minneapolis,440,0.1468,213.58,146.86,21.66,6.68
minneapolis_0380,minneapolis,1291,0.1492,73.97,175.28,12.89,5.88
minneapolis_0330,minneapolis,1226,0.1777,92.77,136.91,12.9,4.77
minneapolis_0576,minneapolis,1188,0.1961,105.66,197.51,12.48,6.1
minneapolis_0589,minneapolis,470,0.1234,168.09,347.26,13.04,10.98
minneapolis_0474,minneapolis,169,0.069,261.4,415.53,25.63,30.88
minneapolis_0103,minneapolis,111,0.0486,280.33,392.95,31.54,5.6
minneapolis_0138,minneapolis,29,0.0444,980.66,1290.92,64.49,45.49
minneapolis_0362,minneapolis,1354,0.2033,96.1,68.42,12.61,4.8
minneapolis_0524,minneapolis,1364,0.1905,89.41,68.24,12.0,3.43
minneapolis_0424,minneapolis,1092,0.1826,107.03,281.09,12.41,5.2
minneapolis_0164,minneapolis,16,0.2004,8015.32,22163.25,71.51,64.92
minneapolis_0456,minneapolis,514,0.304,378.48,1379.93,17.16,13.55
minneapolis_0187,minneapolis,920,0.1395,97.07,69.5,14.12,4.84
minneapolis_0464,minneapolis,1021,0.1846,115.7,159.54,13.31,5.67
minneapolis_0236,minneapolis,218,0.1601,469.96,950.75,31.74,20.45
minneapolis_0108,minneapolis,57,0.0895,1004.57,2560.65,50.3,43.92
minneapolis_0548,minneapolis,167,0.2405,921.78,2138.0,30.07,31.53
minneapolis_0604,minneapolis,67,0.2984,2850.22,7308.7,53.08,50.09
minneapolis_0160,minneapolis,104,0.1584,975.02,2068.04,43.22,27.43
minneapolis_0549,minneapolis,916,0.1947,136.01,269.1,13.38,7.99
minneapolis_0822,minneapolis,19,0.0779,2625.48,3844.79,94.58,29.92
minneapolis_0080,minneapolis,126,0.0406,206.32,325.27,24.17,16.5
minneapolis_0690,minneapolis,59,0.1009,1094.79,1771.92,56.77,28.56
minneapolis_0329,minneapolis,791,0.1355,109.63,79.82,14.58,4.6
minneapolis_0276,minneapolis,114,0.0975,547.34,1025.96,29.8,24.76
orlando_0656,orlando,395,0.0888,143.93,90.47,22.58,9.76
orlando_0657,orlando,70,0.0774,707.45,2013.19,43.74,43.78
orlando_0388,orlando,200,0.07,224.12,295.39,23.18,11.25
orlando_0491,orlando,224,0.0595,170.07,262.35,21.18,9.28
orlando_0605,orlando,625,0.164,167.93,81.81,17.24,5.48
orlando_0514,orlando,31,0.0225,463.61,416.45,52.37,44.68
orlando_0291,orlando,225,0.0788,224.02,247.59,24.64,22.26
orlando_0533,orlando,624,0.1943,199.33,90.76,18.81,4.35
orlando_1118,orlando,242,0.1106,292.5,141.33,24.36,9.35
orlando_0529,orlando,300,0.1212,258.64,484.55,23.06,16.94
orlando_0845,orlando,471,0.2386,324.27,363.98,24.76,5.8
orlando_0586,orlando,57,0.0548,614.94,854.28,47.11,30.45
orlando_0652,orlando,166,0.151,582.23,762.39,33.64,12.5
orlando_0808,orlando,435,0.1942,285.69,109.46,24.08,4.23
orlando_0086,orlando,39,0.0229,376.05,610.04,28.34,28.14
orlando_0693,orlando,47,0.1315,1790.42,4425.93,42.65,45.92
orlando_0928,orlando,2,0.0001,20.83,1.09,104.9,0.0
orlando_0952,orlando,63,0.1773,1801.39,3058.64,58.21,45.57
orlando_0703,orlando,410,0.1408,219.8,378.78,21.92,10.96
orlando_0081,orlando,170,0.068,256.13,193.54,28.41,16.65
orlando_0254,orlando,433,0.1407,208.02,268.4,23.69,4.88
orlando_0459,orlando,166,0.1212,467.13,1232.93,29.86,23.2
orlando_0495,orlando,310,0.1493,308.25,422.09,26.93,10.99
orlando_0475,orlando,298,0.1695,364.12,568.73,28.16,12.76
orlando_0807,orlando,344,0.2013,374.44,465.87,27.44,9.31
orlando_0802,orlando,348,0.1531,281.61,287.22,26.86,7.77
orlando_0326,orlando,481,0.1641,218.4,85.69,22.18,6.14
orlando_0687,orlando,410,0.1666,260.04,240.33,24.79,8.83
orlando_0675,orlando,449,0.1933,275.58,417.35,21.57,10.71
orlando_0905,orlando,213,0.1851,556.11,357.69,33.35,13.75
orlando_0271,orlando,117,0.1865,1020.44,2162.06,39.45,35.85
orlando_0446,orlando,40,0.2014,3222.5,3547.75,101.81,54.86
orlando_0076,orlando,34,0.0696,1310.39,2509.27,53.56,36.28
orlando_1107,orlando,384,0.1135,189.09,256.03,17.99,11.33
orlando_0978,orlando,318,0.1297,260.99,279.9,21.41,14.56
orlando_0540,orlando,336,0.1352,257.51,679.88,22.87,14.72
orlando_0471,orlando,204,0.0991,310.8,687.62,24.7,12.48
orlando_0977,orlando,481,0.1595,212.18,174.74,21.5,9.23
orlando_0608,orlando,385,0.1243,206.65,235.56,21.88,8.25
orlando_0901,orlando,252,0.1402,356.04,491.14,25.79,15.54
orlando_1082,orlando,282,0.1532,347.67,248.55,25.79,15.55
orlando_0681,orlando,267,0.1578,378.36,600.23,26.26,14.97
orlando_0741,orlando,91,0.1428,1004.35,2015.09,48.08,41.08
orlando_0805,orlando,340,0.1536,289.05,198.85,25.37,11.61
orlando_0654,orlando,18,0.1527,5429.83,6656.25,126.66,78.94
orlando_1142,orlando,263,0.0993,241.63,126.33,23.71,5.1
orlando_0908,orlando,388,0.1651,272.33,456.23,26.13,7.73
orlando_0866,orlando,470,0.1219,165.97,42.16,19.28,3.4
orlando_0626,orlando,293,0.1623,354.45,674.18,25.67,14.55
orlando_1032,orlando,519,0.1617,199.41,51.37,20.53,3.49
orlando_0098,orlando,320,0.1735,346.94,784.64,27.12,7.07
orlando_0178,orlando,351,0.1692,308.6,384.53,25.43,11.74
orlando_0113,orlando,36,0.0416,739.61,638.75,51.46,31.91
orlando_0851,orlando,245,0.189,493.64,965.91,30.3,16.99
orlando_1052,orlando,162,0.1537,607.06,702.17,37.09,18.42
orlando_1136,orlando,80,0.0839,671.58,1214.89,34.74,28.06
orlando_1026,orlando,58,0.1014,1119.27,2457.13,48.75,33.2
orlando_0906,orlando,298,0.2114,454.11,731.24,29.0,10.35
orlando_0220,orlando,241,0.0756,200.77,87.14,25.5,9.52
orlando_0097,orlando,327,0.1616,316.21,87.37,28.41,9.12
orlando_0967,orlando,89,0.1045,751.3,2358.43,29.1,37.02
orlando_0502,orlando,257,0.0902,224.54,172.03,23.84,13.92
orlando_0433,orlando,198,0.1204,389.09,692.7,26.95,21.19
orlando_0631,orlando,212,0.1307,394.43,664.19,28.36,12.92
orlando_0575,orlando,143,0.1159,518.64,1133.61,29.24,18.7
orlando_0649,orlando,155,0.1115,460.59,601.44,33.92,14.73
orlando_0486,orlando,199,0.1714,551.13,777.53,29.74,16.35
orlando_0613,orlando,196,0.1318,430.51,377.09,31.21,15.12
orlando_1022,orlando,383,0.1564,261.38,241.29,20.14,10.7
orlando_0897,orlando,24,0.0686,1830.65,2224.61,64.69,45.82
orlando_0780,orlando,312,0.1887,387.03,367.76,27.99,7.17
phoenix_0417,phoenix,36,0.3295,5857.17,13124.9,71.45,41.26
phoenix_0416,phoenix,1,0.0001,60.72,0.0,,
phoenix_0442,phoenix,258,0.1949,483.38,1404.55,24.3,21.52
phoenix_0538,phoenix,315,0.1202,244.17,189.69,26.77,10.35
phoenix_0626,phoenix,335,0.213,406.87,3126.34,20.69,16.59
phoenix_0202,phoenix,14,0.1169,5343.32,9060.55,122.42,87.71
phoenix_0823,phoenix,91,0.0956,672.59,1216.58,33.17,21.86
phoenix_1766,phoenix,415,0.1913,295.0,140.01,30.76,6.79
phoenix_1309,phoenix,497,0.2462,317.01,325.77,25.45,5.81
phoenix_0532,phoenix,668,0.2414,231.31,74.18,21.43,3.09
phoenix_1068,phoenix,856,0.1942,145.23,125.45,16.14,3.6
phoenix_0238,phoenix,541,0.1931,228.46,155.18,21.1,5.16
phoenix_0385,phoenix,37,0.2553,4415.17,5712.21,87.44,48.56
phoenix_1409,phoenix,569,0.265,298.08,417.59,22.37,6.77
phoenix_0919,phoenix,617,0.2157,223.74,92.38,21.32,4.4
phoenix_0568,phoenix,520,0.1686,207.46,283.26,18.43,8.41
phoenix_0638,phoenix,452,0.1928,272.99,368.45,21.35,9.53
phoenix_1056,phoenix,531,0.1455,175.39,101.55,19.19,5.92
phoenix_0923,phoenix,22,0.1132,3292.71,4026.91,77.61,66.86
phoenix_0506,phoenix,64,0.1858,1858.43,3520.82,55.45,39.7
phoenix_1075,phoenix,487,0.2667,350.54,335.4,23.37,7.07
phoenix_0882,phoenix,500,0.1556,199.16,206.99,18.39,7.88
phoenix_1319,phoenix,714,0.2223,199.3,71.74,18.2,4.8
phoenix_1037,phoenix,795,0.1968,158.42,40.7,14.99,3.02
phoenix_0636,phoenix,451,0.2287,324.54,1008.24,20.63,11.27
phoenix_0767,phoenix,673,0.2077,197.5,221.89,19.0,4.86
phoenix_0089,phoenix,716,0.2225,198.87,58.51,19.83,4.26
phoenix_1071,phoenix,550,0.2033,236.55,420.78,19.84,7.13
phoenix_0762,phoenix,324,0.1525,301.2,626.61,22.76,15.85
phoenix_0672,phoenix,4,0.0247,3958.22,4771.23,159.59,34.39
phoenix_1427,phoenix,633,0.1982,200.41,127.87,17.3,6.18
phoenix_0319,phoenix,26,0.1413,3479.01,10578.18,80.2,50.9
phoenix_1397,phoenix,101,0.1835,1162.58,1379.97,47.41,26.1
phoenix_0724,phoenix,230,0.1141,317.59,778.98,24.28,23.57
phoenix_1073,phoenix,457,0.2238,313.48,550.9,21.71,11.78
phoenix_1484,phoenix,497,0.2182,280.99,368.43,21.78,8.8
phoenix_0163,phoenix,329,0.1949,379.09,997.88,22.71,13.83
phoenix_1076,phoenix,507,0.2721,343.44,374.74,23.09,6.0
phoenix_0943,phoenix,374,0.1607,274.95,414.8,23.07,10.99
phoenix_0161,phoenix,471,0.2014,273.67,642.42,22.1,7.01
phoenix_0578,phoenix,575,0.2004,223.09,130.97,20.56,5.5
phoenix_0562,phoenix,28,0.114,2605.12,5273.35,48.72,54.53
phoenix_0076,phoenix,747,0.2434,208.54,152.68,18.12,5.67
phoenix_1002,phoenix,217,0.0784,231.29,406.22,24.37,12.36
phoenix_0821,phoenix,534,0.1469,176.09,96.49,20.31,6.35
phoenix_0639,phoenix,482,0.1831,243.15,284.79,20.77,7.38
phoenix_0187,phoenix,314,0.1233,251.26,406.9,18.32,9.98
phoenix_1601,phoenix,462,0.2146,297.23,319.51,23.45,9.75
phoenix_0779,phoenix,288,0.1854,411.91,572.9,25.98,14.17
phoenix_1767,phoenix,347,0.179,330.13,220.11,30.85,9.72
phoenix_0575,phoenix,439,0.2052,299.12,733.33,22.79,12.05
phoenix_1010,phoenix,418,0.2077,317.94,530.79,21.86,14.08
phoenix_0883,phoenix,511,0.1251,156.64,134.79,19.23,7.88
phoenix_0967,phoenix,386,0.1828,303.05,1156.36,20.86,9.25
phoenix_1260,phoenix,459,0.2266,315.92,629.88,19.53,10.79
phoenix_1129,phoenix,506,0.2486,314.4,304.18,21.98,6.23
phoenix_0786,phoenix,347,0.1113,205.21,183.06,18.3,11.1
phoenix_0966,phoenix,442,0.2033,294.38,191.58,25.16,6.78
phoenix_1543,phoenix,665,0.2246,216.12,103.99,20.72,6.05
phoenix_0629,phoenix,241,0.2182,579.41,925.2,28.15,15.82
phoenix_0942,phoenix,400,0.1505,240.83,280.77,22.26,9.17
phoenix_1483,phoenix,706,0.2321,210.44,58.99,20.38,4.01
phoenix_0570,phoenix,127,0.3044,1534.12,2050.28,46.74,20.16
phoenix_1184,phoenix,398,0.1812,291.36,196.91,24.21,8.07
phoenix_0637,phoenix,536,0.2223,265.38,487.3,21.21,8.07
phoenix_0627,phoenix,427,0.1153,172.77,224.02,18.8,16.44
phoenix_0594,phoenix,658,0.2252,219.06,151.51,20.51,5.64
phoenix_1001,phoenix,551,0.1404,163.04,174.66,19.18,6.95
phoenix_0117,phoenix,17,0.2646,9960.79,13457.47,175.59,119.26
phoenix_1454,phoenix,421,0.1431,217.55,162.29,21.51,10.2
phoenix_0120,phoenix,23,0.2683,7465.86,13068.49,102.01,70.89
phoenix_1599,phoenix,452,0.2333,330.29,330.9,26.42,7.11
phoenix_0879,phoenix,471,0.1566,212.72,169.48,18.49,9.28
phoenix_0458,phoenix,592,0.2506,270.97,180.46,21.7,4.33
phoenix_1017,phoenix,378,0.236,399.56,681.76,25.23,11.9
phoenix_0886,phoenix,165,0.1307,506.96,1266.62,26.48,18.7
phoenix_0777,phoenix,345,0.1874,347.65,582.13,24.12,10.71
phoenix_0075,phoenix,632,0.2238,226.66,165.64,21.34,3.74
phoenix_0536,phoenix,636,0.2279,229.29,59.62,22.69,2.91
phoenix_0759,phoenix,304,0.1147,241.4,407.72,23.25,10.2
phoenix_1130,phoenix,430,0.2117,315.05,393.23,23.61,8.45
phoenix_1648,phoenix,393,0.205,333.89,392.5,29.49,10.82
phoenix_1265,phoenix,306,0.1636,342.22,437.36,23.21,12.99
phoenix_1406,phoenix,672,0.2186,208.15,182.48,18.92,5.76
phoenix_1753,phoenix,379,0.1685,284.51,152.1,28.89,9.73
phoenix_1540,phoenix,401,0.172,274.46,152.46,26.42,8.81
phoenix_0384,phoenix,218,0.1936,568.5,1389.41,28.44,18.83
phoenix_1203,phoenix,587,0.228,248.62,585.82,16.42,10.11
phoenix_0586,phoenix,653,0.2247,220.23,83.41,21.13,4.51
phoenix_1721,phoenix,283,0.1432,323.95,153.56,34.92,9.54
phoenix_1649,phoenix,383,0.1833,306.31,755.68,27.09,7.17
phoenix_0978,phoenix,575,0.2188,243.54,380.98,19.24,5.61
phoenix_0764,phoenix,247,0.1521,394.15,1274.56,22.09,20.69
phoenix_1545,phoenix,117,0.0436,238.53,65.59,21.22,4.11
phoenix_1729,phoenix,34,0.129,2428.56,6142.88,41.82,37.4
phoenix_1637,phoenix,282,0.1613,366.09,415.54,25.84,14.97
phoenix_0619,phoenix,542,0.1923,227.09,102.3,15.79,5.7
phoenix_1471,phoenix,237,0.1955,527.97,750.78,31.84,13.92
phoenix_0718,phoenix,368,0.1932,335.95,926.18,22.81,13.46
phoenix_1482,phoenix,623,0.2118,217.58,384.47,21.32,5.63
phoenix_0046,phoenix,63,0.0255,259.15,435.13,18.59,12.8
phoenix_1354,phoenix,215,0.2586,769.7,1416.92,33.2,16.04
phoenix_1441,phoenix,484,0.1809,239.24,217.54,18.43,5.12
phoenix_1377,phoenix,76,0.0755,635.52,1024.67,28.74,32.41
phoenix_0917,phoenix,565,0.1939,219.63,101.35,19.57,5.03
phoenix_0279,phoenix,647,0.2281,225.62,211.11,20.74,6.11
phoenix_1061,phoenix,60,0.1986,2118.28,3110.87,58.2,35.54
phoenix_0501,phoenix,440,0.1747,254.17,542.4,19.64,13.61
phoenix_0007,phoenix,503,0.1634,207.91,81.73,16.75,6.37
phoenix_1224,phoenix,174,0.1178,433.28,803.44,24.23,19.26
phoenix_0315,phoenix,615,0.1887,196.42,72.71,16.33,4.45
phoenix_0425,phoenix,463,0.2177,300.86,890.3,18.1,11.8
phoenix_1610,phoenix,412,0.2062,320.27,375.7,21.52,7.71
phoenix_1745,phoenix,142,0.1163,524.03,607.47,38.51,16.2
phoenix_1159,phoenix,372,0.1842,316.88,155.9,23.34,4.53
phoenix_0434,phoenix,76,0.06,505.22,1336.78,33.49,28.01
phoenix_1385,phoenix,364,0.1241,218.28,66.25,17.05,5.02
phoenix_1214,phoenix,3,0.0004,92.95,32.78,92.28,102.32
phoenix_1666,phoenix,529,0.215,260.07,90.92,19.21,4.97
portland_0323,portland,1278,0.213,106.67,111.82,13.36,4.55
portland_0343,portland,1259,0.2093,106.42,151.53,13.14,3.76
portland_0320,portland,1424,0.2212,99.42,142.69,12.56,4.02
portland_0389,portland,1173,0.1806,98.53,55.66,13.39,3.26
portland_0260,portland,1322,0.2071,100.28,92.78,12.99,4.22
portland_0322,portland,1562,0.2359,96.64,68.92,12.05,3.55
portland_0406,portland,770,0.1551,128.93,239.18,15.99,5.74
portland_0188,portland,1293,0.2081,103.02,183.87,12.49,5.11
portland_0411,portland,1008,0.2087,132.5,320.89,14.53,5.16
portland_0302,portland,1349,0.237,112.43,98.14,12.85,3.87
portland_0369,portland,1039,0.1901,117.07,174.46,13.81,4.55
portland_0415,portland,1353,0.2328,110.14,106.1,13.1,4.69
portland_0375,portland,996,0.2331,149.77,302.43,14.33,5.93
portland_0208,portland,1293,0.1993,98.64,70.53,13.3,3.95
portland_0360,portland,880,0.1763,128.22,156.68,14.94,5.71
portland_0336,portland,1339,0.2633,125.84,118.61,12.8,3.65
portland_0317,portland,968,0.2779,183.71,444.68,14.16,5.32
portland_0568,portland,754,0.1827,155.09,144.25,18.47,7.11
portland_0315,portland,1106,0.2261,130.81,254.15,13.7,5.41
portland_0399,portland,1289,0.1929,95.8,86.28,13.11,4.28
portland_0376,portland,812,0.2247,177.11,624.34,14.05,8.91
portland_0236,portland,808,0.1797,142.36,340.5,13.98,8.56
portland_0235,portland,1010,0.1966,124.57,353.93,12.93,6.47
portland_0299,portland,902,0.2753,195.31,277.29,14.84,6.65
portland_0388,portland,944,0.1624,110.13,90.72,14.79,5.79
portland_0410,portland,1010,0.1883,119.3,159.69,14.29,5.0
portland_0373,portland,1269,0.2385,120.27,148.19,13.24,4.72
portland_0392,portland,1115,0.2169,124.49,257.26,13.91,4.74
portland_0274,portland,375,0.3653,623.47,602.57,24.25,13.23
portland_0333,portland,851,0.2046,153.89,146.05,16.57,7.87
portland_0499,portland,637,0.2073,208.24,449.78,19.36,10.84
portland_0099,portland,589,0.1524,165.64,168.58,17.07,8.71
portland_0443,portland,376,0.1018,173.36,383.85,16.6,9.54
portland_0418,portland,1226,0.2074,108.24,88.68,13.04,4.06
portland_0475,portland,17,0.0006,23.43,34.95,70.56,24.48
portland_0467,portland,645,0.2101,208.44,351.9,18.18,9.6
portland_0397,portland,628,0.1173,119.58,125.94,14.47,9.74
portland_0486,portland,747,0.1753,150.2,249.05,17.02,7.59
portland_0164,portland,857,0.154,115.04,104.72,13.94,4.36
portland_0078,portland,504,0.1483,188.37,324.47,21.57,7.95
portland_0162,portland,35,0.1462,2672.61,3405.75,84.44,45.83
portland_0273,portland,571,0.3033,339.93,552.8,16.57,11.52
portland_0478,portland,244,0.1094,287.07,1125.97,21.56,13.68
portland_0436,portland,632,0.1478,149.66,249.94,16.0,7.74
portland_0261,portland,420,0.1952,297.38,1534.79,16.87,13.45
portland_0076,portland,486,0.1382,181.96,72.38,24.15,6.62
portland_0247,portland,128,0.0526,262.97,388.06,13.84,11.03
portland_0063,portland,562,0.1686,192.03,288.04,19.43,7.89
portland_0272,portland,489,0.1905,249.32,576.85,16.35,11.49
portland_0363,portland,131,0.0799,390.22,620.74,31.65,26.33
portland_0262,portland,58,0.1167,1287.63,3624.41,36.34,37.02
portland_0151,portland,461,0.1567,217.54,166.45,24.35,7.13
portland_0200,portland,249,0.1832,470.89,856.0,23.12,17.45
prague_0755,prague,223,0.0361,103.47,82.11,17.72,9.71
prague_0508,prague,179,0.1584,566.46,874.89,29.08,16.83
prague_0297,prague,189,0.1244,421.35,1203.17,20.93,17.95
prague_0335,prague,13,0.011,543.08,566.58,58.66,21.7
prague_0223,prague,521,0.093,114.3,128.37,16.14,11.07
prague_0189,prague,638,0.1405,140.97,337.74,15.4,11.16
prague_0107,prague,218,0.0967,283.96,883.82,18.46,13.12
prague_0401,prague,166,0.0919,354.22,510.21,25.52,23.47
