patch_id,city_code,n_buildings,building_density,mean_building_footprint,std_building_footprint,mean_nn_distance,std_nn_distance
chicago_0720,chicago,1212,0.2073,109.46,306.94,11.51,5.63
chicago_0488,chicago,1139,0.1656,93.03,57.05,9.84,5.84
chicago_0719,chicago,1179,0.1893,102.77,116.63,11.83,4.69
chicago_0077,chicago,1541,0.232,96.35,118.4,10.95,3.1
chicago_0067,chicago,1896,0.2516,84.91,61.88,10.65,3.02
chicago_0506,chicago,2110,0.3782,114.71,147.91,8.8,3.33
chicago_0082,chicago,1350,0.2847,134.98,456.92,10.51,7.4
chicago_0892,chicago,1570,0.2293,93.46,255.9,10.23,3.34
chicago_0576,chicago,1830,0.2481,86.78,135.62,9.48,3.21
chicago_0303,chicago,1772,0.2709,97.84,125.2,9.66,3.99
chicago_0244,chicago,1783,0.2995,107.5,137.7,9.73,3.85
chicago_0156,chicago,1036,0.1544,95.4,236.98,9.97,6.79
chicago_0767,chicago,1290,0.2098,104.1,187.01,10.59,4.11
chicago_0329,chicago,1526,0.3347,140.39,330.27,10.64,4.53
chicago_0269,chicago,2106,0.3295,100.12,129.8,8.86,3.24
chicago_0228,chicago,726,0.2497,220.11,968.87,12.1,11.1
chicago_0696,chicago,1706,0.29,108.79,164.75,8.47,4.12
chicago_0394,chicago,1824,0.3148,110.46,746.28,9.51,5.17
chicago_0304,chicago,2155,0.2789,82.81,110.54,8.77,2.29
chicago_0166,chicago,1907,0.2992,100.4,160.11,9.67,3.91
chicago_0536,chicago,1088,0.2875,169.09,856.37,11.2,9.56
chicago_0259,chicago,1997,0.2701,86.58,90.1,9.96,3.16
chicago_0555,chicago,1383,0.3746,173.37,476.34,9.92,5.69
chicago_0232,chicago,621,0.21,216.39,432.4,13.48,11.65
chicago_0487,chicago,1502,0.2094,89.24,145.19,9.45,6.35
chicago_0541,chicago,1192,0.1907,102.37,112.43,10.73,5.32
chicago_0638,chicago,1316,0.2342,113.89,132.31,10.69,5.4
chicago_0167,chicago,1990,0.3367,108.29,88.56,9.68,3.17
chicago_0636,chicago,1332,0.2648,127.24,147.37,11.19,4.4
chicago_0396,chicago,2409,0.3272,86.94,100.89,8.52,2.53
chicago_0202,chicago,1197,0.3101,165.79,445.04,10.89,6.87
chicago_0277,chicago,1714,0.2637,98.45,102.86,9.76,3.75
chicago_0347,chicago,1969,0.3061,99.5,146.31,9.39,2.99
chicago_0830,chicago,1166,0.2113,115.98,495.34,10.17,5.75
chicago_0218,chicago,2132,0.2838,85.19,83.66,9.35,1.74
chicago_0371,chicago,1690,0.3537,133.95,163.62,10.26,4.1
chicago_0585,chicago,1368,0.3112,145.59,349.52,10.95,5.43
chicago_0770,chicago,1521,0.2665,112.16,109.86,10.25,3.48
chicago_0481,chicago,1277,0.2338,117.19,130.4,12.89,3.92
chicago_0673,chicago,1133,0.1896,107.1,100.78,11.81,5.24
chicago_0346,chicago,1830,0.3126,109.31,147.52,9.65,3.84
chicago_0542,chicago,1092,0.1855,108.7,128.32,11.11,6.44
chicago_0563,chicago,1853,0.3592,124.05,184.83,9.36,4.09
chicago_0302,chicago,1389,0.1677,77.27,47.88,9.76,3.04
chicago_0421,chicago,1477,0.3314,143.59,206.7,10.74,3.88
chicago_0577,chicago,1118,0.1682,96.27,122.62,10.75,5.02
chicago_0914,chicago,1496,0.2501,107.0,113.84,10.7,3.88
chicago_0806,chicago,1088,0.2275,133.83,216.57,10.58,6.03
chicago_0392,chicago,2089,0.3412,104.53,79.27,9.53,2.52
chicago_0776,chicago,679,0.2262,213.25,341.73,13.15,10.73
chicago_0587,chicago,1486,0.2115,91.11,114.02,9.89,5.15
chicago_0050,chicago,1187,0.2148,115.82,195.0,11.06,5.6
chicago_0896,chicago,1534,0.3182,132.76,145.74,11.14,3.6
chicago_0378,chicago,1098,0.2098,122.28,407.55,11.09,5.91
chicago_0376,chicago,1034,0.2238,138.53,199.14,11.79,5.05
chicago_0537,chicago,1423,0.2147,96.58,173.67,10.06,6.48
chicago_0144,chicago,2019,0.3258,103.28,139.0,9.54,2.56
chicago_0345,chicago,1616,0.3138,124.3,148.25,10.36,4.44
chicago_0761,chicago,1412,0.2185,99.06,87.76,10.73,4.82
chicago_0875,chicago,1597,0.2397,96.07,118.62,10.52,6.49
chicago_0103,chicago,2158,0.2736,81.15,47.15,9.33,1.89
chicago_0939,chicago,1498,0.1813,77.46,65.14,10.1,3.94
chicago_0262,chicago,1927,0.2665,88.5,120.2,9.74,3.13
chicago_0043,chicago,1836,0.2504,87.29,101.89,10.76,2.52
chicago_0567,chicago,1759,0.3556,129.37,149.69,9.99,3.24
chicago_0880,chicago,918,0.2567,178.94,201.97,14.29,5.89
chicago_0829,chicago,1064,0.1736,104.41,235.21,11.01,5.97
chicago_0237,chicago,2152,0.2938,87.37,92.25,9.16,4.23
chicago_0118,chicago,2079,0.3209,98.79,103.48,9.76,2.4
chicago_0953,chicago,1954,0.2491,81.58,65.9,10.07,2.36
chicago_0312,chicago,2094,0.3335,101.92,127.04,9.03,3.69
chicago_0717,chicago,1043,0.1815,111.36,188.38,11.77,6.02
chicago_0802,chicago,1534,0.3256,135.85,178.66,10.71,4.16
chicago_0094,chicago,1744,0.2557,93.83,80.9,10.3,3.35
chicago_0715,chicago,1519,0.1992,83.93,107.17,11.35,3.17
chicago_0408,chicago,1804,0.3291,116.75,171.84,9.26,3.66
chicago_0445,chicago,1325,0.3478,167.97,985.18,9.6,9.23
chicago_0803,chicago,1610,0.2674,106.31,136.08,9.83,4.25
chicago_0065,chicago,1289,0.3509,174.24,758.25,10.75,10.81
chicago_0934,chicago,1065,0.135,81.11,76.35,11.36,3.71
chicago_0874,chicago,1282,0.2348,117.22,133.34,11.35,4.46
chicago_0301,chicago,1718,0.195,72.62,67.5,9.38,2.37
chicago_0676,chicago,1441,0.2192,97.35,95.28,11.2,3.61
chicago_0169,chicago,2012,0.3102,98.68,148.9,9.82,2.85
chicago_0234,chicago,1646,0.2911,113.2,337.69,9.84,5.62
chicago_0387,chicago,1496,0.2264,96.84,428.09,9.78,3.1
chicago_0952,chicago,1221,0.1408,73.79,74.85,10.83,6.63
chicago_0678,chicago,1325,0.1709,82.55,99.22,9.99,3.83
chicago_0941,chicago,1459,0.2479,108.76,270.94,9.52,5.15
chicago_0644,chicago,595,0.1791,192.68,765.25,11.93,13.21
chicago_0647,chicago,1566,0.3222,131.68,251.62,9.59,7.39
chicago_0120,chicago,1996,0.3078,98.69,121.47,9.72,3.14
chicago_0170,chicago,2042,0.3115,97.63,120.49,9.52,2.92
chicago_0591,chicago,1025,0.1539,96.09,85.51,10.43,5.2
chicago_0588,chicago,919,0.1587,110.55,132.11,11.46,6.42
chicago_0226,chicago,1475,0.2319,100.63,325.44,9.25,4.87
chicago_0902,chicago,990,0.3881,250.9,5300.2,11.01,10.55
chicago_0276,chicago,694,0.1882,173.55,741.72,12.78,14.65
chicago_0219,chicago,1873,0.2494,85.22,64.15,9.64,3.71
chicago_0370,chicago,1801,0.3281,116.58,169.09,9.72,4.06
chicago_0540,chicago,950,0.1731,116.65,192.9,11.44,7.66
chicago_0261,chicago,2015,0.267,84.82,133.77,9.22,3.04
chicago_0217,chicago,1702,0.2598,97.71,142.16,10.12,4.08
chicago_0940,chicago,1924,0.2451,81.53,55.73,9.81,3.12
chicago_0422,chicago,1623,0.3547,139.87,179.57,10.77,3.83
chicago_0546,chicago,1145,0.2867,160.25,679.27,9.85,10.51
chicago_0583,chicago,1450,0.2381,105.11,140.29,10.51,4.0
chicago_0491,chicago,1111,0.177,101.93,113.19,10.47,4.08
chicago_0758,chicago,657,0.1187,115.62,166.18,12.94,9.77
chicago_0505,chicago,1799,0.3662,130.28,259.91,9.13,5.41
chicago_0231,chicago,1068,0.2288,137.11,211.24,10.66,6.14
chicago_0535,chicago,1467,0.3291,143.59,195.66,10.65,4.47
chicago_0393,chicago,2067,0.2898,89.74,100.31,9.37,2.34
chicago_0068,chicago,1383,0.1915,88.63,260.44,10.5,4.28
chicago_0260,chicago,1836,0.2997,104.49,218.89,9.71,3.25
chicago_0323,chicago,1793,0.302,107.81,141.93,9.19,3.18
chicago_0489,chicago,840,0.1415,107.8,138.44,11.41,7.43
chicago_0674,chicago,1323,0.2111,102.13,96.25,11.8,3.89
chicago_0272,chicago,922,0.1786,124.0,204.72,11.68,7.22
chicago_0102,chicago,1606,0.2783,110.9,269.19,9.98,5.02
chicago_0716,chicago,1488,0.2098,90.23,60.86,10.86,3.38
chicago_0117,chicago,1928,0.3033,100.68,244.72,9.77,4.67
chicago_0913,chicago,1782,0.2554,91.72,80.68,9.88,3.29
chicago_0070,chicago,1901,0.295,99.31,378.73,9.61,5.16
chicago_0895,chicago,1437,0.2688,119.71,167.73,11.25,4.57
chicago_0328,chicago,2148,0.3126,93.15,113.14,8.88,3.2
chicago_0137,chicago,1605,0.26,103.66,135.48,10.63,2.97
chicago_0584,chicago,1661,0.2829,109.01,117.82,10.04,3.14
chicago_0119,chicago,1966,0.327,106.44,236.75,9.58,3.23
chicago_0242,chicago,915,0.1903,133.1,224.14,12.92,6.39
chicago_0766,chicago,1681,0.2452,93.36,95.47,9.59,2.63
chicago_0628,chicago,1229,0.1978,103.0,132.91,12.2,4.59
chicago_0938,chicago,457,0.184,257.73,1623.34,13.78,16.31
chicago_0908,chicago,749,0.1307,111.66,164.42,12.17,11.86
chicago_0412,chicago,1448,0.2626,116.06,181.48,9.42,3.64
chicago_0130,chicago,871,0.1275,93.71,179.62,10.8,9.87
chicago_0430,chicago,1199,0.1954,104.31,97.55,12.14,3.56
chicago_0188,chicago,1552,0.2408,99.31,179.32,10.28,6.4
chicago_0332,chicago,1316,0.2433,118.35,148.6,10.47,5.27
chicago_0604,chicago,306,0.3769,788.31,1007.38,23.8,16.96
chicago_0539,chicago,974,0.1867,122.68,208.44,11.36,6.72
chicago_0512,chicago,2274,0.3437,96.74,147.46,8.38,2.93
chicago_0632,chicago,1470,0.2058,89.59,142.67,10.86,4.71
chicago_0692,chicago,1246,0.1943,99.82,170.89,9.45,6.04
chicago_0493,chicago,1550,0.2554,105.44,297.29,8.84,6.9
chicago_0859,chicago,1095,0.2244,131.13,226.75,11.17,6.93
chicago_0439,chicago,1701,0.2914,109.63,124.32,9.76,3.98
chicago_0482,chicago,869,0.1596,117.56,118.83,14.22,5.18
chicago_0364,chicago,1595,0.2896,116.19,149.12,9.28,4.12
chicago_0910,chicago,1107,0.1405,81.21,154.01,10.13,6.91
chicago_0161,chicago,1030,0.2211,137.4,238.66,11.32,6.4
chicago_0855,chicago,1509,0.2462,104.43,145.82,10.82,3.81
chicago_0919,chicago,1420,0.2008,90.51,122.89,10.1,5.2
chicago_0110,chicago,1057,0.2712,164.18,437.56,12.94,5.22
chicago_0731,chicago,212,0.1034,312.06,724.06,20.47,13.99
chicago_0500,chicago,1397,0.2709,124.11,247.77,9.01,5.1
chicago_0419,chicago,1100,0.2871,167.05,306.05,12.79,6.83
chicago_0424,chicago,1216,0.2174,114.42,203.81,10.55,4.66
chicago_0672,chicago,1365,0.2075,97.29,132.4,11.37,4.29
chicago_0406,chicago,605,0.2076,219.63,598.28,11.91,12.41
chicago_0898,chicago,441,0.2421,351.36,447.12,17.7,9.16
chicago_0764,chicago,1348,0.2128,101.03,213.75,10.04,5.13
chicago_0909,chicago,837,0.1126,86.12,183.7,11.8,7.58
chicago_0369,chicago,2117,0.3046,92.09,115.4,9.24,4.64
chicago_0229,chicago,670,0.2103,200.89,736.3,13.11,11.13
chicago_0732,chicago,323,0.1018,201.61,386.69,18.44,15.62
chicago_0398,chicago,1178,0.2686,145.9,640.54,9.51,9.05
chicago_0436,chicago,1226,0.2139,111.63,167.72,10.92,7.69
chicago_0688,chicago,422,0.0927,140.58,463.13,14.88,10.93
chicago_0630,chicago,1505,0.2293,97.53,152.97,10.77,4.36
chicago_0389,chicago,1745,0.2095,76.85,67.26,9.85,2.21
chicago_0718,chicago,1063,0.2115,127.36,216.43,11.96,6.09
chicago_0929,chicago,914,0.1959,137.19,232.47,11.16,8.24
chicago_0516,chicago,1118,0.301,172.32,364.54,11.11,6.37
chicago_0336,chicago,1630,0.2456,96.42,144.0,10.91,4.31
chicago_0569,chicago,1444,0.3083,136.66,210.97,11.0,5.09
chicago_0221,chicago,1256,0.3657,186.34,1016.62,10.61,11.22
chicago_0358,chicago,620,0.2307,238.19,651.43,13.36,11.75
chicago_0143,chicago,1655,0.3158,122.14,223.0,10.13,4.76
chicago_0442,chicago,973,0.2224,146.28,537.12,10.65,6.77
chicago_0629,chicago,1511,0.2133,90.34,109.3,11.57,3.7
chicago_0189,chicago,666,0.1468,141.06,477.38,12.16,13.81
chicago_0410,chicago,1807,0.3357,118.9,252.98,9.04,4.73
chicago_0492,chicago,1143,0.1661,92.99,79.18,10.78,8.6
chicago_0299,chicago,1665,0.2138,82.19,115.87,10.74,3.73
chicago_0163,chicago,1572,0.2924,119.05,247.74,10.2,3.99
chicago_0337,chicago,1662,0.2031,78.23,141.11,11.13,3.14
chicago_0313,chicago,1601,0.2816,112.57,140.91,9.78,4.2
chicago_0677,chicago,1183,0.1698,91.86,184.84,11.6,4.96
chicago_0627,chicago,945,0.1805,122.24,295.96,11.88,6.95
chicago_0438,chicago,1954,0.2797,91.62,85.95,9.36,2.78
chicago_0455,chicago,358,0.2897,517.92,1365.18,20.1,19.88
chicago_0543,chicago,1455,0.2806,123.41,174.55,9.47,5.55
chicago_0586,chicago,978,0.2247,147.03,460.98,11.46,9.3
chicago_0212,chicago,1651,0.2585,100.21,214.24,11.61,3.45
chicago_0894,chicago,1371,0.2463,114.96,367.54,10.55,6.99
chicago_0013,chicago,475,0.2541,342.41,568.19,18.54,15.72
chicago_0760,chicago,712,0.1832,164.68,282.73,13.1,8.96
chicago_0694,chicago,975,0.2496,163.85,984.55,9.73,8.46
chicago_0562,chicago,1688,0.3819,144.81,261.84,9.95,5.08
chicago_0330,chicago,1387,0.3114,143.67,241.22,11.19,6.48
chicago_0612,chicago,1576,0.3811,154.77,234.59,10.05,5.25
chicago_0093,chicago,1612,0.2711,107.63,190.82,10.58,5.73
chicago_0807,chicago,612,0.2126,222.34,505.37,11.96,9.78
chicago_0386,chicago,1595,0.234,93.91,90.96,11.29,3.09
chicago_0685,chicago,558,0.1173,134.54,183.54,13.69,9.14
chicago_0575,chicago,587,0.1355,147.74,765.36,11.86,13.06
chicago_0446,chicago,1251,0.2092,107.01,359.41,9.19,7.53
chicago_0109,chicago,782,0.2189,179.16,223.15,13.97,6.51
chicago_0801,chicago,967,0.2463,163.01,451.33,12.88,8.85
chicago_0626,chicago,306,0.0954,199.58,602.92,14.12,14.52
chicago_0514,chicago,1487,0.3411,146.79,324.61,10.06,5.06
chicago_0778,chicago,721,0.1999,177.43,292.97,12.36,10.36
chicago_0360,chicago,724,0.2339,206.79,480.66,12.52,10.55
chicago_0287,chicago,1204,0.2863,152.21,274.78,11.46,6.99
chicago_0721,chicago,1400,0.2018,92.26,54.34,9.77,2.71
chicago_0893,chicago,1448,0.2163,95.61,261.82,10.21,6.22
chicago_0931,chicago,1191,0.1883,101.21,99.43,10.19,5.78
chicago_0051,chicago,910,0.2075,145.91,185.55,12.65,5.64
chicago_0771,chicago,1085,0.2125,125.34,248.45,10.41,6.32
chicago_0230,chicago,554,0.1858,214.6,776.48,12.65,11.61
chicago_0854,chicago,749,0.2291,195.77,1130.84,12.08,9.39
chicago_0624,chicago,981,0.1465,95.57,108.7,11.43,7.06
chicago_0609,chicago,1221,0.3851,201.85,464.42,10.56,8.17
chicago_0652,chicago,343,0.2459,458.78,2297.39,16.92,21.61
chicago_0417,chicago,1494,0.2865,122.75,161.15,10.23,4.45
chicago_0564,chicago,1149,0.2573,143.31,273.12,10.67,5.6
chicago_0350,chicago,1658,0.2831,109.28,167.94,9.52,4.07
chicago_0326,chicago,906,0.2665,188.23,778.06,11.29,12.57
chicago_0551,chicago,84,0.1542,1174.53,2303.65,44.86,36.27
chicago_0295,chicago,1258,0.2118,107.77,425.05,11.99,5.45
chicago_0744,chicago,332,0.5,963.8,1534.65,24.81,13.96
chicago_0557,chicago,1371,0.3381,157.85,360.64,9.49,6.04
chicago_0646,chicago,306,0.2849,595.93,1525.43,19.16,25.02
chicago_0509,chicago,1069,0.2642,158.17,404.0,10.09,8.04
chicago_0703,chicago,429,0.4226,630.51,914.39,19.5,14.04
chicago_0603,chicago,277,0.3687,851.76,1564.85,24.56,21.15
chicago_0728,chicago,805,0.1788,142.13,228.99,11.92,7.26
chicago_0357,chicago,442,0.1312,190.03,558.51,14.26,15.54
chicago_0579,chicago,650,0.1623,159.81,482.68,13.4,9.82
chicago_0247,chicago,1460,0.2304,101.01,162.86,11.24,4.95
chicago_0243,chicago,1714,0.2894,108.05,166.96,9.89,4.32
chicago_0774,chicago,309,0.1105,228.79,258.14,16.19,11.54
chicago_0452,chicago,163,0.1604,629.91,2219.56,24.34,32.19
chicago_0081,chicago,1058,0.1711,103.53,158.79,10.99,8.25
chicago_0331,chicago,1052,0.2821,171.61,502.9,11.38,8.7
chicago_0702,chicago,242,0.4604,1217.64,2603.43,25.81,17.81
chicago_0257,chicago,898,0.3017,215.02,1840.65,12.4,11.95
chicago_0601,chicago,225,0.196,557.65,1045.69,26.44,18.87
chicago_0461,chicago,673,0.2835,269.63,1018.23,11.58,11.51
chicago_0842,chicago,896,0.2223,158.79,382.57,11.41,11.22
chicago_0122,chicago,1346,0.238,113.18,247.48,10.08,4.7
chicago_0123,chicago,1916,0.2838,94.78,80.18,9.6,2.8
chicago_0813,chicago,211,0.105,318.37,495.55,22.3,20.2
cleveland_0462,cleveland,1,0.0003,209.86,0.0,,
cleveland_0487,cleveland,1,0.0042,2679.66,0.0,,
cleveland_0177,cleveland,16,0.0208,832.5,2106.38,51.73,87.29
cleveland_0186,cleveland,1334,0.2082,99.89,157.54,12.43,4.86
cleveland_0057,cleveland,32,0.0076,151.67,74.24,20.61,37.39
cleveland_0163,cleveland,61,0.0076,79.58,30.27,14.41,9.63
cleveland_0176,cleveland,2,0.0003,105.92,15.73,65.52,0.0
cleveland_0141,cleveland,11,0.0921,5357.53,10367.71,133.28,99.17
cleveland_0171,cleveland,605,0.1701,179.99,544.31,14.7,13.32
cleveland_0391,cleveland,1196,0.1553,83.09,146.37,12.39,5.3
cleveland_0549,cleveland,902,0.1628,115.54,184.02,14.22,5.56
cleveland_0440,cleveland,1105,0.1656,95.92,78.63,12.91,4.86
cleveland_0438,cleveland,53,0.0227,274.18,432.26,26.83,21.28
cleveland_0193,cleveland,133,0.0398,191.61,309.37,24.19,36.63
cleveland_0293,cleveland,331,0.3444,665.97,1990.07,22.43,19.62
cleveland_0080,cleveland,4,0.0083,1320.99,1504.31,259.68,221.75
cleveland_0194,cleveland,948,0.1384,93.47,138.82,12.98,5.84
cleveland_0331,cleveland,316,0.137,277.41,1540.87,16.75,14.26
cleveland_0042,cleveland,0,0.0,,,,
cleveland_0084,cleveland,402,0.0686,109.17,278.54,11.65,7.81
cleveland_0364,cleveland,3,0.0056,1202.52,741.63,56.89,5.0
cleveland_0436,cleveland,33,0.0371,719.4,1059.81,45.03,46.03
cleveland_0147,cleveland,78,0.0326,267.24,322.54,23.51,16.08
cleveland_0385,cleveland,56,0.0816,932.29,1673.92,40.61,40.08
cleveland_0256,cleveland,159,0.2497,1005.05,1451.34,33.26,23.67
cleveland_0087,cleveland,1,0.0008,483.02,0.0,,
cleveland_0046,cleveland,24,0.0149,398.66,1185.0,28.13,39.08
cleveland_0501,cleveland,73,0.0531,465.6,772.71,28.2,19.9
cleveland_0159,cleveland,230,0.1148,319.39,1137.47,17.15,16.89
cleveland_0439,cleveland,834,0.1485,113.92,113.27,14.41,7.61
cleveland_0375,cleveland,142,0.2728,1229.34,2710.96,36.83,26.83
cleveland_0138,cleveland,11,0.0068,394.87,549.22,85.63,67.31
cleveland_0041,cleveland,150,0.0611,260.57,434.04,18.81,14.26
cleveland_0094,cleveland,21,0.0132,403.42,390.25,65.23,35.98
cleveland_0432,cleveland,92,0.0375,261.02,648.72,26.06,42.27
cleveland_0075,cleveland,10,0.0107,687.82,546.86,109.86,79.85
cleveland_0173,cleveland,1032,0.2279,141.35,311.05,12.91,7.12
cleveland_0305,cleveland,145,0.0392,173.12,347.62,17.81,17.78
cleveland_0174,cleveland,642,0.2133,212.67,496.18,14.52,11.07
cleveland_0200,cleveland,1339,0.2081,99.47,93.97,11.39,3.37
cleveland_0112,cleveland,671,0.1245,118.74,236.09,12.06,7.76
cleveland_0542,cleveland,52,0.0128,157.25,484.31,20.12,12.98
cleveland_0492,cleveland,168,0.0392,149.51,201.08,19.67,8.86
cleveland_0142,cleveland,271,0.0766,180.84,288.11,16.75,24.0
cleveland_0435,cleveland,6,0.0016,173.43,140.28,47.27,32.44
cleveland_0272,cleveland,88,0.26,1890.6,2096.88,52.89,25.16
cleveland_0403,cleveland,66,0.0474,460.0,757.55,33.62,41.53
cleveland_0277,cleveland,81,0.0885,699.25,996.82,41.96,34.26
cleveland_0036,cleveland,45,0.0798,1134.93,2307.35,45.18,28.91
cleveland_0292,cleveland,666,0.3311,318.17,1097.29,15.34,13.05
cleveland_0231,cleveland,40,0.031,496.7,838.69,46.05,42.66
cleveland_0172,cleveland,176,0.1077,391.75,1191.79,21.23,19.49
cleveland_0376,cleveland,417,0.1177,180.58,249.59,20.15,10.76
cleveland_0083,cleveland,110,0.0914,532.03,2194.07,20.05,26.4
cleveland_0464,cleveland,464,0.0695,95.89,106.47,14.0,9.81
denver_0259,denver,1494,0.2839,121.62,126.66,11.84,3.91
denver_0069,denver,1403,0.1864,85.01,64.38,11.5,3.89
denver_0242,denver,1095,0.1742,101.83,138.38,12.39,3.89
denver_0129,denver,1605,0.2419,96.47,166.05,10.39,4.41
denver_0262,denver,800,0.1697,135.79,155.85,15.1,6.39
denver_0349,denver,881,0.1754,127.39,194.8,15.58,4.26
denver_0258,denver,1456,0.2602,114.39,85.07,12.35,3.47
denver_0324,denver,869,0.1801,132.62,161.56,15.0,4.49
denver_0220,denver,1163,0.2578,141.88,809.1,12.19,7.33
denver_0222,denver,1330,0.228,109.73,311.72,10.61,5.18
denver_0303,denver,1112,0.2036,117.16,111.55,14.71,3.39
denver_0172,denver,1226,0.265,138.36,205.85,12.78,5.02
denver_0239,denver,1301,0.2766,136.06,142.37,12.47,4.34
denver_0368,denver,790,0.1784,144.5,151.92,16.62,6.08
denver_0171,denver,1147,0.2443,136.29,397.31,13.1,6.65
denver_0064,denver,972,0.1595,105.03,70.58,12.27,6.13
denver_0112,denver,1589,0.2154,86.77,71.04,11.4,3.68
denver_0302,denver,1093,0.2158,126.35,150.12,13.98,4.05
denver_0243,denver,1169,0.1822,99.77,106.92,12.6,4.64
denver_0191,denver,1434,0.2267,101.16,75.6,12.25,3.34
denver_0042,denver,1224,0.212,110.83,147.33,13.02,5.42
denver_0120,denver,1056,0.1835,111.24,450.54,13.33,7.37
denver_0105,denver,174,0.1919,705.88,1133.09,27.62,19.6
denver_0033,denver,1150,0.1658,92.27,208.74,12.87,5.79
denver_0217,denver,770,0.1714,142.49,160.34,14.2,7.09
denver_0304,denver,781,0.1918,157.16,212.31,16.27,6.53
denver_0063,denver,630,0.184,186.95,628.84,12.72,9.75
denver_0084,denver,1028,0.1281,79.73,153.16,11.94,6.79
denver_0128,denver,1562,0.2932,120.12,213.08,10.28,5.68
denver_0257,denver,666,0.3332,320.18,307.46,17.38,6.54
denver_0195,denver,1138,0.2387,134.23,228.02,11.91,6.21
denver_0263,denver,895,0.1529,109.37,114.6,14.0,6.14
denver_0177,denver,887,0.2693,194.28,440.34,13.16,8.68
denver_0273,denver,417,0.1997,306.54,599.16,22.52,12.93
denver_0150,denver,262,0.1984,484.55,2504.3,19.03,23.39
denver_0143,denver,703,0.2267,206.37,476.2,12.75,10.72
denver_0278,denver,547,0.2508,293.47,770.55,17.97,10.86
denver_0185,denver,1136,0.1611,90.73,180.68,10.72,6.3
denver_0289,denver,1087,0.1717,101.08,85.74,13.96,5.53
denver_0277,denver,533,0.1526,183.19,304.25,16.6,6.3
denver_0065,denver,1282,0.2121,105.86,156.77,12.3,5.13
denver_0294,denver,738,0.1983,171.98,102.11,18.07,4.1
denver_0399,denver,2,0.0004,120.76,86.53,682.23,0.0
denver_0244,denver,194,0.213,702.84,2638.55,22.26,28.45
denver_0174,denver,792,0.2117,171.04,550.15,12.42,9.82
denver_0253,denver,836,0.2082,159.42,318.95,15.07,7.97
denver_0319,denver,464,0.1746,240.83,119.17,20.65,8.79
denver_0494,denver,18,0.0261,926.76,506.6,44.69,7.93
denver_0200,denver,1346,0.2695,128.15,306.51,9.99,8.19
denver_0284,denver,133,0.0741,356.7,630.93,23.28,25.96
denver_0139,denver,647,0.1899,187.89,463.77,15.77,11.04
denver_0162,denver,150,0.4974,2122.18,7177.05,41.17,23.25
denver_0089,denver,1673,0.261,99.84,109.36,10.81,3.8
denver_0210,denver,803,0.2305,183.68,547.81,14.87,11.92
denver_0305,denver,248,0.2975,767.8,1458.7,26.67,20.42
denver_0117,denver,1271,0.1449,72.95,108.04,12.03,5.67
denver_0457,denver,36,0.3049,5420.59,9216.51,83.94,44.94
denver_0203,denver,254,0.2559,644.88,2590.96,22.57,26.38
denver_0202,denver,1022,0.2575,161.23,435.28,11.14,9.11
denver_0417,denver,182,0.1757,617.82,3130.12,25.25,24.53
denver_0463,denver,136,0.2182,1026.77,3107.09,35.43,26.16
denver_0354,denver,110,0.171,995.0,1860.38,40.19,32.26
denver_0515,denver,696,0.1777,163.4,484.31,18.01,5.89
detroit_0706,detroit,684,0.0871,81.54,90.01,13.46,4.59
detroit_0066,detroit,1391,0.1702,78.31,118.99,12.13,3.42
detroit_0179,detroit,1228,0.165,85.99,113.76,13.27,4.3
detroit_0053,detroit,1223,0.1518,79.42,281.13,12.12,6.04
detroit_0294,detroit,622,0.115,118.33,106.96,12.54,10.1
detroit_0533,detroit,146,0.1015,444.91,3912.99,20.04,29.15
detroit_0063,detroit,1697,0.1797,67.75,75.19,11.67,2.7
detroit_0551,detroit,485,0.215,283.76,1107.58,17.39,13.65
detroit_0239,detroit,411,0.1512,235.39,501.58,15.83,11.8
detroit_0605,detroit,82,0.0337,262.93,1505.35,15.63,19.18
detroit_0107,detroit,1530,0.1828,76.48,72.76,12.09,2.42
detroit_0089,detroit,930,0.1192,82.01,81.37,12.29,3.94
detroit_0624,detroit,325,0.0431,84.96,179.61,13.67,8.55
detroit_0203,detroit,36,0.0276,491.15,912.41,39.8,38.08
detroit_0414,detroit,1244,0.1643,84.5,116.59,13.1,4.15
detroit_0058,detroit,679,0.0914,86.12,89.86,15.19,7.75
detroit_0494,detroit,105,0.0328,199.94,785.25,16.81,14.36
detroit_0267,detroit,358,0.111,198.49,1200.39,15.61,15.79
detroit_0705,detroit,662,0.09,87.02,126.81,13.42,5.63
detroit_0004,detroit,1463,0.1679,73.43,37.49,12.74,2.13
detroit_0057,detroit,876,0.1184,86.48,368.25,12.87,6.49
detroit_0090,detroit,1094,0.1676,98.06,123.93,12.78,4.94
detroit_0720,detroit,608,0.071,74.75,33.08,13.74,4.54
detroit_0433,detroit,129,0.0577,286.38,712.96,21.87,33.1
detroit_0217,detroit,365,0.0778,136.37,702.09,15.5,15.57
detroit_0274,detroit,68,0.0371,349.59,932.89,31.57,58.37
detroit_0059,detroit,887,0.1106,79.82,142.09,13.19,8.19
detroit_0144,detroit,1279,0.1788,89.48,159.99,13.5,4.58
detroit_0306,detroit,763,0.1585,132.92,437.45,13.66,6.15
detroit_0165,detroit,755,0.1771,150.09,845.81,14.32,11.01
detroit_0364,detroit,1005,0.1633,103.97,356.28,12.98,7.14
detroit_0098,detroit,594,0.0894,96.3,114.68,14.82,5.79
