patch_id,city_code,circuity,total_network_length,total_straight_length,n_edges_in_circuity
kyiv_0090,kyiv,1.006394,10863.45,10794.43,168
kyiv_0576,kyiv,1.070549,29214.04,27288.85,1088
kyiv_0157,kyiv,1.039269,6470.88,6226.37,69
kyiv_0498,kyiv,1.027555,10400.16,10121.27,162
kyiv_0402,kyiv,1.05734,22971.72,21725.95,537
kyiv_0534,kyiv,1.042599,14082.58,13507.19,247
kyoto_0354,kyoto,1.002223,9992.46,9970.3,123
kyoto_0303,kyoto,1.028787,25938.18,25212.39,692
kyoto_0386,kyoto,1.006477,20777.47,20643.76,535
kyoto_0306,kyoto,1.015369,23199.52,22848.36,525
kyoto_0307,kyoto,1.031525,23449.57,22732.92,636
kyoto_0454,kyoto,1.062237,19021.99,17907.48,452
kyoto_0242,kyoto,1.055345,11927.62,11302.11,233
kyoto_0364,kyoto,1.030831,24203.73,23479.82,690
kyoto_0484,kyoto,1.05755,26514.34,25071.48,918
kyoto_0107,kyoto,1.03274,6174.44,5978.7,66
kyoto_0351,kyoto,1.020922,16248.4,15915.41,324
kyoto_0487,kyoto,1.0198,22529.74,22092.31,595
kyoto_0183,kyoto,1.111501,16892.47,15197.89,365
kyoto_0294,kyoto,1.019431,10539.9,10339.0,232
kyoto_0310,kyoto,1.09274,8377.54,7666.54,147
kyoto_0324,kyoto,1.039777,11776.71,11326.2,168
kyoto_0311,kyoto,1.191878,8479.55,7114.44,120
kyoto_0580,kyoto,1.130931,4437.98,3924.18,56
kyoto_0087,kyoto,1.027861,4279.6,4163.6,45
kyoto_0205,kyoto,1.07778,8261.81,7665.58,121
kyoto_0647,kyoto,1.066963,9306.55,8722.47,192
kyoto_0614,kyoto,1.063697,1973.09,1854.94,54
kyoto_0505,kyoto,1.081568,15947.7,14744.99,376
kyoto_0429,kyoto,1.089545,5130.03,4708.42,67
laplata_0035,laplata,1.000774,7622.17,7616.28,75
laplata_0013,laplata,1.008121,8121.44,8056.02,80
laplata_0012,laplata,1.013141,9580.26,9456.0,117
laplata_0020,laplata,1.015298,9732.26,9585.62,119
laplata_0005,laplata,1.006185,11134.1,11065.66,220
lasvegas_0105,lasvegas,1.011586,8846.86,8745.53,123
lasvegas_0379,lasvegas,1.002389,7480.06,7462.23,91
lasvegas_0560,lasvegas,1.077174,8956.88,8315.16,87
lasvegas_0416,lasvegas,1.037536,7125.37,6867.59,103
lasvegas_0201,lasvegas,1.017721,8575.32,8426.0,94
lasvegas_1147,lasvegas,1.04639,9352.29,8937.67,132
lasvegas_0661,lasvegas,1.059631,11876.61,11208.24,168
lasvegas_1156,lasvegas,1.051782,7977.46,7584.71,81
lasvegas_0892,lasvegas,1.029503,7227.38,7020.26,98
lasvegas_0069,lasvegas,1.062058,9898.94,9320.53,132
lasvegas_0121,lasvegas,1.05604,5944.78,5629.32,108
lasvegas_0749,lasvegas,1.052116,9816.94,9330.66,173
lasvegas_0955,lasvegas,1.141409,9763.47,8553.88,162
lasvegas_0847,lasvegas,1.033871,9517.73,9205.92,143
lasvegas_0713,lasvegas,1.074017,6168.14,5743.05,110
lasvegas_0801,lasvegas,1.222957,14579.87,11921.81,307
lasvegas_0756,lasvegas,1.092636,11375.21,10410.8,205
lasvegas_0901,lasvegas,1.065848,9155.79,8590.15,138
lasvegas_0868,lasvegas,1.058633,17020.34,16077.65,388
lasvegas_0308,lasvegas,1.108549,10485.6,9458.86,164
lasvegas_0975,lasvegas,1.223278,9443.01,7719.43,95
lasvegas_0345,lasvegas,1.057281,7488.01,7082.33,96
lasvegas_0728,lasvegas,1.042908,18083.65,17339.64,468
lasvegas_0605,lasvegas,1.009166,6981.21,6917.8,119
lasvegas_0846,lasvegas,1.057556,11077.8,10474.9,205
lasvegas_0226,lasvegas,1.076957,8891.42,8256.06,194
lasvegas_0427,lasvegas,1.123344,12325.75,10972.37,258
lasvegas_0312,lasvegas,1.137452,11313.78,9946.6,153
lasvegas_0359,lasvegas,1.036295,8572.94,8272.69,91
lasvegas_0794,lasvegas,1.080185,18582.2,17202.8,407
lasvegas_0747,lasvegas,1.049385,9559.31,9109.44,184
lasvegas_0303,lasvegas,1.014557,9971.97,9828.89,158
lasvegas_0587,lasvegas,1.06155,9126.86,8597.67,110
lasvegas_0907,lasvegas,1.068623,9526.78,8915.0,110
lasvegas_0821,lasvegas,1.023591,9872.56,9645.02,182
lasvegas_0807,lasvegas,1.059837,17876.5,16867.21,416
lasvegas_0466,lasvegas,1.099869,14825.16,13479.02,265
lasvegas_0556,lasvegas,1.070678,12048.83,11253.46,262
lasvegas_0419,lasvegas,1.135738,16557.85,14578.94,387
lasvegas_0274,lasvegas,1.047953,9853.0,9402.14,142
lasvegas_1053,lasvegas,1.060923,5556.93,5237.82,84
lasvegas_1018,lasvegas,1.0502,11080.26,10550.62,295
lasvegas_0494,lasvegas,1.065096,8373.33,7861.57,126
lasvegas_0674,lasvegas,1.067686,7762.27,7270.18,115
lasvegas_0280,lasvegas,1.091498,10719.11,9820.56,210
lasvegas_0812,lasvegas,1.012092,10835.93,10706.47,130
lasvegas_0153,lasvegas,1.074653,15593.96,14510.69,351
lasvegas_0435,lasvegas,1.122069,14282.97,12729.14,305
lasvegas_0284,lasvegas,1.145366,6444.47,5626.56,131
lasvegas_1017,lasvegas,1.053363,14356.12,13628.85,340
lasvegas_0803,lasvegas,1.091218,25371.73,23250.85,643
lasvegas_0344,lasvegas,1.089106,14925.01,13703.92,344
lasvegas_1024,lasvegas,1.168525,9674.96,8279.63,176
lasvegas_0360,lasvegas,1.065963,12771.39,11981.09,208
lasvegas_0880,lasvegas,1.089172,10100.3,9273.38,138
lasvegas_0623,lasvegas,1.080044,6635.6,6143.82,125
lasvegas_0802,lasvegas,1.090419,12355.72,11331.17,147
lasvegas_0356,lasvegas,1.135365,15490.99,13644.07,331
lasvegas_0316,lasvegas,1.128602,14981.72,13274.58,311
lasvegas_0562,lasvegas,1.049823,7799.68,7429.52,130
lasvegas_0973,lasvegas,1.147722,6754.65,5885.27,97
lasvegas_0364,lasvegas,1.078521,13181.69,12222.0,248
lasvegas_0959,lasvegas,1.107825,12913.32,11656.46,239
lasvegas_0870,lasvegas,1.12218,15269.91,13607.36,336
lasvegas_0207,lasvegas,1.137758,8135.03,7150.05,150
lasvegas_0315,lasvegas,1.017929,8128.97,7985.79,130
lasvegas_0290,lasvegas,1.078471,9250.93,8577.82,134
lasvegas_0491,lasvegas,1.049167,9248.23,8814.83,231
lasvegas_0139,lasvegas,1.029901,8790.23,8535.03,143
lasvegas_0791,lasvegas,1.087705,10865.28,9989.18,292
lasvegas_0162,lasvegas,1.093617,9373.71,8571.29,147
lasvegas_0294,lasvegas,1.034203,9256.56,8950.43,156
lasvegas_1051,lasvegas,1.08141,7579.23,7008.65,98
lasvegas_0787,lasvegas,1.045385,4262.66,4077.6,133
lasvegas_0318,lasvegas,1.1229,25573.35,22774.38,655
lasvegas_0861,lasvegas,1.176491,10275.37,8733.91,157
lasvegas_1016,lasvegas,1.043745,9798.84,9388.16,124
lasvegas_1011,lasvegas,1.065897,16332.62,15322.89,425
lasvegas_0875,lasvegas,1.156911,13763.85,11897.07,214
lasvegas_1036,lasvegas,1.103842,11917.89,10796.73,148
lasvegas_0184,lasvegas,1.087803,15916.12,14631.44,415
lasvegas_1259,lasvegas,1.022464,11617.14,11361.9,155
leeds_0588,leeds,1.064004,5505.91,5174.71,97
leeds_0432,leeds,1.070964,8324.35,7772.76,173
leeds_0267,leeds,1.083348,6792.29,6269.73,88
leeds_0264,leeds,1.036599,9579.48,9241.25,218
leeds_0291,leeds,1.029808,10457.34,10154.65,253
leeds_0647,leeds,1.035651,2849.34,2751.25,61
leeds_0795,leeds,1.167291,7502.24,6427.05,150
leeds_0247,leeds,1.059242,13787.61,13016.49,322
leeds_0174,leeds,1.048218,9422.59,8989.16,156
leeds_0216,leeds,1.035457,10488.36,10129.21,217
leeds_0154,leeds,1.22061,4540.44,3719.81,57
leeds_0451,leeds,1.060724,9655.97,9103.19,159
leeds_0522,leeds,1.036372,17115.09,16514.43,519
leeds_0326,leeds,1.072022,21363.5,19928.23,731
leeds_0304,leeds,1.035942,12430.89,11999.6,269
lehavre_0014,lehavre,1.038445,11451.56,11027.61,178
lehavre_0040,lehavre,1.028642,9443.22,9180.28,188
lehavre_0080,lehavre,1.06895,4750.05,4443.66,79
lisbon_0087,lisbon,1.066111,19564.48,18351.26,504
lisbon_0007,lisbon,1.050346,17515.83,16676.25,527
lisbon_0065,lisbon,1.039855,15278.37,14692.79,356
lisbon_0057,lisbon,1.082711,16827.32,15541.84,443
lyon_0080,lyon,1.108762,10899.91,9830.71,281
macau_0038,macau,1.054169,14060.15,13337.66,472
macau_0031,macau,1.06882,18223.6,17050.2,401
manhattan_0067,manhattan,1.001374,18939.86,18913.88,363
manhattan_0066,manhattan,1.030246,19473.04,18901.35,379
manhattan_0044,manhattan,1.012783,22746.82,22459.71,650
manhattan_0024,manhattan,1.009612,22830.26,22612.91,543
manhattan_0081,manhattan,1.007723,26365.99,26163.94,713
manhattan_0060,manhattan,1.014242,22904.76,22583.13,568
manhattan_0061,manhattan,1.011193,22800.15,22547.77,545
manhattan_0035,manhattan,1.012805,22948.0,22657.88,732
manhattan_0010,manhattan,1.005805,24975.99,24831.83,632
marrakesh_0016,marrakesh,1.011947,10027.57,9909.19,216
marrakesh_0053,marrakesh,1.015383,24223.16,23856.19,625
marrakesh_0190,marrakesh,1.029348,8314.01,8076.97,139
marrakesh_0043,marrakesh,1.052364,9015.12,8566.54,167
marrakesh_0212,marrakesh,1.037911,10440.23,10058.88,194
marrakesh_0056,marrakesh,1.01888,21968.79,21561.69,541
marrakesh_0144,marrakesh,1.052845,14804.38,14061.31,403
medellin_0250,medellin,1.006907,13494.32,13401.76,173
medellin_0267,medellin,1.051942,19663.37,18692.44,653
medellin_0284,medellin,1.009411,21350.72,21151.67,691
medellin_0288,medellin,1.048755,16154.55,15403.55,277
medellin_0193,medellin,1.016156,17549.95,17270.93,286
medellin_0327,medellin,1.06151,12604.83,11874.44,229
medellin_0202,medellin,1.16635,15759.78,13512.05,304
medellin_0174,medellin,1.018132,16746.05,16447.83,321
medellin_0140,medellin,1.419086,5874.76,4139.82,59
mendoza_0048,mendoza,1.003298,8085.85,8059.27,107
mendoza_0052,mendoza,1.005507,7054.39,7015.76,82
mendoza_0045,mendoza,1.001288,7100.12,7090.99,60
mendoza_0060,mendoza,1.014316,9820.82,9682.21,120
miami_0145,miami,1.015116,15083.59,14858.98,310
miami_0155,miami,1.041516,8833.35,8481.24,222
miami_0017,miami,1.056187,16507.5,15629.33,357
miami_0080,miami,1.063574,14705.46,13826.46,295
miami_0156,miami,1.046095,18132.0,17333.03,495
miami_0115,miami,1.050139,12666.96,12062.17,337
miami_0064,miami,1.050928,18136.17,17257.29,376
miami_0048,miami,1.099358,14740.06,13407.89,265
miami_0142,miami,1.07029,14226.04,13291.76,312
miami_0053,miami,1.036518,17639.1,17017.65,471
miami_0141,miami,1.033244,19661.63,19029.03,510
miami_0051,miami,1.081688,23999.46,22187.05,616
miami_0152,miami,1.08537,22436.82,20672.06,662
minneapolis_0274,minneapolis,0.999995,20301.39,20301.48,293
minneapolis_0832,minneapolis,1.011184,26237.02,25946.83,545
minneapolis_0782,minneapolis,1.000174,20201.34,20197.82,392
minneapolis_0736,minneapolis,1.004868,21771.21,21665.74,468
minneapolis_0421,minneapolis,1.001142,20748.35,20724.68,384
minneapolis_0446,minneapolis,1.010786,10513.53,10401.35,155
minneapolis_0297,minneapolis,1.01965,16404.01,16087.88,306
minneapolis_0217,minneapolis,1.019584,14929.51,14642.74,221
minneapolis_0706,minneapolis,1.001956,25904.58,25854.02,482
minneapolis_0327,minneapolis,1.005343,7744.37,7703.21,115
minneapolis_0809,minneapolis,1.014325,23516.82,23184.7,493
minneapolis_0652,minneapolis,1.003843,22424.86,22339.01,385
minneapolis_0272,minneapolis,1.017324,18909.02,18587.01,389
minneapolis_0269,minneapolis,1.001093,14255.68,14240.12,236
minneapolis_0396,minneapolis,1.033122,23799.42,23036.4,591
minneapolis_0386,minneapolis,1.026975,13366.83,13015.73,225
minneapolis_0757,minneapolis,1.007306,17029.15,16905.63,308
minneapolis_0813,minneapolis,1.146522,12885.04,11238.37,201
minneapolis_0390,minneapolis,1.01583,18439.88,18152.52,334
minneapolis_0129,minneapolis,1.009551,9312.53,9224.42,119
minneapolis_0785,minneapolis,1.025541,21628.91,21090.23,485
minneapolis_0673,minneapolis,1.160408,5415.87,4667.21,104
minneapolis_0716,minneapolis,1.092817,14925.51,13657.84,386
minneapolis_0367,minneapolis,1.024092,26121.41,25506.89,711
minneapolis_0733,minneapolis,0.999862,22917.46,22920.62,403
minneapolis_0495,minneapolis,1.050752,11752.29,11184.64,271
minneapolis_0744,minneapolis,1.034717,7899.19,7634.15,142
minneapolis_0360,minneapolis,1.032504,20622.6,19973.38,527
minneapolis_0240,minneapolis,1.12717,9423.23,8360.08,124
minneapolis_0380,minneapolis,1.013475,16369.48,16151.84,325
minneapolis_0330,minneapolis,1.002694,19392.89,19340.79,430
minneapolis_0576,minneapolis,1.034449,17831.1,17237.3,389
minneapolis_0589,minneapolis,1.073549,9938.52,9257.63,185
minneapolis_0474,minneapolis,1.073736,15600.84,14529.5,449
minneapolis_0103,minneapolis,1.05284,8962.1,8512.31,124
minneapolis_0138,minneapolis,1.095614,14608.32,13333.45,293
minneapolis_0362,minneapolis,1.001543,18060.75,18032.93,372
minneapolis_0524,minneapolis,1.00946,20544.58,20352.06,493
minneapolis_0424,minneapolis,1.014326,20131.56,19847.23,447
minneapolis_0164,minneapolis,1.102408,10261.33,9308.1,218
minneapolis_0456,minneapolis,1.043112,25249.7,24206.13,730
minneapolis_0187,minneapolis,1.014714,15961.96,15730.5,241
minneapolis_0464,minneapolis,1.011439,21163.81,20924.46,545
minneapolis_0236,minneapolis,1.122549,14943.45,13312.06,307
minneapolis_0108,minneapolis,1.061719,14219.07,13392.5,294
minneapolis_0548,minneapolis,1.039731,16159.35,15541.85,431
minneapolis_0604,minneapolis,1.058898,6937.17,6551.31,109
minneapolis_0160,minneapolis,1.069351,16107.26,15062.65,375
minneapolis_0549,minneapolis,1.024912,20030.94,19544.07,502
minneapolis_0822,minneapolis,1.056916,11436.72,10820.84,191
minneapolis_0080,minneapolis,1.065506,10303.16,9669.74,125
minneapolis_0690,minneapolis,1.10566,15989.68,14461.67,373
minneapolis_0329,minneapolis,1.032863,15316.75,14829.41,266
minneapolis_0276,minneapolis,1.089531,12158.38,11159.28,293
minsk_0144,minsk,1.00401,2948.45,2936.67,111
minsk_0001,minsk,1.168528,6512.17,5572.97,85
minsk_0007,minsk,1.080751,6976.73,6455.45,114
minsk_0335,minsk,1.046053,14267.07,13638.95,419
minsk_0184,minsk,1.042177,9479.79,9096.15,239
minsk_0289,minsk,1.032142,15119.83,14648.99,317
minsk_0330,minsk,1.028336,19769.73,19224.97,528
minsk_0165,minsk,1.067854,28251.94,26456.75,821
minsk_0306,minsk,1.131569,17016.67,15038.12,403
minsk_0099,minsk,1.035644,29399.27,28387.44,1006
minsk_0339,minsk,1.063641,22265.95,20933.72,648
minsk_0300,minsk,1.047369,30955.45,29555.44,1078
minsk_0240,minsk,1.040384,15518.55,14916.17,302
minsk_0078,minsk,1.063713,9099.7,8554.65,237
minsk_0346,minsk,1.052886,18429.12,17503.44,385
minsk_0069,minsk,1.0595,19461.5,18368.58,572
minsk_0369,minsk,1.034935,16576.05,16016.51,342
minsk_0460,minsk,1.083811,7824.26,7219.21,100
minsk_0326,minsk,1.070675,20218.08,18883.49,671
munich_0505,munich,1.016639,27230.88,26785.19,748
munich_0504,munich,1.004408,14997.01,14931.2,384
munich_0352,munich,1.082808,14927.29,13785.72,357
munich_0082,munich,1.015002,12965.29,12773.66,265
munich_0448,munich,1.014793,8405.24,8282.71,233
munich_0124,munich,1.02634,24765.19,24129.61,862
munich_0501,munich,1.018439,10564.02,10372.76,194
munich_0275,munich,1.022833,17549.08,17157.32,475
munich_0494,munich,1.111133,11196.82,10076.94,282
munich_0491,munich,1.011816,6833.52,6753.72,165
munich_0174,munich,1.048272,18094.27,17261.04,657
munich_0262,munich,1.027688,13896.12,13521.73,447
munich_0357,munich,1.041389,15935.25,15301.92,420
munich_0320,munich,1.041076,15111.66,14515.43,398
munich_0122,munich,1.021915,17584.66,17207.55,361
munich_0137,munich,1.02011,17914.62,17561.45,341
orlando_0656,orlando,1.01035,8798.2,8708.07,83
orlando_0657,orlando,1.143304,2785.61,2436.46,47
orlando_0388,orlando,1.032302,4248.85,4115.9,49
orlando_0491,orlando,1.033083,3757.59,3637.26,45
orlando_0605,orlando,1.007431,10936.71,10856.05,168
orlando_0514,orlando,1.030496,3768.51,3656.99,52
orlando_0291,orlando,1.074005,8258.75,7689.67,136
orlando_0533,orlando,1.00635,6632.91,6591.06,69
orlando_1118,orlando,1.083991,3812.45,3517.05,48
orlando_0529,orlando,1.028221,16935.02,16470.22,393
orlando_0845,orlando,1.169422,7626.52,6521.62,66
orlando_0586,orlando,1.098776,3408.0,3101.64,58
orlando_0652,orlando,1.115544,6344.07,5686.97,135
orlando_0808,orlando,1.002505,6332.55,6316.73,59
orlando_0086,orlando,1.064608,4033.69,3788.89,63
orlando_0693,orlando,1.222642,4151.69,3395.68,38
orlando_0928,orlando,1.118349,2617.83,2340.8,80
orlando_0952,orlando,1.096985,10504.28,9575.59,193
orlando_0703,orlando,1.052427,11926.94,11332.79,229
orlando_0081,orlando,1.014664,2566.99,2529.9,37
orlando_0254,orlando,1.066828,12029.03,11275.5,164
orlando_0459,orlando,1.052893,16387.99,15564.73,386
orlando_0495,orlando,1.031465,10534.63,10213.27,215
orlando_0475,orlando,1.025896,2629.81,2563.43,64
orlando_0807,orlando,1.095677,14940.38,13635.74,383
orlando_0802,orlando,1.095233,8992.82,8210.88,101
orlando_0326,orlando,1.062394,7770.11,7313.78,83
orlando_0687,orlando,1.071377,9128.6,8520.44,147
orlando_0675,orlando,1.063055,15821.98,14883.51,375
orlando_0905,orlando,1.099886,5407.98,4916.85,73
orlando_0271,orlando,1.121151,12973.76,11571.82,231
orlando_0446,orlando,1.101377,9353.71,8492.74,154
orlando_0076,orlando,1.067872,10555.66,9884.76,211
orlando_1107,orlando,1.074092,12981.96,12086.45,210
orlando_0978,orlando,1.241939,5575.57,4489.41,124
orlando_0540,orlando,1.090679,5910.99,5419.55,104
orlando_0471,orlando,1.053254,9359.02,8885.81,190
orlando_0977,orlando,1.180074,8198.39,6947.35,101
orlando_0608,orlando,1.083842,9748.8,8994.66,183
orlando_0901,orlando,1.160646,7226.31,6226.11,105
orlando_1082,orlando,1.263415,13823.57,10941.44,221
orlando_0681,orlando,1.08663,17519.36,16122.66,424
orlando_0741,orlando,1.060986,24010.44,22630.31,711
orlando_0805,orlando,1.114607,8285.19,7433.28,128
orlando_0654,orlando,1.11071,4879.39,4393.04,54
orlando_1142,orlando,1.406181,6828.73,4856.22,56
orlando_0908,orlando,1.106073,8387.81,7583.42,114
orlando_0866,orlando,1.099041,6895.91,6274.48,69
orlando_0626,orlando,1.049679,15930.74,15176.77,413
orlando_1032,orlando,1.048293,5721.91,5458.32,50
orlando_0098,orlando,1.336138,9285.08,6949.19,89
orlando_0178,orlando,1.066403,6862.93,6435.58,77
orlando_0113,orlando,1.071222,4735.27,4420.44,61
orlando_0851,orlando,1.126757,11998.49,10648.69,227
orlando_1052,orlando,1.261533,15050.96,11930.69,299
orlando_1136,orlando,1.065619,8897.19,8349.31,249
orlando_1026,orlando,1.236837,9218.99,7453.69,135
orlando_0906,orlando,1.106539,12419.3,11223.55,227
orlando_0220,orlando,1.185695,6231.38,5255.46,82
orlando_0097,orlando,1.131747,10848.59,9585.7,119
orlando_0967,orlando,1.156341,10167.75,8793.04,177
orlando_0502,orlando,1.06203,8472.91,7978.03,180
orlando_0433,orlando,1.111629,7132.56,6416.31,122
orlando_0631,orlando,1.036357,9346.32,9018.44,251
orlando_0575,orlando,1.126422,12941.63,11489.15,333
orlando_0649,orlando,1.082636,4316.79,3987.3,82
orlando_0486,orlando,1.146179,5435.11,4741.94,96
orlando_0613,orlando,1.103698,6332.8,5737.8,93
orlando_1022,orlando,1.426714,11081.6,7767.22,160
orlando_0897,orlando,1.120719,15213.17,13574.47,316
orlando_0780,orlando,1.098817,8428.49,7670.51,123
phoenix_0417,phoenix,1.026694,15295.45,14897.76,343
phoenix_0416,phoenix,1.011523,5060.1,5002.45,113
phoenix_0442,phoenix,1.028641,5915.9,5751.18,65
phoenix_0538,phoenix,1.035063,5033.37,4862.86,65
phoenix_0626,phoenix,1.020334,7405.31,7257.73,104
phoenix_0202,phoenix,1.053403,6804.43,6459.48,114
phoenix_0823,phoenix,1.014241,5202.32,5129.28,58
phoenix_1766,phoenix,1.00705,12372.72,12286.1,178
phoenix_1309,phoenix,1.033885,6399.64,6189.9,73
phoenix_0532,phoenix,1.094751,8227.36,7515.28,92
phoenix_1068,phoenix,1.006524,29990.43,29796.03,704
phoenix_0238,phoenix,1.087202,10454.45,9615.92,167
phoenix_0385,phoenix,1.094954,4203.54,3839.01,52
phoenix_1409,phoenix,1.098062,17545.4,15978.52,401
phoenix_0919,phoenix,1.035209,8149.8,7872.61,93
phoenix_0568,phoenix,1.073419,8639.03,8048.15,124
phoenix_0638,phoenix,1.108861,15348.36,13841.55,392
phoenix_1056,phoenix,1.087521,5860.47,5388.83,94
phoenix_0923,phoenix,1.168864,8481.03,7255.79,90
phoenix_0506,phoenix,1.128371,5091.21,4512.0,82
phoenix_1075,phoenix,1.114466,11122.38,9980.01,238
phoenix_0882,phoenix,1.096683,18430.49,16805.66,441
phoenix_1319,phoenix,1.199976,6218.74,5182.39,69
phoenix_1037,phoenix,1.023743,7693.72,7515.29,80
phoenix_0636,phoenix,1.024725,20154.01,19667.73,405
phoenix_0767,phoenix,1.045946,24548.05,23469.7,562
phoenix_0089,phoenix,1.022746,8336.38,8150.97,90
phoenix_1071,phoenix,1.086125,22628.72,20834.36,615
phoenix_0762,phoenix,1.072756,21505.51,20046.98,542
phoenix_0672,phoenix,1.036507,3828.8,3693.94,67
phoenix_1427,phoenix,1.097758,4856.66,4424.17,58
phoenix_0319,phoenix,1.190847,6623.06,5561.63,89
phoenix_1397,phoenix,1.038222,8933.4,8604.52,226
phoenix_0724,phoenix,1.05016,7283.54,6935.65,134
phoenix_1073,phoenix,1.113491,19019.63,17081.08,444
phoenix_1484,phoenix,1.081734,18677.27,17266.04,432
phoenix_0163,phoenix,1.087925,13647.54,12544.55,347
phoenix_1076,phoenix,1.116734,14113.08,12637.82,319
phoenix_0943,phoenix,1.097785,24960.21,22736.88,688
phoenix_0161,phoenix,1.055939,16211.03,15352.24,299
phoenix_0578,phoenix,1.143607,19489.62,17042.23,409
phoenix_0562,phoenix,1.101215,5523.29,5015.63,97
phoenix_0076,phoenix,1.068363,9642.78,9025.76,106
phoenix_1002,phoenix,1.063938,10074.75,9469.3,316
phoenix_0821,phoenix,1.033829,12074.49,11679.38,194
phoenix_0639,phoenix,1.146963,20732.07,18075.62,501
phoenix_0187,phoenix,1.071559,7276.22,6790.31,130
phoenix_1601,phoenix,1.114962,24485.56,21960.88,658
phoenix_0779,phoenix,1.108904,10208.14,9205.61,187
phoenix_1767,phoenix,1.041996,15681.27,15049.26,291
phoenix_0575,phoenix,1.033783,18648.34,18038.93,399
phoenix_1010,phoenix,1.084151,29084.61,26827.09,943
phoenix_0883,phoenix,1.035726,12322.47,11897.43,184
phoenix_0967,phoenix,1.08247,16686.85,15415.53,435
phoenix_1260,phoenix,1.10329,16715.62,15150.69,364
phoenix_1129,phoenix,1.122449,13348.87,11892.63,341
phoenix_0786,phoenix,1.053077,4305.92,4088.89,90
phoenix_0966,phoenix,1.057957,12646.85,11954.03,227
phoenix_1543,phoenix,1.027587,22220.04,21623.51,348
phoenix_0629,phoenix,1.067351,10431.49,9773.24,210
phoenix_0942,phoenix,1.066183,13135.43,12320.06,320
phoenix_1483,phoenix,1.144197,14946.3,13062.7,252
phoenix_0570,phoenix,1.095115,12320.05,11250.01,265
phoenix_1184,phoenix,1.162928,14289.35,12287.4,267
phoenix_0637,phoenix,1.055604,20381.99,19308.36,420
phoenix_0627,phoenix,1.091904,18388.97,16841.21,432
phoenix_0594,phoenix,1.079665,9011.69,8346.74,101
phoenix_1001,phoenix,1.070428,16444.22,15362.29,394
phoenix_0117,phoenix,1.098706,6472.01,5890.58,96
phoenix_1454,phoenix,1.242516,9880.29,7951.84,182
phoenix_0120,phoenix,1.132771,6357.86,5612.66,106
phoenix_1599,phoenix,1.124555,22830.22,20301.56,513
phoenix_0879,phoenix,1.105376,9932.91,8986.01,233
phoenix_0458,phoenix,1.11433,18315.88,16436.68,322
phoenix_1017,phoenix,1.230408,16600.96,13492.25,398
phoenix_0886,phoenix,1.05957,11007.13,10388.3,274
phoenix_0777,phoenix,1.134769,15188.56,13384.72,302
phoenix_0075,phoenix,1.042244,8668.93,8317.56,82
phoenix_0536,phoenix,1.039345,7156.74,6885.81,59
phoenix_0759,phoenix,1.088739,17362.64,15947.48,404
phoenix_1130,phoenix,1.185483,15993.86,13491.43,391
phoenix_1648,phoenix,1.065405,19613.76,18409.67,340
phoenix_1265,phoenix,1.098508,12208.8,11113.98,258
phoenix_1406,phoenix,1.074977,15017.54,13970.11,251
phoenix_1753,phoenix,1.190175,13142.26,11042.3,227
phoenix_1540,phoenix,1.203675,21907.51,18200.53,471
phoenix_0384,phoenix,1.144953,12432.91,10858.88,280
phoenix_1203,phoenix,1.126495,7237.17,6424.5,102
phoenix_0586,phoenix,1.033299,10941.72,10589.11,128
phoenix_1721,phoenix,1.238546,10041.31,8107.34,161
phoenix_1649,phoenix,1.214006,17329.75,14274.84,224
phoenix_0978,phoenix,1.06489,6622.32,6218.79,70
phoenix_0764,phoenix,1.056812,19159.1,18129.14,435
phoenix_1545,phoenix,1.150198,3768.76,3276.62,75
phoenix_1729,phoenix,1.056943,14738.63,13944.58,423
phoenix_1637,phoenix,1.161501,11550.93,9944.83,217
phoenix_0619,phoenix,1.332266,22469.83,16865.88,372
phoenix_1471,phoenix,1.12005,16434.42,14672.94,415
phoenix_0718,phoenix,1.095126,11582.84,10576.72,163
phoenix_1482,phoenix,1.051541,28582.79,27181.82,651
phoenix_0046,phoenix,1.07746,6720.36,6237.22,122
phoenix_1354,phoenix,1.163409,14340.43,12326.21,338
phoenix_1441,phoenix,1.145693,12459.39,10874.98,336
phoenix_1377,phoenix,1.176614,7083.91,6020.59,116
phoenix_0917,phoenix,1.084734,8854.29,8162.64,118
phoenix_0279,phoenix,1.10337,12477.44,11308.48,306
phoenix_1061,phoenix,1.110274,10375.98,9345.42,182
phoenix_0501,phoenix,1.093798,18594.44,16999.88,409
phoenix_0007,phoenix,1.159475,4797.34,4137.51,58
phoenix_1224,phoenix,1.075763,22999.15,21379.38,758
phoenix_0315,phoenix,1.125081,9015.06,8012.81,122
phoenix_0425,phoenix,1.086935,11419.46,10506.12,159
phoenix_1610,phoenix,1.171753,9107.9,7772.88,149
phoenix_1745,phoenix,1.231769,13025.98,10575.02,277
phoenix_1159,phoenix,1.054948,6008.64,5695.68,55
phoenix_0434,phoenix,1.128226,10034.82,8894.34,223
phoenix_1385,phoenix,1.022494,4992.61,4882.78,54
phoenix_1214,phoenix,1.051457,2897.28,2755.5,71
phoenix_1666,phoenix,1.127444,7342.05,6512.12,67
portland_0323,portland,0.999913,17116.5,17117.99,257
portland_0343,portland,1.005301,10878.29,10820.93,131
portland_0320,portland,1.020081,9611.04,9421.84,117
portland_0389,portland,1.001438,12844.24,12825.79,147
portland_0260,portland,1.003462,13895.06,13847.12,284
