patch_id,city_code,circuity,total_network_length,total_straight_length,n_edges_in_circuity
chicago_0830,chicago,1.014664,23009.68,22677.16,535
chicago_0218,chicago,1.002568,30001.22,29924.39,644
chicago_0371,chicago,1.016154,31679.02,31175.4,934
chicago_0585,chicago,1.014914,32730.36,32249.4,911
chicago_0770,chicago,1.005083,28204.75,28062.11,739
chicago_0481,chicago,1.004904,26386.07,26257.29,696
chicago_0673,chicago,1.010824,25968.54,25690.46,706
chicago_0346,chicago,1.01061,30545.82,30225.14,809
chicago_0542,chicago,1.006045,31932.27,31740.39,875
chicago_0563,chicago,1.003007,31573.88,31479.23,885
chicago_0302,chicago,1.003026,21576.15,21511.06,512
chicago_0421,chicago,1.008256,31932.32,31670.83,887
chicago_0577,chicago,1.007808,27819.25,27603.73,786
chicago_0914,chicago,1.001866,31438.5,31379.93,820
chicago_0806,chicago,1.012698,32892.82,32480.39,932
chicago_0392,chicago,1.001048,24339.71,24314.22,528
chicago_0776,chicago,1.01001,28151.12,27872.11,717
chicago_0587,chicago,1.003421,28148.5,28052.53,767
chicago_0050,chicago,1.016312,25998.96,25581.67,633
chicago_0896,chicago,1.003057,30216.03,30123.93,801
chicago_0378,chicago,1.002688,26684.78,26613.24,671
chicago_0376,chicago,1.012389,25732.77,25417.87,685
chicago_0537,chicago,1.003936,35203.66,35065.64,1054
chicago_0144,chicago,1.004228,31513.66,31380.98,843
chicago_0345,chicago,1.009341,32460.86,32160.47,876
chicago_0761,chicago,1.000297,27592.63,27584.43,687
chicago_0875,chicago,1.003921,29854.79,29738.2,817
chicago_0103,chicago,1.001619,28259.53,28213.86,805
chicago_0939,chicago,1.006436,23354.22,23204.88,602
chicago_0262,chicago,1.009686,27221.45,26960.31,790
chicago_0043,chicago,1.002384,29752.24,29681.49,734
chicago_0567,chicago,1.004253,34149.17,34004.54,924
chicago_0880,chicago,1.011204,27652.92,27346.54,672
chicago_0829,chicago,1.028873,23001.25,22355.78,615
chicago_0237,chicago,1.003844,33343.91,33216.24,776
chicago_0118,chicago,0.999203,29280.28,29303.64,742
chicago_0953,chicago,1.005137,32016.06,31852.43,731
chicago_0312,chicago,1.004562,30237.13,30099.8,779
