patch_id,city_code,elev_mean,elev_std,elev_range,mean_slope
hanoi_4700,hanoi,8.68,2.8,9.0,1.301
sapporo_0613,sapporo,9.8,1.47,5.0,0.49
prague_0755,prague,265.72,3.36,12.0,1.32
vienna_0605,vienna,153.64,1.41,5.0,0.618
brasilia_1998,brasilia,1156.56,6.91,31.0,1.803
phoenix_0627,phoenix,326.08,2.56,10.0,1.09
istanbul_1183,istanbul,177.6,37.16,148.0,9.773
orlando_0905,orlando,34.32,2.09,7.0,0.901
quito_0220,quito,2911.12,8.62,34.0,3.077
orlando_0271,orlando,32.8,2.19,9.0,0.9
minneapolis_0360,minneapolis,265.72,3.32,14.0,1.185
houston_0479,houston,30.32,2.05,8.0,0.889
houston_0207,houston,22.64,1.76,7.0,0.87
laplata_0005,laplata,13.12,2.93,12.0,0.914
budapest_0328,budapest,106.2,2.17,7.0,1.121
riga_0278,riga,14.2,2.14,7.0,0.955
cleveland_0094,cleveland,233.48,1.39,5.0,0.61
orlando_0446,orlando,35.24,3.22,14.0,1.293
bangkok_0705,bangkok,4.8,2.51,9.0,1.151
brasilia_0196,brasilia,1148.48,16.29,75.0,4.619
houston_0593,houston,28.96,1.93,7.0,0.715
minneapolis_0240,minneapolis,267.72,3.91,15.0,1.771
saltlakecity_0066,saltlakecity,1288.92,7.74,42.0,2.593
manhattan_0061,manhattan,38.8,15.74,57.0,4.762
mendoza_0060,mendoza,742.32,4.94,17.0,1.245
hanoi_2112,hanoi,8.88,1.77,8.0,0.807
warsaw_0621,warsaw,80.84,1.46,7.0,0.665
thessaloniki_0541,thessaloniki,12.2,2.04,7.0,0.88
phoenix_0594,phoenix,407.4,1.88,7.0,0.625
cleveland_0432,cleveland,280.2,5.26,20.0,1.805
cairo_0910,cairo,276.44,6.95,26.0,1.98
chicago_0579,chicago,190.4,1.96,8.0,0.75
detroit_0690,detroit,185.4,1.13,5.0,0.445
chennai_0481,chennai,5.64,2.45,9.0,0.974
lasvegas_0153,lasvegas,793.12,5.23,22.0,1.455
sapporo_0640,sapporo,11.64,1.83,9.0,0.814
phoenix_1001,phoenix,328.36,2.88,12.0,1.033
minneapolis_0380,minneapolis,255.12,1.99,10.0,0.772
minneapolis_0330,minneapolis,263.88,4.74,15.0,1.806
tashkent_0596,tashkent,490.2,3.71,15.0,1.532
hanoi_2934,hanoi,13.36,1.41,6.0,0.722
phoenix_0117,phoenix,310.4,1.92,8.0,0.827
lasvegas_0435,lasvegas,675.52,3.65,11.0,0.928
budapest_0563,budapest,115.36,1.85,7.0,0.653
minsk_0007,minsk,246.68,4.17,13.0,1.619
quito_0168,quito,2949.24,9.14,38.0,2.627
toronto_0388,toronto,137.92,12.45,36.0,3.013
budapest_0733,budapest,135.96,2.73,10.0,1.202
quito_0934,quito,2625.08,9.62,37.0,2.589
cairo_0457,cairo,131.6,5.0,22.0,1.888
adelaide_0934,adelaide,55.0,2.67,11.0,1.216
minneapolis_0576,minneapolis,260.96,1.97,7.0,0.724
chicago_0247,chicago,187.36,1.47,5.0,0.607
hanoi_3066,hanoi,5.76,1.56,7.0,0.741
budapest_0592,budapest,119.16,2.57,11.0,0.891
bogota_0068,bogota,2543.32,1.38,5.0,0.564
minneapolis_0589,minneapolis,277.12,5.74,25.0,1.595
adelaide_0546,adelaide,21.68,1.29,5.0,0.435
orlando_0076,orlando,28.92,7.93,25.0,2.517
quito_1218,quito,2359.64,11.86,39.0,3.671
turin_0079,turin,235.76,3.97,19.0,1.503
houston_0256,houston,23.32,1.22,5.0,0.436
warsaw_0364,warsaw,108.52,5.19,15.0,1.177
orlando_1107,orlando,23.68,3.12,14.0,1.138
bucharest_0246,bucharest,82.16,1.97,7.0,0.899
brasilia_1848,brasilia,1066.84,12.81,45.0,3.292
thessaloniki_0854,thessaloniki,78.6,5.28,20.0,1.868
chicago_0243,chicago,185.84,1.51,7.0,0.647
chicago_0774,chicago,185.36,2.67,13.0,0.979
lasvegas_0284,lasvegas,727.16,5.27,18.0,1.343
cleveland_0075,cleveland,244.08,2.74,11.0,1.088
portland_0397,portland,67.96,5.65,22.0,1.992
lasvegas_1017,lasvegas,533.96,2.13,9.0,0.916
seattle_0096,seattle,93.92,8.25,30.0,2.801
chicago_0452,chicago,183.4,2.19,8.0,0.861
chicago_0081,chicago,191.48,1.81,7.0,0.811
detroit_0520,detroit,191.2,3.25,18.0,1.163
kyoto_0454,kyoto,51.84,3.91,15.0,1.312
chicago_0331,chicago,185.24,1.68,8.0,0.746
toronto_0594,toronto,129.96,2.57,13.0,0.877
brasilia_1402,brasilia,1033.32,7.55,25.0,1.957
brasilia_0549,brasilia,1121.0,7.79,34.0,1.989
tashkent_0225,tashkent,437.24,4.5,14.0,1.663
phoenix_1454,phoenix,351.0,3.24,14.0,1.302
orlando_0978,orlando,30.2,2.42,11.0,1.053
cairo_1989,cairo,285.08,3.64,14.0,1.061
hanoi_3815,hanoi,11.92,1.83,6.0,0.823
denver_0399,denver,1598.44,5.64,27.0,2.258
tehran_0445,tehran,1597.92,24.95,88.0,6.333
lasvegas_0803,lasvegas,578.8,4.05,18.0,1.299
phoenix_0120,phoenix,316.24,1.9,7.0,0.799
chandigarh_0090,chandigarh,346.04,3.19,15.0,1.124
houston_1559,houston,8.52,4.19,20.0,1.463
amsterdam_0114,amsterdam,3.08,3.02,11.0,1.364
toronto_0338,toronto,185.0,3.88,14.0,1.123
houston_1376,houston,12.72,1.61,6.0,0.901
phoenix_1599,phoenix,430.88,2.07,8.0,0.738
chandigarh_0055,chandigarh,322.56,2.98,15.0,1.163
phoenix_0879,phoenix,358.64,5.8,18.0,1.5
hanoi_0796,hanoi,31.72,15.79,70.0,4.746
miami_0064,miami,10.08,1.6,8.0,0.593
saltlakecity_0162,saltlakecity,1296.68,1.74,7.0,0.621
minneapolis_0474,minneapolis,259.52,2.3,8.0,1.014
lasvegas_0344,lasvegas,726.8,4.34,15.0,1.269
sapporo_0431,sapporo,18.64,2.36,9.0,0.787
cleveland_0173,cleveland,207.56,2.76,11.0,0.985
denver_0244,denver,1591.56,3.2,13.0,1.318
chicago_0702,chicago,208.72,36.7,146.0,10.192
houston_0237,houston,30.72,2.01,7.0,0.89
phoenix_0458,phoenix,364.28,1.59,6.0,0.572
tehran_0840,tehran,1188.04,5.21,19.0,1.251
toronto_0286,toronto,173.8,5.1,28.0,1.636
chennai_0025,chennai,13.28,1.59,7.0,0.656
toronto_0094,toronto,143.96,4.24,17.0,1.626
detroit_0698,detroit,179.0,1.3,5.0,0.655
seattle_0337,seattle,44.88,16.42,55.0,3.857
sapporo_0499,sapporo,3.56,2.48,11.0,1.007
brasilia_0613,brasilia,1167.72,11.42,43.0,4.118
miami_0048,miami,10.36,1.41,5.0,0.572
tehran_0904,tehran,1244.32,6.87,23.0,1.889
adelaide_1250,adelaide,35.2,1.7,6.0,0.625
warsaw_0127,warsaw,105.32,1.38,6.0,0.52
minneapolis_0103,minneapolis,280.72,4.3,18.0,1.616
cleveland_0305,cleveland,208.6,3.37,13.0,1.051
orlando_0540,orlando,34.92,3.06,11.0,1.178
orlando_0471,orlando,30.44,2.56,11.0,1.285
minneapolis_0138,minneapolis,275.52,3.01,12.0,1.063
orlando_0977,orlando,31.16,3.07,12.0,1.347
phoenix_1017,phoenix,352.28,2.31,10.0,1.001
bangkok_0754,bangkok,7.08,1.7,8.0,0.705
phoenix_0886,phoenix,323.68,3.84,17.0,1.541
denver_0174,denver,1610.8,3.52,15.0,1.349
toronto_0557,toronto,94.56,7.8,27.0,2.284
fez_0124,fez,446.8,7.57,27.0,2.229
houston_0551,houston,23.84,2.43,10.0,1.05
cologne_0347,cologne,41.76,3.2,14.0,0.987
houston_0789,houston,17.64,3.75,17.0,1.681
minneapolis_0362,minneapolis,273.16,4.61,21.0,1.858
quito_0504,quito,2820.52,13.13,54.0,3.676
houston_0809,houston,21.0,1.47,6.0,0.567
brasilia_0799,brasilia,1262.76,1.5,6.0,0.629
detroit_0046,detroit,183.76,3.72,19.0,1.486
denver_0253,denver,1653.6,5.16,19.0,1.587
bangkok_2346,bangkok,3.44,1.55,6.0,0.661
phoenix_0777,phoenix,369.76,2.05,12.0,0.856
phoenix_0075,phoenix,318.52,1.14,4.0,0.516
orlando_0608,orlando,34.16,3.26,12.0,1.38
minneapolis_0524,minneapolis,274.4,10.08,29.0,2.524
toronto_0601,toronto,164.16,3.17,17.0,1.196
chennai_0446,chennai,9.88,2.39,10.0,0.934
detroit_0440,detroit,185.2,2.88,9.0,1.399
lasvegas_1024,lasvegas,555.16,2.87,12.0,1.142
manhattan_0035,manhattan,37.48,18.07,79.0,6.761
tehran_0263,tehran,1393.24,16.07,52.0,4.038
phoenix_0536,phoenix,401.56,2.04,8.0,0.671
cairo_0775,cairo,78.36,5.57,20.0,1.55
bogota_0221,bogota,2558.6,1.9,8.0,0.789
brasilia_0831,brasilia,1201.6,9.33,34.0,2.304
bangkok_1890,bangkok,3.36,1.57,7.0,0.719
houston_0051,houston,25.2,1.5,7.0,0.58
lasvegas_0360,lasvegas,698.88,4.6,17.0,1.186
brasilia_0595,brasilia,1196.72,12.97,44.0,3.401
minneapolis_0424,minneapolis,261.44,2.38,10.0,0.899
chicago_0257,chicago,189.96,1.91,7.0,0.836
miami_0142,miami,12.08,1.35,6.0,0.549
chennai_0188,chennai,14.32,1.87,9.0,0.799
houston_0346,houston,25.08,2.91,10.0,1.452
lasvegas_0880,lasvegas,556.08,2.13,8.0,0.702
brasilia_1350,brasilia,1019.24,13.06,39.0,3.478
seattle_0134,seattle,43.36,18.23,75.0,5.999
bangkok_1705,bangkok,4.68,1.83,7.0,0.85
brasilia_2017,brasilia,980.28,16.46,59.0,4.94
thessaloniki_0111,thessaloniki,4.8,1.39,5.0,0.453
houston_0455,houston,21.04,1.99,7.0,0.928
hanoi_2326,hanoi,9.56,2.4,10.0,0.96
houston_0854,houston,17.72,2.07,10.0,0.896
bengaluru_0170,bengaluru,893.48,15.06,58.0,5.054
lasvegas_0623,lasvegas,628.4,2.26,8.0,0.822
phoenix_0759,phoenix,322.24,3.24,18.0,1.471
brasilia_0548,brasilia,1105.36,7.89,31.0,2.009
brasilia_1961,brasilia,1143.64,12.85,47.0,3.889
houston_0297,houston,23.04,2.18,8.0,0.817
bucharest_0243,bucharest,77.4,1.7,7.0,0.69
detroit_0373,detroit,183.6,1.3,7.0,0.478
lasvegas_0802,lasvegas,585.0,4.42,15.0,1.272
orlando_0901,orlando,32.32,2.96,13.0,1.185
rotterdam_0180,rotterdam,-4.68,1.16,5.0,0.526
houston_0824,houston,17.64,1.49,7.0,0.686
seattle_0328,seattle,99.92,6.61,25.0,2.615
quito_0605,quito,2781.08,3.64,15.0,1.504
minneapolis_0164,minneapolis,274.56,4.59,15.0,1.456
kyoto_0242,kyoto,19.08,1.81,7.0,0.753
adelaide_1113,adelaide,21.52,2.91,12.0,1.113
houston_0956,houston,17.4,1.5,6.0,0.695
phoenix_1130,phoenix,376.48,4.36,16.0,1.285
istanbul_2545,istanbul,40.0,13.51,39.0,3.742
houston_1618,houston,19.28,2.75,9.0,1.009
phoenix_1648,phoenix,421.24,2.5,10.0,0.773
buenosaires_0044,buenosaires,24.52,2.67,11.0,1.148
orlando_1082,orlando,24.4,2.84,11.0,1.224
quito_1219,quito,2361.68,8.61,34.0,2.803
phoenix_1265,phoenix,465.68,3.57,14.0,1.094
phoenix_1406,phoenix,355.52,3.14,12.0,1.024
houston_0927,houston,24.84,1.78,7.0,0.735
tashkent_0314,tashkent,405.24,2.2,9.0,0.881
minneapolis_0456,minneapolis,262.04,2.85,12.0,0.905
toronto_0273,toronto,192.92,2.35,11.0,0.79
brasilia_0495,brasilia,1230.76,5.82,21.0,1.62
chennai_0221,chennai,5.88,2.23,10.0,0.976
orlando_0681,orlando,33.4,3.61,17.0,1.403
cairo_0028,cairo,23.24,6.49,21.0,2.061
miami_0053,miami,10.92,1.6,6.0,0.803
orlando_0741,orlando,34.8,3.02,13.0,1.223
hanoi_2772,hanoi,8.12,2.16,7.0,1.12
hanoi_3973,hanoi,11.4,2.4,9.0,0.876
chicago_0601,chicago,184.64,2.21,8.0,1.018
cleveland_0174,cleveland,193.08,10.84,35.0,2.871
tbilisi_0239,tbilisi,455.08,10.35,35.0,2.44
portland_0486,portland,92.56,2.1,8.0,0.809
lasvegas_0356,lasvegas,703.88,4.47,16.0,1.297
phoenix_1753,phoenix,433.0,2.1,8.0,0.759
saltlakecity_0118,saltlakecity,1290.04,1.34,5.0,0.632
hanoi_3415,hanoi,13.88,1.92,7.0,0.792
minneapolis_0187,minneapolis,275.08,3.29,14.0,1.274
phoenix_1540,phoenix,438.84,1.99,8.0,0.736
denver_0319,denver,1652.04,3.7,14.0,1.144
hanoi_2480,hanoi,7.36,2.11,9.0,0.974
houston_0337,houston,21.68,2.19,9.0,0.952
phoenix_0384,phoenix,339.76,2.32,11.0,0.964
fez_0013,fez,453.48,5.73,20.0,2.002
cleveland_0200,cleveland,212.24,1.92,9.0,0.789
portland_0164,portland,43.84,7.36,35.0,2.465
vancouver_0158,vancouver,41.32,7.04,25.0,1.997
adelaide_0209,adelaide,6.0,3.73,15.0,1.651
denver_0494,denver,1636.52,4.07,17.0,1.353
cleveland_0112,cleveland,231.88,2.29,11.0,0.906
detroit_0182,detroit,177.4,1.36,5.0,0.545
orlando_0805,orlando,36.56,3.2,14.0,1.439
tehran_0433,tehran,1185.2,7.89,26.0,2.085
tehran_0783,tehran,1229.76,6.17,19.0,1.614
denver_0200,denver,1608.08,5.67,21.0,1.668
orlando_0654,orlando,30.32,4.65,19.0,2.062
chennai_0069,chennai,13.12,1.84,7.0,0.918
minneapolis_0464,minneapolis,255.72,2.63,8.0,0.758
tehran_0142,tehran,1155.28,4.8,17.0,1.251
lasvegas_0316,lasvegas,715.08,5.97,22.0,1.706
detroit_0343,detroit,181.48,1.84,7.0,0.858
tehran_0404,tehran,1150.92,4.18,13.0,1.071
kyoto_0364,kyoto,76.52,5.45,22.0,1.382
quito_1363,quito,2424.96,11.88,49.0,3.657
detroit_0021,detroit,188.36,2.33,8.0,0.829
bangkok_0524,bangkok,7.52,2.06,9.0,0.937
bangkok_0901,bangkok,8.2,5.78,24.0,2.627
cleveland_0542,cleveland,313.36,3.47,13.0,1.197
chennai_0046,chennai,16.04,1.71,6.0,0.558
brasilia_1413,brasilia,1102.72,8.42,30.0,2.185
toronto_0374,toronto,171.56,4.76,18.0,1.32
bogota_0550,bogota,2559.28,2.16,8.0,0.893
vienna_0442,vienna,158.68,8.2,33.0,2.852
toronto_0452,toronto,135.16,5.17,23.0,1.405
brasilia_0814,brasilia,1111.88,11.1,41.0,3.414
vancouver_0182,vancouver,83.72,9.71,36.0,2.836
adelaide_0819,adelaide,57.28,4.46,16.0,1.218
hanoi_3903,hanoi,10.44,2.59,10.0,0.868
minneapolis_0236,minneapolis,259.12,3.56,14.0,1.231
fez_0009,fez,380.8,2.32,9.0,1.002
bengaluru_0569,bengaluru,899.8,5.14,18.0,2.169
thessaloniki_2759,thessaloniki,8.2,4.0,21.0,1.158
istanbul_0770,istanbul,54.28,17.32,63.0,4.436
hanoi_4248,hanoi,7.72,2.65,13.0,1.228
denver_0284,denver,1607.12,4.25,18.0,1.86
brasilia_0297,brasilia,1141.68,8.12,27.0,2.13
toronto_0466,toronto,84.16,5.84,20.0,2.006
amsterdam_0036,amsterdam,0.56,2.08,9.0,0.813
tehran_0788,tehran,1330.6,10.18,43.0,2.781
lasvegas_0562,lasvegas,685.44,3.34,12.0,0.961
toronto_0403,toronto,94.52,12.14,58.0,4.665
phoenix_1203,phoenix,444.68,6.04,31.0,1.741
houston_0830,houston,16.08,3.62,15.0,1.669
miami_0141,miami,11.12,1.39,6.0,0.579
bengaluru_0894,bengaluru,891.4,5.25,20.0,1.548
thessaloniki_0070,thessaloniki,23.12,7.73,24.0,1.804
tehran_0347,tehran,1128.64,3.25,14.0,0.995
cologne_0296,cologne,45.96,3.09,10.0,1.476
sapporo_0444,sapporo,4.64,1.16,4.0,0.455
adelaide_1331,adelaide,93.44,6.65,25.0,1.712
phoenix_0586,phoenix,385.4,1.74,6.0,0.593
quito_1035,quito,2701.04,8.81,33.0,2.437
denver_0139,denver,1600.6,7.84,32.0,2.061
chandigarh_0043,chandigarh,329.6,2.65,12.0,0.925
brasilia_1535,brasilia,1049.0,16.43,54.0,4.518
seattle_0179,seattle,136.92,7.68,25.0,3.137
lasvegas_0973,lasvegas,548.96,7.43,28.0,2.025
houston_0413,houston,19.4,2.55,10.0,1.056
bucharest_0050,bucharest,92.0,2.15,7.0,0.679
kyoto_0484,kyoto,52.2,4.36,18.0,1.725
cairo_1474,cairo,207.64,3.21,11.0,1.289
sapporo_0703,sapporo,15.76,3.9,16.0,1.43
cairo_0726,cairo,147.76,8.93,35.0,2.403
toronto_0602,toronto,164.32,2.72,12.0,0.924
hanoi_0933,hanoi,12.4,1.74,7.0,0.773
lasvegas_0364,lasvegas,694.04,2.47,10.0,0.861
phoenix_1721,phoenix,422.76,1.82,7.0,0.873
bucharest_0349,bucharest,69.8,4.46,16.0,1.499
houston_0687,houston,17.24,1.5,7.0,0.585
orlando_1142,orlando,22.4,2.1,9.0,0.982
minneapolis_0108,minneapolis,279.04,2.49,10.0,0.853
minneapolis_0548,minneapolis,253.92,2.51,9.0,1.206
buenosaires_0283,buenosaires,10.6,2.62,13.0,1.253
tashkent_0684,tashkent,479.4,2.68,9.0,0.957
bangkok_0440,bangkok,6.48,1.79,7.0,0.78
chennai_0044,chennai,15.08,2.12,7.0,0.693
brasilia_1984,brasilia,950.52,17.28,58.0,4.56
bengaluru_0925,bengaluru,897.44,5.89,22.0,1.849
thessaloniki_0702,thessaloniki,3.36,2.06,8.0,0.85
bogota_0345,bogota,2552.96,2.16,8.0,1.083
munich_0352,munich,500.72,1.73,9.0,0.797
chennai_0216,chennai,0.84,1.51,6.0,0.567
quito_0857,quito,2476.08,64.16,278.0,13.52
chicago_0461,chicago,181.72,1.64,6.0,0.818
houston_0510,houston,23.6,2.91,11.0,1.124
lasvegas_0959,lasvegas,576.44,4.76,18.0,1.667
cleveland_0492,cleveland,281.76,3.42,12.0,1.166
telaviv_0065,telaviv,21.8,7.23,30.0,2.459
cairo_1621,cairo,267.4,3.43,11.0,0.899
bangkok_1299,bangkok,5.68,4.4,24.0,1.453
warsaw_0048,warsaw,102.44,4.93,14.0,1.198
tehran_0459,tehran,1190.12,8.24,27.0,2.114
tashkent_0144,tashkent,434.88,4.08,15.0,1.342
bangkok_1811,bangkok,2.92,1.38,6.0,0.623
warsaw_0232,warsaw,111.76,3.29,14.0,1.408
denver_0162,denver,1603.44,5.37,19.0,2.395
bangkok_0815,bangkok,11.28,4.28,17.0,1.891
cairo_0489,cairo,146.52,6.48,26.0,1.738
bengaluru_0031,bengaluru,874.8,7.04,25.0,2.171
chennai_0644,chennai,9.92,1.74,7.0,0.777
cleveland_0142,cleveland,219.6,4.65,16.0,1.285
buenosaires_0024,buenosaires,27.88,2.2,11.0,0.918
denver_0089,denver,1645.4,5.56,24.0,1.806
cleveland_0435,cleveland,270.4,7.53,29.0,2.431
denver_0210,denver,1636.2,5.72,22.0,1.76
warsaw_0733,warsaw,93.04,1.93,7.0,0.813
portland_0078,portland,111.16,17.66,60.0,5.671
lasvegas_0870,lasvegas,582.48,4.51,19.0,1.405
adelaide_0993,adelaide,67.36,1.87,8.0,0.866
kyiv_1018,kyiv,107.76,5.91,21.0,1.858
houston_0868,houston,28.28,11.58,50.0,4.451
cleveland_0272,cleveland,201.76,4.01,15.0,1.306
phoenix_1649,phoenix,425.64,2.15,8.0,0.728
bengaluru_0500,bengaluru,946.96,3.75,14.0,1.606
houston_0341,houston,27.08,9.31,48.0,3.102
sapporo_0247,sapporo,5.6,1.3,5.0,0.497
bengaluru_0461,bengaluru,920.72,5.36,20.0,2.037
minneapolis_0604,minneapolis,277.56,7.57,28.0,2.192
bogota_0194,bogota,2555.72,3.82,18.0,1.62
sofia_0143,sofia,572.88,6.47,24.0,1.92
brasilia_0372,brasilia,1183.08,10.56,40.0,2.607
tallinn_0123,tallinn,15.0,1.6,6.0,0.492
sapporo_0301,sapporo,18.84,3.63,16.0,1.403
warsaw_0565,warsaw,82.08,1.41,4.0,0.698
bengaluru_0074,bengaluru,832.2,7.79,30.0,2.92
houston_1044,houston,22.8,1.9,8.0,0.831
kyiv_0518,kyiv,102.0,2.02,9.0,0.864
turin_0185,turin,215.44,4.35,18.0,1.409
minsk_0335,minsk,202.48,2.87,11.0,0.944
barcelona_0142,barcelona,3.6,4.9,16.0,1.691
cairo_1170,cairo,182.44,3.95,16.0,1.143
hanoi_0020,hanoi,17.68,2.69,10.0,0.933
bangkok_1732,bangkok,4.72,2.11,8.0,0.945
bengaluru_0077,bengaluru,843.76,7.67,29.0,3.238
brasilia_1220,brasilia,1054.8,7.92,27.0,2.052
adelaide_0212,adelaide,5.6,2.06,8.0,0.926
miami_0051,miami,10.8,1.36,6.0,0.613
minsk_0184,minsk,214.92,4.35,20.0,1.385
cologne_0049,cologne,63.76,1.63,7.0,0.68
adelaide_1039,adelaide,70.36,4.52,17.0,1.294
bengaluru_0236,bengaluru,902.08,11.39,41.0,3.386
phoenix_0978,phoenix,421.44,2.26,10.0,0.865
phoenix_0764,phoenix,329.72,2.74,12.0,1.133
thessaloniki_0472,thessaloniki,174.8,13.5,48.0,3.299
toronto_0070,toronto,132.36,6.15,21.0,2.021
vienna_0440,vienna,160.32,4.43,18.0,2.279
houston_0940,houston,16.2,1.79,7.0,0.831
sapporo_0579,sapporo,23.84,5.01,20.0,1.556
orlando_0908,orlando,34.4,2.4,9.0,1.276
bangkok_0016,bangkok,4.8,2.3,11.0,0.966
brasilia_0347,brasilia,1265.44,10.07,37.0,2.614
houston_0680,houston,27.92,2.02,9.0,0.919
seattle_0116,seattle,89.04,12.9,38.0,3.272
barcelona_0100,barcelona,73.08,10.33,37.0,3.108
brasilia_1890,brasilia,1104.04,13.72,48.0,4.343
tehran_0541,tehran,1145.8,4.51,15.0,1.106
phoenix_1545,phoenix,466.2,2.94,13.0,1.062
medellin_0267,medellin,1461.28,7.83,29.0,2.887
denver_0305,denver,1609.24,3.36,16.0,1.304
hanoi_3336,hanoi,15.32,1.93,8.0,0.855
minneapolis_0160,minneapolis,267.96,2.46,8.0,1.037
phoenix_1729,phoenix,472.12,3.72,14.0,1.223
toronto_0194,toronto,114.08,10.82,39.0,2.5
thessaloniki_1582,thessaloniki,57.84,13.94,46.0,3.715
chicago_0842,chicago,184.08,1.41,6.0,0.663
vancouver_0102,vancouver,11.64,8.91,29.0,2.254
tehran_0253,tehran,1159.36,5.17,17.0,1.416
adelaide_0831,adelaide,53.64,3.81,17.0,1.378
kyoto_0107,kyoto,282.52,50.8,178.0,12.742
cologne_0035,cologne,51.96,4.64,22.0,1.354
phoenix_1637,phoenix,376.0,4.65,19.0,1.547
hanoi_2686,hanoi,6.2,2.47,10.0,1.148
tehran_0566,tehran,1102.96,2.81,14.0,1.216
verona_0544,verona,47.0,1.77,9.0,0.721
adelaide_0248,adelaide,3.72,4.64,12.0,0.871
bangkok_2204,bangkok,4.4,2.58,10.0,0.895
orlando_0866,orlando,32.84,2.87,13.0,1.338
hanoi_3034,hanoi,12.68,1.57,6.0,0.752
thessaloniki_2745,thessaloniki,1.44,1.96,6.0,0.42
chennai_0503,chennai,7.4,2.7,14.0,1.155
denver_0117,denver,1633.4,9.13,38.0,2.597
hanoi_1783,hanoi,20.28,30.7,111.0,5.924
portland_0162,portland,11.72,2.11,11.0,0.909
phoenix_0619,phoenix,320.84,3.16,14.0,1.309
denver_0457,denver,1623.48,3.85,17.0,1.366
bangkok_0114,bangkok,5.84,1.57,5.0,0.769
minneapolis_0549,minneapolis,256.24,2.47,9.0,0.976
kyoto_0351,kyoto,16.48,2.74,13.0,1.163
houston_1303,houston,12.56,3.57,15.0,1.134
brasilia_1296,brasilia,1144.68,4.99,22.0,1.557
lasvegas_0207,lasvegas,761.52,6.05,23.0,1.736
bangkok_1101,bangkok,6.04,1.61,6.0,0.812
sofia_0067,sofia,571.28,10.16,39.0,2.666
phoenix_1471,phoenix,382.92,2.73,10.0,0.897
thessaloniki_2649,thessaloniki,128.96,36.35,113.0,9.299
kyiv_0123,kyiv,162.72,4.59,21.0,1.687
orlando_0626,orlando,34.52,2.47,12.0,1.163
quito_0745,quito,2712.92,48.22,204.0,10.493
hanoi_2826,hanoi,11.76,1.88,7.0,0.824
tashkent_0034,tashkent,417.0,5.64,26.0,1.668
hanoi_2591,hanoi,6.12,1.63,6.0,0.746
tashkent_0414,tashkent,433.8,1.55,6.0,0.7
riga_0387,riga,6.6,2.53,12.0,0.805
kyiv_0138,kyiv,153.44,6.75,33.0,1.98
portland_0273,portland,17.6,3.19,14.0,1.398
tbilisi_0701,tbilisi,526.08,13.59,48.0,3.865
tbilisi_0543,tbilisi,396.64,10.78,37.0,2.953
phoenix_0718,phoenix,404.44,2.97,16.0,1.04
buenosaires_0105,buenosaires,10.0,2.0,8.0,0.743
toronto_0411,toronto,158.36,4.63,21.0,1.653
lasvegas_0315,lasvegas,714.12,5.99,18.0,1.622
bratislava_0234,bratislava,153.64,15.34,53.0,4.283
verona_1969,verona,13.24,2.52,12.0,0.87
amsterdam_0018,amsterdam,-3.04,4.0,15.0,1.444
warsaw_0132,warsaw,107.52,1.14,5.0,0.471
istanbul_0088,istanbul,11.52,5.12,18.0,1.457
detroit_0045,detroit,186.2,4.52,19.0,1.806
hanoi_1951,hanoi,8.2,2.35,9.0,1.177
bratislava_0201,bratislava,137.28,3.68,13.0,1.667
bogota_0121,bogota,2547.16,2.03,8.0,0.708
houston_0010,houston,24.32,2.59,12.0,1.008
quito_0188,quito,3027.76,15.86,60.0,4.124
kyiv_1075,kyiv,119.64,3.25,13.0,1.523
brasilia_1323,brasilia,1083.2,5.31,22.0,1.735
toronto_0197,toronto,111.2,7.82,27.0,3.375
hanoi_2349,hanoi,7.68,2.17,10.0,0.971
hanoi_2063,hanoi,11.76,2.12,6.0,1.009
vilnius_0523,vilnius,210.72,6.64,24.0,2.774
cairo_0145,cairo,18.64,4.1,18.0,1.786
kyiv_0538,kyiv,127.88,12.81,48.0,3.863
lasvegas_0290,lasvegas,704.72,2.58,8.0,0.813
chennai_0411,chennai,11.8,1.74,7.0,0.788
hanoi_4016,hanoi,6.76,2.63,10.0,1.3
bengaluru_0043,bengaluru,796.48,5.93,23.0,2.339
houston_0210,houston,23.48,1.55,6.0,0.68
tashkent_0193,tashkent,442.2,3.01,14.0,1.143
phoenix_1482,phoenix,428.92,1.74,7.0,0.817
brasilia_0458,brasilia,1233.64,6.85,26.0,1.954
medellin_0284,medellin,1509.08,10.28,47.0,3.078
turin_0049,turin,247.12,3.42,13.0,1.363
thessaloniki_0116,thessaloniki,8.6,1.44,7.0,0.588
orlando_1032,orlando,29.64,3.37,13.0,1.575
warsaw_0683,warsaw,83.6,0.89,3.0,0.336
lasvegas_0491,lasvegas,704.56,3.32,13.0,1.134
chandigarh_0088,chandigarh,337.6,3.87,21.0,1.805
houston_1163,houston,21.76,2.1,7.0,0.855
thessaloniki_1236,thessaloniki,76.16,14.24,54.0,4.217
hanoi_2673,hanoi,8.12,1.66,7.0,0.584
bangkok_0910,bangkok,7.8,2.64,11.0,1.219
budapest_0351,budapest,103.2,3.29,10.0,1.294
houston_1544,houston,20.64,2.73,10.0,0.866
skopje_0144,skopje,232.64,1.85,8.0,0.826
verona_1319,verona,42.2,1.94,6.0,0.646
phoenix_0046,phoenix,312.96,1.64,6.0,0.685
brasilia_1175,brasilia,1092.8,3.7,18.0,1.471
toronto_0152,toronto,132.16,5.88,20.0,1.614
houston_0141,houston,28.76,1.53,5.0,0.677
