patch_id,city_code,n_blocks,mean_block_area,std_block_area,cv_block_area,mean_block_eri,mean_block_compact,mean_block_elong,mean_block_convex
stockholm_0186,stockholm,5,9415.42,5503.76,0.5845,0.974,0.4323,0.4767,0.9392
stockholm_0078,stockholm,7,8227.34,5355.98,0.651,0.9983,0.551,0.7457,0.9989
stockholm_0119,stockholm,4,10965.89,5699.19,0.5197,0.9753,0.3535,0.4512,0.9407
tallinn_0123,tallinn,3,22511.21,2552.63,0.1134,0.9731,0.5419,0.6362,0.9683
tallinn_0213,tallinn,1,9163.34,0.0,0.0,0.8335,0.1138,0.1318,0.914
tallinn_0241,tallinn,14,21215.28,16927.23,0.7979,0.9481,0.4098,0.5021,0.9436
tallinn_0091,tallinn,5,15261.39,14296.12,0.9368,0.9819,0.5027,0.6379,0.9539
tallinn_0160,tallinn,4,12690.31,5527.05,0.4355,0.9665,0.5067,0.7075,0.9642
tallinn_0238,tallinn,0,,,,,,,
tallinn_0095,tallinn,0,,,,,,,
tashkent_0181,tashkent,6,20848.86,11246.61,0.5394,0.9982,0.5243,0.5922,0.9983
tashkent_0121,tashkent,22,9699.45,6599.27,0.6804,0.9942,0.2915,0.2758,0.997
tashkent_0274,tashkent,3,15340.11,11214.99,0.7311,0.9994,0.4704,0.4822,1.0
tashkent_0428,tashkent,11,13390.37,14605.05,1.0907,0.9661,0.2753,0.3099,0.9661
tashkent_0596,tashkent,7,9497.12,15339.49,1.6152,0.8725,0.1544,0.1779,0.8683
tashkent_0225,tashkent,6,2751.8,367.89,0.1337,0.988,0.0926,0.0759,0.9838
tashkent_0314,tashkent,2,4745.19,937.86,0.1976,0.972,0.0613,0.0523,0.9752
tashkent_0684,tashkent,1,27174.41,0.0,0.0,0.9944,0.3879,0.3967,0.9824
tashkent_0144,tashkent,12,18490.26,12987.52,0.7024,0.9897,0.4335,0.4731,0.9854
tashkent_0034,tashkent,30,11839.21,4319.02,0.3648,0.9871,0.4355,0.4704,0.9937
tashkent_0414,tashkent,17,16438.09,12624.76,0.768,0.9385,0.409,0.5199,0.9384
tashkent_0193,tashkent,6,12010.58,11695.21,0.9737,0.9427,0.3211,0.4152,0.9212
tashkent_0202,tashkent,8,17838.51,13237.35,0.7421,0.9336,0.3436,0.5041,0.9239
tashkent_0618,tashkent,5,41209.17,48127.29,1.1679,0.9558,0.2529,0.3215,0.9595
tashkent_0161,tashkent,7,9453.17,9714.57,1.0277,0.8974,0.3016,0.3725,0.8664
tashkent_0176,tashkent,11,17186.77,15765.03,0.9173,0.8479,0.4068,0.6121,0.8575
tashkent_0454,tashkent,7,13310.32,7862.01,0.5907,0.9867,0.4562,0.5125,0.9712
tashkent_0639,tashkent,14,12275.02,6033.51,0.4915,0.966,0.3847,0.4269,0.968
tashkent_0060,tashkent,16,13192.91,9723.76,0.737,0.9345,0.3701,0.4389,0.9283
tashkent_0858,tashkent,1,6969.95,0.0,0.0,0.6919,0.1249,0.2684,0.6341
tashkent_0585,tashkent,3,25753.67,34860.67,1.3536,0.9213,0.2561,0.3276,0.8859
tashkent_0160,tashkent,17,15300.87,12965.82,0.8474,0.9189,0.3207,0.4783,0.9061
tashkent_0124,tashkent,6,4957.18,2812.1,0.5673,0.7041,0.1095,0.2466,0.6111
tashkent_0295,tashkent,6,14145.28,25708.91,1.8175,0.9328,0.1611,0.1794,0.9575
tashkent_0634,tashkent,6,39548.9,33811.61,0.8549,0.9231,0.4693,0.6014,0.93
tashkent_0774,tashkent,8,6274.07,6845.3,1.091,0.8502,0.3041,0.4171,0.8424
tashkent_0566,tashkent,15,6375.66,6602.47,1.0356,0.7818,0.2149,0.4141,0.7551
tashkent_0260,tashkent,1,11884.35,0.0,0.0,1.0,0.6069,0.7774,0.9963
tashkent_0198,tashkent,8,22754.87,21692.27,0.9533,0.8892,0.3284,0.4776,0.8447
tashkent_0264,tashkent,4,2516.52,1388.83,0.5519,0.7905,0.3663,0.427,0.7223
tbilisi_0164,tbilisi,6,36424.42,19613.85,0.5385,0.9949,0.3296,0.3889,0.9952
tbilisi_0239,tbilisi,8,19887.06,18649.74,0.9378,0.9648,0.3198,0.3211,0.9687
tbilisi_0701,tbilisi,0,,,,,,,
tbilisi_0543,tbilisi,11,17803.65,17027.1,0.9564,0.9959,0.495,0.5713,0.9826
tbilisi_0459,tbilisi,7,21252.86,18228.35,0.8577,0.9441,0.359,0.4407,0.9288
tbilisi_0657,tbilisi,2,12861.19,4609.82,0.3584,0.7962,0.1424,0.1725,0.7472
tbilisi_0340,tbilisi,19,14498.64,7245.01,0.4997,0.9632,0.4159,0.5052,0.952
tbilisi_0412,tbilisi,0,,,,,,,
tbilisi_0335,tbilisi,22,11362.92,11558.3,1.0172,0.9532,0.4417,0.6017,0.96
tbilisi_0665,tbilisi,24,13381.28,14363.27,1.0734,0.963,0.4748,0.6773,0.9486
tbilisi_0389,tbilisi,3,24301.79,33082.84,1.3613,0.8079,0.2006,0.2755,0.842
tbilisi_0091,tbilisi,1,3590.06,0.0,0.0,0.8775,0.2436,0.3353,0.9432
tbilisi_0061,tbilisi,8,23586.78,15565.54,0.6599,0.8515,0.2641,0.387,0.7665
tbilisi_0533,tbilisi,11,17114.42,19024.08,1.1116,0.902,0.423,0.5458,0.8481
tbilisi_0378,tbilisi,50,6541.61,3863.55,0.5906,0.9557,0.459,0.6698,0.9612
tehran_0480,tehran,20,6999.79,6089.49,0.87,0.955,0.3468,0.3893,0.9644
tehran_0296,tehran,55,6934.08,12453.36,1.796,0.9812,0.3447,0.3379,0.9845
tehran_0465,tehran,62,6929.86,1649.45,0.238,0.9858,0.5219,0.5634,0.9849
tehran_0830,tehran,26,9712.77,12092.49,1.245,0.9968,0.3414,0.3119,0.9998
tehran_0389,tehran,45,9367.38,13021.73,1.3901,0.9764,0.473,0.5494,0.9756
tehran_0278,tehran,8,21551.36,30340.95,1.4078,0.9756,0.3564,0.4377,0.9866
tehran_0449,tehran,5,4374.63,2585.59,0.591,0.8226,0.3059,0.4117,0.814
tehran_0906,tehran,39,7946.6,4609.3,0.58,0.9717,0.4629,0.5257,0.9729
tehran_0685,tehran,49,9172.13,6355.26,0.6929,0.9922,0.3153,0.3108,0.9958
tehran_0131,tehran,13,16620.25,25621.92,1.5416,0.9177,0.3534,0.4209,0.9119
tehran_0893,tehran,37,9186.88,9563.85,1.041,0.9916,0.3657,0.3971,0.9916
tehran_0534,tehran,45,9708.91,11752.13,1.2104,0.9911,0.3428,0.3439,0.9948
tehran_0445,tehran,22,13317.02,14813.65,1.1124,0.9199,0.3311,0.3729,0.924
tehran_0840,tehran,48,9403.64,7750.2,0.8242,0.9761,0.4094,0.4575,0.9835
tehran_0904,tehran,42,8422.71,4331.22,0.5142,0.9527,0.4394,0.4934,0.9542
tehran_0263,tehran,20,7877.29,7423.63,0.9424,0.9001,0.3055,0.3689,0.899
tehran_0433,tehran,58,6556.38,5982.98,0.9125,0.9809,0.4406,0.4944,0.9839
tehran_0783,tehran,36,10546.98,9784.01,0.9277,0.9828,0.4434,0.513,0.9829
tehran_0142,tehran,7,5019.99,4451.94,0.8868,0.9989,0.4369,0.4729,0.9997
tehran_0404,tehran,68,6443.9,4821.24,0.7482,0.9697,0.4013,0.4747,0.9749
tehran_0788,tehran,40,8450.78,9514.3,1.1258,0.9448,0.4195,0.5666,0.9529
tehran_0347,tehran,34,10130.78,11116.03,1.0973,0.9564,0.4267,0.5029,0.9571
tehran_0459,tehran,62,7234.98,7280.98,1.0064,0.9367,0.3851,0.4775,0.9424
tehran_0541,tehran,41,8310.93,8092.45,0.9737,0.9716,0.5122,0.6478,0.9712
tehran_0253,tehran,12,5115.75,7410.67,1.4486,0.8214,0.16,0.2123,0.8092
tehran_0566,tehran,65,6523.6,7830.88,1.2004,0.9524,0.4107,0.4919,0.9583
tehran_0461,tehran,19,12866.75,16249.7,1.2629,0.8875,0.2496,0.3187,0.8972
tehran_0612,tehran,61,7284.85,4567.24,0.627,0.9684,0.4044,0.4599,0.9772
tehran_0283,tehran,33,8425.83,5147.57,0.6109,0.9262,0.3611,0.4268,0.9252
tehran_0637,tehran,23,5311.21,9719.75,1.83,0.9497,0.4006,0.5132,0.9496
tehran_0309,tehran,21,10767.66,11623.39,1.0795,0.9289,0.3869,0.4778,0.9214
tehran_0511,tehran,29,8610.86,9071.46,1.0535,0.9537,0.4595,0.5574,0.9445
tehran_0261,tehran,25,7561.77,9371.28,1.2393,0.9024,0.3884,0.5297,0.906
tehran_0486,tehran,42,10190.84,7047.65,0.6916,0.9561,0.4301,0.5901,0.9782
tehran_0808,tehran,27,6579.45,9143.5,1.3897,0.9085,0.3583,0.506,0.9079
tehran_0478,tehran,36,9930.67,18324.61,1.8453,0.9307,0.3212,0.3918,0.9313
tehran_0311,tehran,51,6613.1,4964.37,0.7507,0.9173,0.3459,0.414,0.9035
tehran_0606,tehran,3,8580.42,4189.13,0.4882,0.9575,0.4265,0.5586,0.9432
tehran_0046,tehran,0,,,,,,,
tehran_0733,tehran,61,4048.81,6875.73,1.6982,0.9212,0.3996,0.5245,0.9163
tehran_0701,tehran,39,6564.69,9166.89,1.3964,0.9173,0.3845,0.4785,0.9178
tehran_0871,tehran,48,7652.88,10386.11,1.3571,0.8902,0.349,0.4445,0.877
tehran_0640,tehran,26,10569.66,10805.19,1.0223,0.9565,0.4422,0.5855,0.9635
tehran_0087,tehran,7,5611.34,6122.05,1.091,0.8412,0.3924,0.6218,0.815
tehran_0833,tehran,18,9085.17,5320.95,0.5857,0.7005,0.279,0.4853,0.6298
tehran_0693,tehran,32,10431.17,8436.12,0.8087,0.8885,0.386,0.5556,0.8753
telaviv_0065,telaviv,21,11220.21,13698.42,1.2209,0.9556,0.3309,0.4335,0.9595
telaviv_0004,telaviv,5,37625.76,31072.7,0.8258,0.8569,0.3391,0.4768,0.8209
telaviv_0024,telaviv,31,9660.56,5766.95,0.597,0.9455,0.4349,0.573,0.9238
telaviv_0100,telaviv,13,12282.58,8484.89,0.6908,0.9375,0.4232,0.4949,0.8873
thessaloniki_0636,thessaloniki,0,,,,,,,
thessaloniki_1808,thessaloniki,27,4011.34,1331.54,0.3319,0.9988,0.6053,0.8581,0.9998
thessaloniki_0640,thessaloniki,39,8026.87,2695.69,0.3358,0.9836,0.5568,0.7457,0.999
thessaloniki_0635,thessaloniki,4,34069.79,27517.22,0.8077,0.9724,0.4061,0.5336,0.9717
thessaloniki_2650,thessaloniki,111,4015.75,4014.98,0.9998,0.9873,0.5564,0.8096,0.9856
thessaloniki_0541,thessaloniki,4,42067.87,38800.43,0.9223,0.9904,0.3436,0.4703,0.9989
thessaloniki_0854,thessaloniki,45,7949.32,9694.31,1.2195,0.9771,0.4572,0.5683,0.9838
thessaloniki_0111,thessaloniki,19,14586.8,11517.08,0.7896,0.9855,0.5394,0.7511,0.9894
thessaloniki_2759,thessaloniki,18,17345.68,11417.67,0.6582,0.9052,0.3856,0.5018,0.9102
thessaloniki_0070,thessaloniki,39,10313.09,6893.28,0.6684,0.9885,0.4964,0.6025,0.9976
thessaloniki_0702,thessaloniki,3,61908.76,47902.2,0.7738,0.8792,0.3259,0.5619,0.9718
thessaloniki_0472,thessaloniki,17,8953.88,4537.8,0.5068,0.9822,0.5413,0.7461,0.9906
thessaloniki_1582,thessaloniki,4,11562.45,10250.95,0.8866,0.9066,0.3803,0.5161,0.8969
thessaloniki_2745,thessaloniki,20,4338.34,3630.99,0.837,0.9834,0.4389,0.4567,0.9825
thessaloniki_2649,thessaloniki,15,8482.18,8358.11,0.9854,0.9485,0.4447,0.5248,0.9355
thessaloniki_0116,thessaloniki,7,17121.06,32360.83,1.8901,0.9806,0.3588,0.3918,0.9811
thessaloniki_1236,thessaloniki,0,,,,,,,
thessaloniki_0926,thessaloniki,60,6543.3,5076.86,0.7759,0.9717,0.4913,0.6355,0.9822
thessaloniki_0920,thessaloniki,4,4627.21,3499.01,0.7562,0.834,0.2447,0.3073,0.7873
thessaloniki_2730,thessaloniki,8,22734.81,18529.6,0.815,0.9604,0.5207,0.7565,0.9583
thessaloniki_1317,thessaloniki,3,2426.81,905.92,0.3733,0.9477,0.2116,0.2163,0.9423
thessaloniki_0377,thessaloniki,3,6843.54,2855.03,0.4172,0.7673,0.3005,0.5416,0.7675
thessaloniki_0701,thessaloniki,0,,,,,,,
thessaloniki_1232,thessaloniki,6,3861.81,5155.99,1.3351,0.862,0.3829,0.7113,0.8469
thessaloniki_1189,thessaloniki,49,8452.02,6606.24,0.7816,0.9755,0.4976,0.6733,0.9682
thessaloniki_1177,thessaloniki,13,4237.58,4268.22,1.0072,0.7889,0.1989,0.3565,0.7433
thessaloniki_2731,thessaloniki,1,2417.85,0.0,0.0,0.6466,0.0591,0.1291,0.495
thessaloniki_1014,thessaloniki,59,5955.87,4384.32,0.7361,0.9861,0.5021,0.6106,0.9876
thessaloniki_1071,thessaloniki,36,6147.15,7856.3,1.278,0.9654,0.4735,0.6574,0.9542
thessaloniki_1234,thessaloniki,11,2708.76,2158.77,0.797,0.7921,0.3338,0.4407,0.7484
thessaloniki_1181,thessaloniki,58,7162.49,5515.28,0.77,0.9531,0.4508,0.6106,0.9465
thessaloniki_0864,thessaloniki,15,6180.44,6507.7,1.053,0.9492,0.4723,0.6556,0.9133
thessaloniki_1420,thessaloniki,0,,,,,,,
thessaloniki_1073,thessaloniki,22,6477.93,4678.39,0.7222,0.8873,0.3801,0.5647,0.8595
toronto_0634,toronto,0,,,,,,,
toronto_0035,toronto,0,,,,,,,
toronto_0250,toronto,1,89328.89,0.0,0.0,0.9979,0.5334,0.5475,0.994
toronto_0534,toronto,0,,,,,,,
toronto_0034,toronto,1,17540.14,0.0,0.0,1.0,0.6115,0.9253,0.9867
toronto_0388,toronto,0,,,,,,,
toronto_0594,toronto,0,,,,,,,
toronto_0338,toronto,6,26064.98,15717.09,0.603,0.9632,0.4497,0.5147,0.9562
toronto_0286,toronto,9,19670.21,7848.01,0.399,0.996,0.5004,0.563,0.9885
toronto_0094,toronto,1,16433.56,0.0,0.0,0.9927,0.4438,0.4202,0.9602
toronto_0557,toronto,0,,,,,,,
toronto_0601,toronto,0,,,,,,,
toronto_0273,toronto,10,24816.7,7979.62,0.3215,0.9679,0.4692,0.5572,0.9626
toronto_0374,toronto,8,30728.42,22413.56,0.7294,0.9502,0.4405,0.5726,0.9558
toronto_0452,toronto,1,882.12,0.0,0.0,0.9799,0.1118,0.1067,0.9998
toronto_0466,toronto,0,,,,,,,
toronto_0403,toronto,0,,,,,,,
toronto_0602,toronto,0,,,,,,,
toronto_0070,toronto,2,588.62,63.16,0.1073,0.8672,0.2411,0.5012,0.8928
toronto_0194,toronto,1,19729.46,0.0,0.0,0.9966,0.3182,0.2705,0.9934
toronto_0411,toronto,0,,,,,,,
toronto_0197,toronto,0,,,,,,,
toronto_0152,toronto,1,533.9,0.0,0.0,0.9283,0.0882,0.0874,0.9799
toronto_0295,toronto,3,11293.9,8203.71,0.7264,1.0,0.5202,0.5622,0.9867
toronto_0391,toronto,0,,,,,,,
toronto_0689,toronto,0,,,,,,,
toronto_0433,toronto,0,,,,,,,
toronto_0238,toronto,0,,,,,,,
turin_0079,turin,16,7780.14,8617.25,1.1076,0.9608,0.335,0.3829,0.9545
turin_0185,turin,4,45894.18,69723.99,1.5192,0.9503,0.3665,0.5801,0.9617
turin_0049,turin,14,9125.35,5061.46,0.5547,0.9952,0.5279,0.6591,0.9931
turin_0034,turin,6,4550.22,2786.0,0.6123,0.9044,0.3808,0.4636,0.8794
turin_0035,turin,3,9992.41,11221.37,1.123,1.0,0.5182,0.6103,0.9983
turin_0123,turin,36,9581.12,9896.24,1.0329,0.9603,0.4021,0.5101,0.9621
turin_0030,turin,14,3783.59,3628.22,0.9589,0.7881,0.1746,0.3253,0.7582
vancouver_0026,vancouver,0,,,,,,,
vancouver_0173,vancouver,0,,,,,,,
vancouver_0116,vancouver,0,,,,,,,
vancouver_0017,vancouver,0,,,,,,,
vancouver_0029,vancouver,0,,,,,,,
vancouver_0003,vancouver,0,,,,,,,
vancouver_0141,vancouver,0,,,,,,,
vancouver_0153,vancouver,0,,,,,,,
vancouver_0172,vancouver,0,,,,,,,
vancouver_0108,vancouver,0,,,,,,,
vancouver_0159,vancouver,0,,,,,,,
vancouver_0140,vancouver,0,,,,,,,
vancouver_0105,vancouver,0,,,,,,,
vancouver_0128,vancouver,0,,,,,,,
vancouver_0038,vancouver,0,,,,,,,
vancouver_0011,vancouver,0,,,,,,,
vancouver_0073,vancouver,0,,,,,,,
vancouver_0195,vancouver,0,,,,,,,
vancouver_0121,vancouver,0,,,,,,,
vancouver_0060,vancouver,0,,,,,,,
vancouver_0020,vancouver,0,,,,,,,
vancouver_0137,vancouver,0,,,,,,,
vancouver_0090,vancouver,2,22695.24,1365.87,0.0602,1.0,0.445,0.4205,0.9988
vancouver_0139,vancouver,0,,,,,,,
vancouver_0036,vancouver,0,,,,,,,
vancouver_0158,vancouver,0,,,,,,,
vancouver_0182,vancouver,0,,,,,,,
vancouver_0102,vancouver,0,,,,,,,
vancouver_0193,vancouver,0,,,,,,,
vancouver_0047,vancouver,1,12782.0,0.0,0.0,1.0,0.5017,0.6489,0.9988
verona_0544,verona,2,23466.33,905.17,0.0386,0.9319,0.5371,0.7885,0.924
verona_1969,verona,2,4156.41,3358.42,0.808,1.0,0.4839,0.495,1.0
verona_1319,verona,3,14084.16,9623.1,0.6833,0.9932,0.5047,0.6763,0.9837
verona_2040,verona,6,10326.01,14946.82,1.4475,0.8226,0.2714,0.3297,0.7777
verona_2762,verona,2,7404.72,1831.57,0.2474,0.9681,0.4941,0.698,0.9992
verona_1612,verona,11,7912.68,16323.15,2.0629,0.8466,0.2711,0.3291,0.798
verona_1482,verona,4,11414.5,3439.37,0.3013,0.9305,0.4585,0.5608,0.9186
verona_1433,verona,13,11912.53,8642.37,0.7255,0.9575,0.4416,0.5772,0.9779
verona_0831,verona,0,,,,,,,
verona_2659,verona,15,16981.49,17101.68,1.0071,0.9754,0.4543,0.5568,0.9703
verona_2283,verona,1,10709.03,0.0,0.0,0.9988,0.6199,0.9972,1.0
verona_1239,verona,0,,,,,,,
verona_0147,verona,5,14809.02,8676.25,0.5859,0.9941,0.5774,0.8149,0.9783
verona_0068,verona,5,8771.88,5733.51,0.6536,0.961,0.3955,0.4676,0.938
verona_1765,verona,24,8910.77,14329.0,1.6081,0.9377,0.4407,0.5537,0.9286
verona_1119,verona,3,28113.7,32356.05,1.1509,0.9683,0.4724,0.613,0.9701
verona_3189,verona,8,17551.27,11701.57,0.6667,0.9297,0.3982,0.5666,0.9164
verona_0420,verona,2,7543.01,6657.68,0.8826,0.9127,0.22,0.2962,0.9628
verona_1921,verona,10,6711.24,8924.13,1.3297,0.9775,0.2686,0.2893,0.9729
verona_2354,verona,5,6848.39,6795.37,0.9923,0.946,0.5877,0.8106,0.9413
verona_1122,verona,2,3542.45,2843.67,0.8027,0.9947,0.7453,0.8461,0.995
verona_0862,verona,6,11498.64,8947.91,0.7782,0.8987,0.3449,0.5149,0.8903
verona_0761,verona,1,678.05,0.0,0.0,0.9113,0.1622,0.2011,0.8855
verona_0929,verona,13,12182.17,12548.18,1.03,0.9852,0.5119,0.6169,0.9884
verona_1686,verona,10,13909.19,15579.26,1.1201,0.8281,0.304,0.4684,0.7982
verona_0525,verona,3,54270.51,69249.83,1.276,0.9418,0.4007,0.4701,0.9624
verona_2929,verona,4,10319.28,15778.07,1.529,0.8522,0.5118,0.7125,0.8174
vienna_0633,vienna,10,16892.77,3263.88,0.1932,0.9735,0.4538,0.5509,0.9697
vienna_0605,vienna,11,24458.53,32776.23,1.3401,0.9975,0.529,0.5885,0.999
vienna_0442,vienna,1,15531.11,0.0,0.0,0.9712,0.396,0.4027,0.9919
vienna_0440,vienna,0,,,,,,,
vienna_0197,vienna,20,9243.83,11421.05,1.2355,0.9669,0.453,0.5295,0.9779
vienna_0520,vienna,10,18254.6,7709.7,0.4223,0.9625,0.3935,0.478,0.9372
vienna_0368,vienna,0,,,,,,,
vienna_0457,vienna,0,,,,,,,
vienna_0195,vienna,15,25451.62,21587.23,0.8482,0.9681,0.5067,0.6805,0.9669
vienna_0088,vienna,18,14055.29,6360.83,0.4526,0.9815,0.4562,0.5388,0.9802
vienna_0407,vienna,12,10012.01,7399.98,0.7391,0.9628,0.44,0.6437,0.9914
vienna_0406,vienna,4,7385.47,5319.29,0.7202,0.9791,0.4861,0.6692,0.9979
vienna_0260,vienna,1,32443.56,0.0,0.0,0.9807,0.4225,0.4246,0.953
vienna_0206,vienna,8,5014.74,4881.89,0.9735,0.9608,0.2652,0.3431,0.9743
vienna_0573,vienna,2,11220.46,3998.76,0.3564,0.9996,0.5641,0.6861,0.9987
vienna_0459,vienna,1,500.86,0.0,0.0,0.9406,0.4301,0.6265,0.9802
vienna_0536,vienna,1,1903.28,0.0,0.0,0.7759,0.0835,0.1236,0.8423
vienna_0432,vienna,0,,,,,,,
vienna_0530,vienna,9,9692.25,8261.01,0.8523,0.9464,0.3671,0.4238,0.9656
vienna_0170,vienna,3,14483.84,4177.74,0.2884,0.9867,0.4645,0.496,0.9991
vienna_0230,vienna,3,9750.9,6646.81,0.6817,0.9255,0.5049,0.7412,0.9371
vienna_0159,vienna,0,,,,,,,
vienna_0270,vienna,0,,,,,,,
vienna_0070,vienna,2,24071.67,1073.75,0.0446,0.9549,0.4571,0.63,0.9665
vienna_0117,vienna,0,,,,,,,
vienna_0097,vienna,0,,,,,,,
vienna_0120,vienna,6,15804.01,17748.74,1.1231,0.9884,0.5401,0.6754,0.9842
vilnius_0523,vilnius,1,22761.91,0.0,0.0,0.9989,0.4928,0.4908,0.9976
vilnius_0209,vilnius,5,17334.75,8641.36,0.4985,0.9991,0.5115,0.6264,0.9991
vilnius_0474,vilnius,11,22610.98,17917.42,0.7924,0.9397,0.3487,0.4358,0.9633
vilnius_0579,vilnius,8,17115.95,13432.08,0.7848,0.9301,0.3115,0.3528,0.9089
vilnius_0126,vilnius,1,93909.91,0.0,0.0,0.906,0.4371,0.8987,0.9594
vilnius_0262,vilnius,0,,,,,,,
vilnius_0297,vilnius,0,,,,,,,
vilnius_0398,vilnius,0,,,,,,,
vilnius_0018,vilnius,4,30704.22,19771.66,0.6439,0.9997,0.4676,0.5852,0.9928
vilnius_0289,vilnius,3,20537.96,26926.33,1.3111,0.9002,0.2919,0.3782,0.9246
vilnius_0172,vilnius,0,,,,,,,
vilnius_0461,vilnius,0,,,,,,,
vilnius_0316,vilnius,9,24727.44,28487.42,1.1521,0.9476,0.3926,0.5497,0.9301
vilnius_0508,vilnius,1,9385.91,0.0,0.0,1.0,0.4214,0.4469,0.9906
vilnius_0199,vilnius,3,69730.78,92751.36,1.3301,0.8239,0.2635,0.3515,0.7788
vilnius_0351,vilnius,0,,,,,,,
vilnius_0477,vilnius,1,7532.72,0.0,0.0,1.0,0.5621,0.685,0.9849
vilnius_0321,vilnius,1,538.69,0.0,0.0,0.8793,0.1433,0.17,1.0
warsaw_0621,warsaw,3,20408.43,13082.51,0.641,0.9974,0.4132,0.4657,0.992
warsaw_0364,warsaw,0,,,,,,,
warsaw_0127,warsaw,0,,,,,,,
warsaw_0048,warsaw,0,,,,,,,
warsaw_0232,warsaw,0,,,,,,,
warsaw_0733,warsaw,11,17935.5,5864.01,0.3269,0.9967,0.4766,0.5231,0.9934
warsaw_0565,warsaw,0,,,,,,,
warsaw_0132,warsaw,0,,,,,,,
warsaw_0683,warsaw,2,64503.97,17540.12,0.2719,0.9986,0.2502,0.2142,0.993
warsaw_0229,warsaw,1,11095.81,0.0,0.0,0.9961,0.2856,0.2443,0.9772
warsaw_0233,warsaw,0,,,,,,,
warsaw_0524,warsaw,0,,,,,,,
warsaw_0105,warsaw,7,10596.31,5223.14,0.4929,0.9872,0.4706,0.5397,0.988
warsaw_0390,warsaw,0,,,,,,,
warsaw_0242,warsaw,1,68513.02,0.0,0.0,0.9993,0.6365,0.8621,0.9927
warsaw_0036,warsaw,3,10399.21,3884.78,0.3736,0.9824,0.472,0.6015,0.9724
warsaw_0393,warsaw,2,16401.86,4428.91,0.27,0.9977,0.5245,0.6468,0.9817
warsaw_0246,warsaw,2,45682.95,20281.78,0.444,1.0,0.5658,0.6839,0.9987
warsaw_0529,warsaw,0,,,,,,,
warsaw_0379,warsaw,0,,,,,,,
warsaw_0167,warsaw,0,,,,,,,
warsaw_0463,warsaw,1,33309.57,0.0,0.0,0.9967,0.512,0.6731,0.9785
warsaw_0255,warsaw,0,,,,,,,
warsaw_0454,warsaw,0,,,,,,,
warsaw_0776,warsaw,4,10398.31,6032.16,0.5801,0.9477,0.2933,0.3527,0.912
warsaw_0143,warsaw,0,,,,,,,
warsaw_0551,warsaw,2,14482.96,13425.59,0.927,0.7723,0.3664,0.7522,0.7245
warsaw_0615,warsaw,0,,,,,,,
warsaw_0436,warsaw,0,,,,,,,
warsaw_0808,warsaw,0,,,,,,,
warsaw_0517,warsaw,17,11784.97,6872.38,0.5831,0.9761,0.4821,0.5875,0.9601
warsaw_0238,warsaw,2,11696.42,696.85,0.0596,0.9872,0.3469,0.3521,0.9648
warsaw_0559,warsaw,1,13342.35,0.0,0.0,1.0,0.6183,0.731,0.9965
warsaw_0405,warsaw,0,,,,,,,
warsaw_0275,warsaw,6,11437.43,1758.37,0.1537,0.9916,0.5283,0.6348,0.9618
warsaw_0112,warsaw,1,20636.53,0.0,0.0,0.9955,0.6079,0.8649,0.9549
