patch_id,city_code,n_nodes_used,n_edges_used,n_4way,n_3way,n_deadend,proportion_4way,proportion_3way,proportion_deadend,mean_degree,mean_edge_length,total_edge_length,meshedness,intersection_density,street_density
birmingham_0346,birmingham,148,173,6,79,47,0.040541,0.533784,0.317568,2.3378,43.65,7550.92,0.089347,231.25,11.7983
birmingham_0299,birmingham,122,153,7,70,31,0.057377,0.57377,0.254098,2.5082,56.2,8599.25,0.133891,190.62,13.4363
bogota_0510,bogota,439,660,163,183,70,0.371298,0.416856,0.159453,3.0068,36.03,23782.63,0.254296,685.94,37.1604
bogota_0265,bogota,155,209,33,75,33,0.212903,0.483871,0.212903,2.6968,56.93,11897.69,0.180328,242.19,18.5901
bogota_0371,bogota,284,440,103,125,28,0.362676,0.440141,0.098592,3.0986,46.34,20387.68,0.278863,443.75,31.8557
bogota_0563,bogota,213,290,55,88,44,0.258216,0.413146,0.206573,2.723,52.49,15221.92,0.185273,332.81,23.7842
bogota_0567,bogota,259,380,65,128,36,0.250965,0.494208,0.138996,2.9344,50.13,19048.94,0.237817,404.69,29.764
bogota_0027,bogota,300,436,62,180,32,0.206667,0.6,0.106667,2.9067,47.88,20876.88,0.230252,468.75,32.6201
bogota_0375,bogota,371,589,159,148,30,0.428571,0.398922,0.080863,3.1752,39.36,23182.32,0.297151,579.69,36.2224
bogota_0302,bogota,188,250,55,63,55,0.292553,0.335106,0.292553,2.6596,47.65,11913.57,0.169811,293.75,18.6149
bogota_0068,bogota,491,758,126,295,16,0.256619,0.600815,0.032587,3.0876,38.76,29378.19,0.274309,767.19,45.9034
bogota_0221,bogota,291,448,90,150,16,0.309278,0.515464,0.054983,3.079,46.91,21016.92,0.27383,454.69,32.8389
bogota_0550,bogota,291,386,56,134,70,0.19244,0.460481,0.24055,2.6529,38.12,14712.41,0.166378,454.69,22.9881
bogota_0345,bogota,199,284,58,89,38,0.291457,0.447236,0.190955,2.8543,48.2,13687.6,0.21883,310.94,21.3869
bogota_0194,bogota,167,239,36,87,21,0.215569,0.520958,0.125749,2.8623,53.98,12900.36,0.221884,260.94,20.1568
bogota_0121,bogota,307,442,60,182,41,0.19544,0.592834,0.13355,2.8795,42.62,18837.9,0.223317,479.69,29.4342
bogota_0656,bogota,200,272,34,112,36,0.17,0.56,0.18,2.72,49.9,13572.36,0.18481,312.5,21.2068
bogota_0201,bogota,267,396,74,136,32,0.277154,0.509363,0.11985,2.9663,44.7,17701.69,0.245747,417.19,27.6589
bogota_0407,bogota,179,252,35,96,23,0.195531,0.536313,0.128492,2.8156,57.08,14384.84,0.209632,279.69,22.4763
bogota_0478,bogota,506,816,213,218,33,0.420949,0.43083,0.065217,3.2253,31.6,25789.16,0.308838,790.62,40.2956
bogota_0044,bogota,265,358,46,138,47,0.173585,0.520755,0.177358,2.7019,48.3,17291.8,0.179048,414.06,27.0184
bogota_0509,bogota,492,731,158,221,74,0.321138,0.449187,0.150407,2.9715,35.42,25891.45,0.245148,768.75,40.4554
bogota_0611,bogota,243,349,72,107,39,0.296296,0.440329,0.160494,2.8724,50.55,17642.86,0.222453,379.69,27.567
bogota_0117,bogota,162,201,28,68,46,0.17284,0.419753,0.283951,2.4815,50.4,10131.25,0.125392,253.12,15.8301
bogota_0335,bogota,419,633,120,217,35,0.286396,0.5179,0.083532,3.0215,37.33,23629.85,0.258103,654.69,36.9216
bogota_0289,bogota,194,240,14,111,47,0.072165,0.572165,0.242268,2.4742,46.62,11189.61,0.122715,303.12,17.4838
bogota_0154,bogota,284,384,43,162,48,0.151408,0.570423,0.169014,2.7042,45.37,17423.16,0.179396,443.75,27.2237
bogota_0294,bogota,274,382,42,171,39,0.153285,0.624088,0.142336,2.7883,46.99,17949.67,0.200737,428.12,28.0464
bogota_0231,bogota,180,224,19,94,44,0.105556,0.522222,0.244444,2.4889,59.63,13357.68,0.126761,281.25,20.8714
bologna_0178,bologna,164,236,17,120,13,0.103659,0.731707,0.079268,2.878,41.73,9847.38,0.226006,256.25,15.3865
bologna_0095,bologna,153,200,16,93,31,0.104575,0.607843,0.202614,2.6144,33.45,6689.41,0.159468,239.06,10.4522
bologna_0106,bologna,658,842,116,318,188,0.176292,0.483283,0.285714,2.5593,29.61,24931.18,0.141114,1028.12,38.955
bologna_0052,bologna,155,206,32,66,28,0.206452,0.425806,0.180645,2.6581,47.83,9853.45,0.170492,242.19,15.396
bologna_0024,bologna,76,90,12,30,26,0.157895,0.394737,0.342105,2.3684,49.23,4430.39,0.102041,118.75,6.9225
bologna_0087,bologna,41,45,1,19,13,0.02439,0.463415,0.317073,2.1951,106.82,4806.76,0.064935,64.06,7.5106
brasilia_2052,brasilia,39,46,1,20,8,0.025641,0.512821,0.205128,2.359,99.74,4588.09,0.109589,60.94,7.1689
brasilia_2089,brasilia,43,53,1,26,8,0.023256,0.604651,0.186047,2.4651,105.27,5579.27,0.135802,67.19,8.7176
brasilia_2000,brasilia,66,94,12,40,8,0.181818,0.606061,0.121212,2.8485,86.49,8129.97,0.228346,103.12,12.7031
brasilia_2428,brasilia,88,122,3,64,2,0.034091,0.727273,0.022727,2.7727,83.88,10232.77,0.204678,137.5,15.9887
brasilia_0975,brasilia,54,75,1,36,2,0.018519,0.666667,0.037037,2.7778,78.26,5869.26,0.213592,84.37,9.1707
brasilia_2412,brasilia,79,103,4,46,6,0.050633,0.582278,0.075949,2.6076,83.46,8596.16,0.163399,123.44,13.4315
brasilia_0790,brasilia,153,210,14,94,8,0.091503,0.614379,0.052288,2.7451,61.75,12967.5,0.192691,239.06,20.2617
brasilia_2417,brasilia,68,100,10,45,1,0.147059,0.661765,0.014706,2.9412,81.67,8167.41,0.251908,106.25,12.7616
brasilia_1715,brasilia,27,28,0,12,10,0.0,0.444444,0.37037,2.0741,93.15,2608.13,0.040816,42.19,4.0752
brasilia_0744,brasilia,43,61,8,22,2,0.186047,0.511628,0.046512,2.8372,96.14,5864.73,0.234568,67.19,9.1636
brasilia_1180,brasilia,37,55,3,30,0,0.081081,0.810811,0.0,2.973,100.13,5507.16,0.275362,57.81,8.6049
brasilia_1669,brasilia,55,60,3,22,18,0.054545,0.4,0.327273,2.1818,107.53,6451.54,0.057143,85.94,10.0805
brasilia_2394,brasilia,102,150,16,67,3,0.156863,0.656863,0.029412,2.9412,84.94,12740.67,0.246231,159.37,19.9073
brasilia_0344,brasilia,153,204,11,94,14,0.071895,0.614379,0.091503,2.6667,70.73,14428.21,0.172757,239.06,22.5441
brasilia_0311,brasilia,141,193,13,86,11,0.092199,0.609929,0.078014,2.7376,72.62,14015.85,0.191336,220.31,21.8998
brasilia_2411,brasilia,46,60,0,32,4,0.0,0.695652,0.086957,2.6087,87.44,5246.3,0.172414,71.87,8.1973
brasilia_0892,brasilia,58,66,9,21,23,0.155172,0.362069,0.396552,2.2759,85.63,5651.4,0.081081,90.62,8.8303
brasilia_0587,brasilia,136,188,17,86,16,0.125,0.632353,0.117647,2.7647,68.9,12953.47,0.198502,212.5,20.2398
brasilia_0343,brasilia,143,190,12,79,12,0.083916,0.552448,0.083916,2.6573,74.79,14210.91,0.170819,223.44,22.2045
brasilia_0732,brasilia,40,48,1,21,7,0.025,0.525,0.175,2.4,55.2,2649.67,0.12,62.5,4.1401
brasilia_0576,brasilia,42,57,7,19,6,0.166667,0.452381,0.142857,2.7143,133.25,7595.51,0.202532,65.62,11.868
brasilia_0303,brasilia,68,86,1,41,7,0.014706,0.602941,0.102941,2.5294,81.04,6969.47,0.145038,106.25,10.8898
brasilia_0415,brasilia,101,131,3,64,10,0.029703,0.633663,0.09901,2.5941,82.95,10866.88,0.15736,157.81,16.9795
brasilia_0781,brasilia,51,71,13,22,8,0.254902,0.431373,0.156863,2.7843,85.46,6067.5,0.216495,79.69,9.4805
brasilia_1849,brasilia,56,69,2,27,5,0.035714,0.482143,0.089286,2.4643,81.61,5631.18,0.130841,87.5,8.7987
brasilia_0977,brasilia,224,313,17,154,16,0.075893,0.6875,0.071429,2.7946,55.26,17296.82,0.20316,350.0,27.0263
brasilia_0435,brasilia,26,25,0,11,13,0.0,0.423077,0.5,1.9231,77.06,1926.39,0.0,40.62,3.01
brasilia_1179,brasilia,60,79,0,41,3,0.0,0.683333,0.05,2.6333,40.93,3233.78,0.173913,93.75,5.0528
brasilia_0403,brasilia,125,172,3,95,7,0.024,0.76,0.056,2.752,58.83,10119.61,0.195918,195.31,15.8119
brasilia_0224,brasilia,68,90,0,50,6,0.0,0.735294,0.088235,2.6471,80.28,7224.82,0.175573,106.25,11.2888
brasilia_0689,brasilia,231,319,9,173,15,0.038961,0.748918,0.064935,2.7619,51.91,16557.74,0.194748,360.94,25.8715
brasilia_1773,brasilia,34,38,1,16,10,0.029412,0.470588,0.294118,2.2353,60.78,2309.57,0.079365,53.12,3.6087
brasilia_0735,brasilia,128,175,7,93,13,0.054688,0.726562,0.101562,2.7344,59.68,10444.44,0.191235,200.0,16.3194
brasilia_1146,brasilia,111,152,8,82,16,0.072072,0.738739,0.144144,2.7387,62.36,9479.09,0.193548,173.44,14.8111
brasilia_0644,brasilia,221,307,9,167,13,0.040724,0.755656,0.058824,2.7783,53.51,16427.6,0.199085,345.31,25.6681
brasilia_1604,brasilia,42,50,2,23,11,0.047619,0.547619,0.261905,2.381,97.3,4864.79,0.113924,65.62,7.6012
brasilia_0940,brasilia,126,176,14,77,14,0.111111,0.611111,0.111111,2.7937,70.58,12422.89,0.206478,196.87,19.4108
brasilia_2079,brasilia,31,33,0,15,11,0.0,0.483871,0.354839,2.129,61.51,2029.82,0.052632,48.44,3.1716
brasilia_0979,brasilia,57,79,2,43,3,0.035088,0.754386,0.052632,2.7719,77.09,6090.34,0.211009,89.06,9.5162
brasilia_0603,brasilia,247,347,11,189,11,0.044534,0.765182,0.044534,2.8097,49.96,17335.92,0.206544,385.94,27.0874
brasilia_1537,brasilia,32,35,0,16,13,0.0,0.5,0.40625,2.1875,84.74,2965.86,0.067797,50.0,4.6342
brasilia_0575,brasilia,67,89,5,38,14,0.074627,0.567164,0.208955,2.6567,96.41,8580.23,0.178295,104.69,13.4066
brasilia_1998,brasilia,228,313,8,171,23,0.035088,0.75,0.100877,2.7456,51.66,16168.8,0.190687,356.25,25.2637
brasilia_0196,brasilia,100,128,7,55,13,0.07,0.55,0.13,2.56,65.99,8446.46,0.148718,156.25,13.1976
brasilia_1848,brasilia,120,157,4,75,9,0.033333,0.625,0.075,2.6167,70.24,11027.14,0.161702,187.5,17.2299
brasilia_1402,brasilia,98,125,7,56,22,0.071429,0.571429,0.22449,2.551,64.3,8037.97,0.146597,153.12,12.5593
brasilia_0549,brasilia,180,231,16,103,36,0.088889,0.572222,0.2,2.5667,58.6,13537.63,0.146479,281.25,21.1525
brasilia_0613,brasilia,40,52,3,22,7,0.075,0.55,0.175,2.6,86.88,4517.54,0.173333,62.5,7.0587
brasilia_0799,brasilia,50,58,0,29,16,0.0,0.58,0.32,2.32,63.67,3692.86,0.094737,78.12,5.7701
brasilia_0831,brasilia,123,166,8,84,17,0.065041,0.682927,0.138211,2.6992,61.73,10246.76,0.182573,192.19,16.0106
brasilia_0595,brasilia,45,44,0,19,21,0.0,0.422222,0.466667,1.9556,109.14,4802.02,0.0,70.31,7.5032
brasilia_1350,brasilia,46,56,2,27,11,0.043478,0.586957,0.23913,2.4348,77.53,4341.56,0.126437,71.87,6.7837
brasilia_2017,brasilia,45,47,1,18,19,0.022222,0.4,0.422222,2.0889,101.82,4785.6,0.035294,70.31,7.4775
brasilia_0548,brasilia,188,258,16,125,17,0.085106,0.664894,0.090426,2.7447,59.54,15360.99,0.191375,293.75,24.0015
brasilia_1961,brasilia,313,465,63,201,23,0.201278,0.642173,0.073482,2.9712,46.4,21576.93,0.246377,489.06,33.714
brasilia_0495,brasilia,221,311,28,144,23,0.126697,0.651584,0.104072,2.8145,50.62,15744.23,0.208238,345.31,24.6004
brasilia_1413,brasilia,206,287,23,140,27,0.11165,0.679612,0.131068,2.7864,49.69,14260.87,0.201474,321.87,22.2826
brasilia_0814,brasilia,55,61,3,26,20,0.054545,0.472727,0.363636,2.2182,88.19,5379.57,0.066667,85.94,8.4056
brasilia_0297,brasilia,157,220,10,108,5,0.063694,0.687898,0.031847,2.8025,65.05,14310.97,0.20712,245.31,22.3609
brasilia_1535,brasilia,50,61,2,25,13,0.04,0.5,0.26,2.44,99.11,6045.59,0.126316,78.12,9.4462
brasilia_1984,brasilia,151,201,7,104,21,0.046358,0.688742,0.139073,2.6623,61.87,12436.14,0.171717,235.94,19.4315
brasilia_0372,brasilia,164,230,9,123,9,0.054878,0.75,0.054878,2.8049,64.39,14810.61,0.20743,256.25,23.1416
brasilia_1220,brasilia,58,68,0,35,18,0.0,0.603448,0.310345,2.3448,51.98,3534.31,0.099099,90.62,5.5224
brasilia_0347,brasilia,127,175,10,84,14,0.07874,0.661417,0.110236,2.7559,71.29,12475.31,0.196787,198.44,19.4927
brasilia_1890,brasilia,113,142,3,69,23,0.026549,0.610619,0.20354,2.5133,67.07,9524.14,0.135747,176.56,14.8815
brasilia_1296,brasilia,72,96,6,38,11,0.083333,0.527778,0.152778,2.6667,60.45,5803.24,0.179856,112.5,9.0676
brasilia_1323,brasilia,251,351,36,153,34,0.143426,0.609562,0.135458,2.7968,46.23,16227.14,0.203219,392.19,25.3549
brasilia_0458,brasilia,119,162,16,69,15,0.134454,0.579832,0.12605,2.7227,64.26,10409.34,0.188841,185.94,16.2646
brasilia_1175,brasilia,167,242,24,116,14,0.143713,0.694611,0.083832,2.8982,48.03,11623.8,0.231003,260.94,18.1622
brasilia_1382,brasilia,202,278,19,140,26,0.094059,0.693069,0.128713,2.7525,48.59,13507.02,0.192982,315.62,21.1047
brasilia_1232,brasilia,459,675,81,296,38,0.176471,0.64488,0.082789,2.9412,38.77,26171.87,0.237678,717.19,40.8936
brasilia_1922,brasilia,39,49,6,17,9,0.153846,0.435897,0.230769,2.5128,64.3,3150.49,0.150685,60.94,4.9226
brasilia_1866,brasilia,217,268,7,134,46,0.032258,0.617512,0.211982,2.47,44.06,11807.27,0.121212,339.06,18.4489
brasilia_1501,brasilia,72,91,1,47,18,0.013889,0.652778,0.25,2.5278,72.31,6580.17,0.143885,112.5,10.2815
brasilia_1566,brasilia,47,55,0,22,9,0.0,0.468085,0.191489,2.3404,78.99,4344.34,0.101124,73.44,6.788
brasilia_0273,brasilia,163,191,3,92,42,0.018405,0.564417,0.257669,2.3436,63.1,12051.43,0.090343,254.69,18.8304
brasilia_1962,brasilia,217,300,32,127,31,0.147465,0.585253,0.142857,2.765,54.37,16310.36,0.195804,339.06,25.4849
brasilia_1037,brasilia,142,183,6,89,19,0.042254,0.626761,0.133803,2.5775,61.35,11227.37,0.150538,221.87,17.5428
brasilia_0829,brasilia,109,156,16,66,4,0.146789,0.605505,0.036697,2.8624,69.19,10794.29,0.225352,170.31,16.8661
brasilia_0942,brasilia,113,157,9,77,10,0.079646,0.681416,0.088496,2.7788,62.42,9800.05,0.20362,176.56,15.3126
brasilia_0806,brasilia,170,232,11,114,21,0.064706,0.670588,0.123529,2.7294,62.62,14527.83,0.18806,265.62,22.6997
brasilia_1609,brasilia,142,203,17,97,12,0.119718,0.683099,0.084507,2.8592,64.49,13092.22,0.222222,221.87,20.4566
brasilia_0890,brasilia,97,131,11,53,17,0.113402,0.546392,0.175258,2.701,62.82,8229.79,0.185185,151.56,12.859
brasilia_1015,brasilia,63,82,2,38,10,0.031746,0.603175,0.15873,2.6032,77.72,6373.45,0.165289,98.44,9.9585
brasilia_0776,brasilia,179,236,8,126,28,0.044693,0.703911,0.156425,2.6369,47.34,11173.0,0.164306,279.69,17.4578
brasilia_0807,brasilia,185,249,9,131,24,0.048649,0.708108,0.12973,2.6919,57.23,14251.27,0.178082,289.06,22.2676
brasilia_0034,brasilia,31,36,3,12,8,0.096774,0.387097,0.258065,2.3226,105.77,3807.79,0.105263,48.44,5.9497
brasilia_1697,brasilia,66,86,4,41,12,0.060606,0.621212,0.181818,2.6061,70.39,6053.58,0.165354,103.12,9.4587
brasilia_1074,brasilia,176,227,7,112,24,0.039773,0.636364,0.136364,2.5795,56.1,12733.95,0.149856,275.0,19.8968
brasilia_0895,brasilia,38,40,0,19,15,0.0,0.5,0.394737,2.1053,106.66,4266.57,0.042254,59.37,6.6665
brasilia_1297,brasilia,59,77,2,37,8,0.033898,0.627119,0.135593,2.6102,60.22,4636.61,0.168142,92.19,7.2447
brasilia_1775,brasilia,45,56,5,21,9,0.111111,0.466667,0.2,2.4889,94.73,5304.76,0.141176,70.31,8.2887
brasilia_1665,brasilia,42,51,3,24,12,0.071429,0.571429,0.285714,2.4286,56.78,2895.74,0.126582,65.62,4.5246
brasilia_1688,brasilia,56,74,8,31,11,0.142857,0.553571,0.196429,2.6429,66.08,4889.79,0.17757,87.5,7.6403
brasilia_1043,brasilia,133,164,6,78,31,0.045113,0.586466,0.233083,2.4662,62.43,10238.66,0.122605,207.81,15.9979
brasilia_0249,brasilia,214,288,24,127,27,0.11215,0.593458,0.126168,2.6916,57.64,16599.74,0.177305,334.37,25.9371
brasilia_1696,brasilia,53,67,3,29,7,0.056604,0.54717,0.132075,2.5283,109.11,7310.66,0.148515,82.81,11.4229
bratislava_0002,bratislava,34,35,0,16,14,0.0,0.470588,0.411765,2.0588,75.7,2649.67,0.031746,53.12,4.1401
bratislava_0234,bratislava,773,1007,113,434,192,0.146184,0.561449,0.248383,2.6054,25.48,25659.11,0.152498,1207.81,40.0924
bratislava_0201,bratislava,860,1133,127,480,205,0.147674,0.55814,0.238372,2.6349,28.41,32193.79,0.159767,1343.75,50.3028
bratislava_0203,bratislava,1166,1595,199,668,241,0.170669,0.572899,0.20669,2.7358,22.69,36182.93,0.184787,1821.87,56.5358
bratislava_0377,bratislava,157,197,13,87,39,0.082803,0.55414,0.248408,2.5096,46.63,9185.22,0.132686,245.31,14.3519
bratislava_0339,bratislava,38,44,2,18,10,0.052632,0.473684,0.263158,2.3158,95.81,4215.47,0.098592,59.37,6.5867
bratislava_0395,bratislava,118,137,11,53,37,0.09322,0.449153,0.313559,2.322,63.47,8695.56,0.08658,184.37,13.5868
bratislava_0345,bratislava,846,1133,127,490,176,0.150118,0.579196,0.208038,2.6785,27.68,31364.78,0.170717,1321.87,49.0075
bratislava_0120,bratislava,28,35,1,17,5,0.035714,0.607143,0.178571,2.5,106.3,3720.51,0.156863,43.75,5.8133
bratislava_0316,bratislava,813,1067,121,455,198,0.148831,0.559656,0.243542,2.6248,27.97,29845.24,0.15731,1270.31,46.6332
bratislava_0296,bratislava,74,79,2,32,26,0.027027,0.432432,0.351351,2.1351,93.56,7391.4,0.041958,115.62,11.5491
bratislava_0438,bratislava,259,329,49,109,73,0.189189,0.420849,0.281853,2.5405,37.7,12402.12,0.138402,404.69,19.3783
bratislava_0035,bratislava,38,44,3,15,9,0.078947,0.394737,0.236842,2.3158,102.24,4498.77,0.098592,59.37,7.0293
bratislava_0162,bratislava,39,43,3,13,11,0.076923,0.333333,0.282051,2.2051,89.48,3847.65,0.068493,60.94,6.012
bratislava_0101,bratislava,311,409,55,157,74,0.176849,0.504823,0.237942,2.6302,39.77,16265.3,0.160454,485.94,25.4145
bratislava_0103,bratislava,101,137,14,59,15,0.138614,0.584158,0.148515,2.7129,71.41,9783.08,0.187817,157.81,15.2861
bruges_0082,bruges,241,300,12,152,58,0.049793,0.630705,0.240664,2.4896,40.21,12063.01,0.125786,376.56,18.8485
brussels_0010,brussels,126,170,10,77,18,0.079365,0.611111,0.142857,2.6984,30.91,5255.45,0.182186,196.87,8.2116
bucharest_0022,bucharest,95,108,2,49,27,0.021053,0.515789,0.284211,2.2737,60.75,6560.92,0.075676,148.44,10.2514
bucharest_0079,bucharest,63,94,16,38,8,0.253968,0.603175,0.126984,2.9841,39.02,3667.71,0.264463,98.44,5.7308
bucharest_0126,bucharest,119,164,6,85,7,0.05042,0.714286,0.058824,2.7563,72.81,11941.01,0.197425,185.94,18.6578
bucharest_0246,bucharest,526,719,64,329,84,0.121673,0.625475,0.159696,2.7338,33.71,24240.71,0.185291,821.87,37.8761
bucharest_0243,bucharest,133,167,1,94,28,0.007519,0.706767,0.210526,2.5113,61.39,10252.58,0.1341,207.81,16.0197
bucharest_0050,bucharest,204,265,11,119,40,0.053922,0.583333,0.196078,2.598,52.79,13988.67,0.153846,318.75,21.8573
bucharest_0349,bucharest,180,226,8,110,38,0.044444,0.611111,0.211111,2.5111,55.1,12451.74,0.132394,281.25,19.4559
bucharest_0110,bucharest,250,342,41,142,46,0.164,0.568,0.184,2.736,44.44,15197.51,0.187879,390.62,23.7461
bucharest_0023,bucharest,201,284,17,136,31,0.084577,0.676617,0.154229,2.8259,51.61,14656.58,0.211587,314.06,22.9009
bucharest_0264,bucharest,385,495,34,234,85,0.088312,0.607792,0.220779,2.5714,37.41,18515.65,0.145098,601.56,28.9307
bucharest_0094,bucharest,131,175,15,77,22,0.114504,0.587786,0.167939,2.6718,59.32,10380.66,0.175097,204.69,16.2198
bucharest_0217,bucharest,217,268,36,101,71,0.165899,0.465438,0.327189,2.47,39.11,10480.88,0.121212,339.06,16.3764
bucharest_0150,bucharest,307,411,35,185,50,0.114007,0.602606,0.162866,2.6775,44.64,18347.17,0.172414,479.69,28.6675
bucharest_0058,bucharest,95,130,11,54,9,0.115789,0.568421,0.094737,2.7368,77.23,10039.46,0.194595,148.44,15.6867
bucharest_0157,bucharest,100,119,7,44,23,0.07,0.44,0.23,2.38,75.79,9019.36,0.102564,156.25,14.0927
bucharest_0151,bucharest,277,383,32,178,33,0.115523,0.642599,0.119134,2.7653,48.9,18728.13,0.1949,432.81,29.2627
bucharest_0197,bucharest,189,242,15,111,38,0.079365,0.587302,0.201058,2.5608,56.27,13617.54,0.144772,295.31,21.2774
bucharest_0196,bucharest,221,287,12,145,40,0.054299,0.656109,0.180995,2.5973,54.69,15697.42,0.153318,345.31,24.5272
bucharest_0131,bucharest,269,388,42,166,33,0.156134,0.6171,0.122677,2.8848,44.24,17165.84,0.225141,420.31,26.8216
budapest_0684,budapest,63,83,6,37,9,0.095238,0.587302,0.142857,2.6349,88.73,7364.91,0.173554,98.44,11.5077
budapest_0616,budapest,87,92,5,39,39,0.057471,0.448276,0.448276,2.1149,38.99,3586.84,0.035503,135.94,5.6044
budapest_0604,budapest,75,98,13,35,15,0.173333,0.466667,0.2,2.6133,80.65,7903.81,0.165517,117.19,12.3497
budapest_0496,budapest,432,719,219,157,21,0.506944,0.363426,0.048611,3.3287,37.17,26721.64,0.335274,675.0,41.7526
budapest_0460,budapest,249,387,93,109,19,0.373494,0.437751,0.076305,3.1084,44.99,17410.4,0.281947,389.06,27.2038
budapest_0709,budapest,64,89,13,30,9,0.203125,0.46875,0.140625,2.7812,94.34,8396.65,0.211382,100.0,13.1198
budapest_0666,budapest,84,108,11,41,24,0.130952,0.488095,0.285714,2.5714,66.61,7193.44,0.153374,131.25,11.2397
budapest_0595,budapest,53,66,4,26,11,0.075472,0.490566,0.207547,2.4906,99.48,6565.89,0.138614,82.81,10.2592
budapest_0718,budapest,97,134,21,47,15,0.216495,0.484536,0.154639,2.7629,75.7,10144.41,0.201058,151.56,15.8506
budapest_0788,budapest,97,147,30,42,11,0.309278,0.43299,0.113402,3.0309,69.28,10184.89,0.269841,151.56,15.9139
budapest_0328,budapest,332,502,82,195,19,0.246988,0.587349,0.057229,3.0241,34.85,17493.54,0.259484,518.75,27.3337
budapest_0563,budapest,82,126,26,30,7,0.317073,0.365854,0.085366,3.0732,81.19,10230.21,0.283019,128.12,15.9847
budapest_0733,budapest,54,68,4,28,8,0.074074,0.518519,0.148148,2.5185,103.37,7029.39,0.145631,84.37,10.9834
budapest_0592,budapest,142,200,32,74,22,0.225352,0.521127,0.15493,2.8169,65.86,13171.56,0.21147,221.87,20.5806
budapest_0351,budapest,257,358,42,151,36,0.163424,0.587549,0.140078,2.786,39.07,13985.46,0.200393,401.56,21.8523
budapest_0654,budapest,90,125,11,54,6,0.122222,0.6,0.066667,2.7778,78.09,9761.25,0.205714,140.62,15.252
budapest_0202,budapest,105,115,8,48,44,0.07619,0.457143,0.419048,2.1905,40.07,4608.35,0.053659,164.06,7.2005
budapest_0685,budapest,81,110,12,42,8,0.148148,0.518519,0.098765,2.716,75.73,8330.01,0.191083,126.56,13.0156
budapest_0396,budapest,50,57,0,27,13,0.0,0.54,0.26,2.28,74.33,4237.02,0.084211,78.12,6.6203
budapest_0765,budapest,83,108,11,42,17,0.13253,0.506024,0.204819,2.6024,56.02,6049.92,0.161491,129.69,9.453
budapest_0278,budapest,234,326,45,127,46,0.192308,0.542735,0.196581,2.7863,47.73,15560.12,0.200864,365.62,24.3127
budapest_0295,budapest,197,274,37,112,32,0.187817,0.568528,0.162437,2.7817,55.19,15122.91,0.200514,307.81,23.6296
budapest_0065,budapest,111,144,15,56,28,0.135135,0.504505,0.252252,2.5946,64.54,9294.48,0.156682,173.44,14.5226
budapest_0378,budapest,124,167,12,76,17,0.096774,0.612903,0.137097,2.6935,60.23,10058.04,0.18107,193.75,15.7157
budapest_0446,budapest,147,186,22,68,37,0.14966,0.462585,0.251701,2.5306,47.95,8918.96,0.138408,229.69,13.9359
budapest_0479,budapest,131,167,18,65,29,0.137405,0.496183,0.221374,2.5496,46.58,7778.39,0.143969,204.69,12.1537
budapest_0313,budapest,238,311,28,135,56,0.117647,0.567227,0.235294,2.6134,41.01,12753.47,0.157113,371.87,19.9273
budapest_0565,budapest,308,405,43,169,73,0.13961,0.548701,0.237013,2.6299,39.63,16050.79,0.160393,481.25,25.0794
budapest_0270,budapest,52,60,9,18,20,0.173077,0.346154,0.384615,2.3077,52.7,3161.7,0.090909,81.25,4.9402
budapest_0011,budapest,92,124,13,52,14,0.141304,0.565217,0.152174,2.6957,75.28,9335.09,0.184358,143.75,14.5861
budapest_0167,budapest,81,112,10,51,12,0.123457,0.62963,0.148148,2.7654,68.64,7687.35,0.203822,126.56,12.0115
budapest_0370,budapest,279,373,48,146,57,0.172043,0.523297,0.204301,2.6738,34.64,12919.3,0.17179,435.94,20.1864
budapest_0463,budapest,314,428,62,158,66,0.197452,0.503185,0.210191,2.7261,37.82,16187.38,0.184591,490.62,25.2928
budapest_0052,budapest,141,202,26,76,19,0.184397,0.539007,0.134752,2.8652,49.05,9908.07,0.223827,220.31,15.4814
budapest_0095,budapest,86,119,11,50,6,0.127907,0.581395,0.069767,2.7674,73.79,8780.5,0.203593,134.37,13.7195
budapest_0160,budapest,157,193,13,84,45,0.082803,0.535032,0.286624,2.4586,46.54,8982.7,0.119741,245.31,14.0355
