patch_id,city_code,n_nodes_used,n_edges_used,n_4way,n_3way,n_deadend,proportion_4way,proportion_3way,proportion_deadend,mean_degree,mean_edge_length,total_edge_length,meshedness,intersection_density,street_density
cairo_0914,cairo,240,337,13,182,14,0.054167,0.758333,0.058333,2.8083,50.12,16890.78,0.206316,375.0,26.3918
cairo_0791,cairo,163,232,19,110,10,0.116564,0.674847,0.06135,2.8466,59.79,13870.68,0.218069,254.69,21.6729
cairo_0153,cairo,162,197,4,95,33,0.024691,0.58642,0.203704,2.4321,40.83,8043.22,0.112853,253.12,12.5675
cairo_0232,cairo,235,316,28,141,35,0.119149,0.6,0.148936,2.6894,50.38,15919.79,0.176344,367.19,24.8747
cairo_0435,cairo,140,177,18,69,31,0.128571,0.492857,0.221429,2.5286,38.23,6766.47,0.138182,218.75,10.5726
cairo_0090,cairo,478,658,62,310,74,0.129707,0.648536,0.154812,2.7531,32.41,21324.34,0.190326,746.87,33.3193
cairo_1845,cairo,62,76,0,37,9,0.0,0.596774,0.145161,2.4516,77.24,5870.33,0.12605,96.87,9.1724
cairo_0542,cairo,75,100,1,53,5,0.013333,0.706667,0.066667,2.6667,61.67,6167.04,0.17931,117.19,9.636
cairo_0416,cairo,91,128,17,43,6,0.186813,0.472527,0.065934,2.8132,76.77,9827.06,0.214689,142.19,15.3548
cairo_0544,cairo,119,162,11,74,10,0.092437,0.621849,0.084034,2.7227,80.64,13063.97,0.188841,185.94,20.4125
cairo_0865,cairo,133,184,8,91,5,0.06015,0.684211,0.037594,2.7669,70.53,12977.72,0.199234,207.81,20.2777
cairo_0906,cairo,191,264,10,138,12,0.052356,0.722513,0.062827,2.7644,58.41,15419.39,0.196286,298.44,24.0928
cairo_0350,cairo,329,478,18,277,18,0.054711,0.841945,0.054711,2.9058,29.28,13994.87,0.229709,514.06,21.867
cairo_0113,cairo,414,539,50,243,96,0.120773,0.586957,0.231884,2.6039,38.01,20485.73,0.153098,646.87,32.009
cairo_0338,cairo,122,161,5,82,14,0.040984,0.672131,0.114754,2.6393,64.48,10380.62,0.167364,190.62,16.2197
cairo_0043,cairo,425,546,44,251,101,0.103529,0.590588,0.237647,2.5694,37.91,20696.38,0.144379,664.06,32.3381
cairo_0060,cairo,273,377,34,172,35,0.124542,0.630037,0.128205,2.7619,42.87,16162.16,0.194085,426.56,25.2534
cairo_0943,cairo,287,415,13,240,10,0.045296,0.836237,0.034843,2.892,32.01,13283.36,0.226714,448.44,20.7552
cairo_0942,cairo,751,1094,21,658,14,0.027963,0.876165,0.018642,2.9134,25.77,28195.75,0.229793,1173.44,44.0559
cairo_0578,cairo,116,156,8,73,9,0.068966,0.62931,0.077586,2.6897,66.05,10303.24,0.180617,181.25,16.0988
cairo_0496,cairo,178,252,19,121,20,0.106742,0.679775,0.11236,2.8315,46.19,11640.89,0.213675,278.12,18.1889
cairo_0991,cairo,391,541,39,257,50,0.099744,0.657289,0.127877,2.7673,44.26,23944.81,0.194337,610.94,37.4138
caracas_0148,caracas,118,141,11,54,33,0.09322,0.457627,0.279661,2.3898,70.1,9884.17,0.103896,184.37,15.444
caracas_0043,caracas,61,89,10,33,8,0.163934,0.540984,0.131148,2.918,57.41,5109.44,0.247863,95.31,7.9835
caracas_0120,caracas,64,81,4,37,14,0.0625,0.578125,0.21875,2.5312,72.87,5902.58,0.146341,100.0,9.2228
caracas_0068,caracas,42,45,0,22,16,0.0,0.52381,0.380952,2.1429,89.01,4005.45,0.050633,65.62,6.2585
caracas_0373,caracas,114,139,13,56,32,0.114035,0.491228,0.280702,2.4386,66.65,9264.57,0.116592,178.12,14.4759
caracas_0387,caracas,224,260,9,129,75,0.040179,0.575893,0.334821,2.3214,49.33,12826.82,0.083521,350.0,20.0419
caracas_0399,caracas,82,93,0,50,28,0.0,0.609756,0.341463,2.2683,60.63,5638.26,0.075472,128.12,8.8098
casablanca_0041,casablanca,392,548,49,264,50,0.125,0.673469,0.127551,2.7959,41.32,22640.88,0.20154,612.5,35.3764
casablanca_0269,casablanca,99,134,7,62,9,0.070707,0.626263,0.090909,2.7071,70.23,9410.7,0.186528,154.69,14.7042
casablanca_0259,casablanca,312,448,26,237,20,0.083333,0.759615,0.064103,2.8718,43.42,19451.76,0.221325,487.5,30.3934
casablanca_0103,casablanca,156,220,25,89,14,0.160256,0.570513,0.089744,2.8205,61.89,13616.12,0.211726,243.75,21.2752
casablanca_0048,casablanca,96,140,16,59,6,0.166667,0.614583,0.0625,2.9167,64.74,9063.78,0.240642,150.0,14.1622
casablanca_0078,casablanca,136,194,12,102,10,0.088235,0.75,0.073529,2.8529,51.99,10085.53,0.220974,212.5,15.7586
casablanca_0261,casablanca,225,311,22,152,24,0.097778,0.675556,0.106667,2.7644,50.9,15829.72,0.195506,351.56,24.7339
casablanca_0316,casablanca,250,370,38,174,10,0.152,0.696,0.04,2.96,43.41,16060.99,0.244444,390.62,25.0953
casablanca_0243,casablanca,290,429,61,178,22,0.210345,0.613793,0.075862,2.9586,42.69,18314.9,0.243478,453.12,28.617
casablanca_0159,casablanca,219,322,37,144,12,0.16895,0.657534,0.054795,2.9406,51.64,16627.11,0.240185,342.19,25.9799
casablanca_0262,casablanca,90,116,8,47,17,0.088889,0.522222,0.188889,2.5778,69.65,8079.78,0.154286,140.62,12.6247
chandigarh_0157,chandigarh,183,286,35,141,5,0.191257,0.770492,0.027322,3.1257,26.78,7659.62,0.288089,285.94,11.9682
chandigarh_0018,chandigarh,201,294,20,154,11,0.099502,0.766169,0.054726,2.9254,30.83,9064.36,0.236776,314.06,14.1631
chandigarh_0102,chandigarh,127,174,10,79,11,0.07874,0.622047,0.086614,2.7402,66.67,11600.28,0.192771,198.44,18.1254
chandigarh_0057,chandigarh,148,187,8,89,27,0.054054,0.601351,0.182432,2.527,67.75,12669.69,0.137457,231.25,19.7964
chandigarh_0026,chandigarh,81,110,13,45,13,0.160494,0.555556,0.160494,2.716,62.77,6904.77,0.191083,126.56,10.7887
chandigarh_0035,chandigarh,46,61,7,25,9,0.152174,0.543478,0.195652,2.6522,55.23,3369.33,0.183908,71.87,5.2646
chandigarh_0113,chandigarh,54,64,0,26,9,0.0,0.481481,0.166667,2.3704,100.31,6419.64,0.106796,84.37,10.0307
chandigarh_0170,chandigarh,114,167,14,85,7,0.122807,0.745614,0.061404,2.9298,58.71,9805.08,0.242152,178.12,15.3204
chandigarh_0090,chandigarh,152,204,7,105,15,0.046053,0.690789,0.098684,2.6842,67.22,13713.15,0.177258,237.5,21.4268
chandigarh_0055,chandigarh,161,216,11,106,18,0.068323,0.658385,0.111801,2.6832,60.19,13001.9,0.176656,251.56,20.3155
chandigarh_0043,chandigarh,110,135,8,57,23,0.072727,0.518182,0.209091,2.4545,69.31,9356.97,0.12093,171.87,14.6203
chandigarh_0088,chandigarh,116,160,17,64,10,0.146552,0.551724,0.086207,2.7586,67.92,10867.35,0.198238,181.25,16.9802
chandigarh_0056,chandigarh,166,210,13,94,32,0.078313,0.566265,0.192771,2.5301,57.33,12039.38,0.137615,259.37,18.8115
chandigarh_0153,chandigarh,76,93,2,48,18,0.026316,0.631579,0.236842,2.4474,73.0,6789.05,0.122449,118.75,10.6079
chandigarh_0158,chandigarh,59,71,5,28,17,0.084746,0.474576,0.288136,2.4068,74.27,5272.82,0.115044,92.19,8.2388
chennai_0572,chennai,160,235,16,126,11,0.1,0.7875,0.06875,2.9375,43.52,10226.66,0.24127,250.0,15.9792
chennai_0193,chennai,100,129,8,55,13,0.08,0.55,0.13,2.58,78.56,10133.88,0.153846,156.25,15.8342
chennai_0186,chennai,123,160,13,68,20,0.105691,0.552846,0.162602,2.6016,70.31,11250.39,0.157676,192.19,17.5787
chennai_0614,chennai,66,93,7,41,1,0.106061,0.621212,0.015152,2.8182,79.54,7397.57,0.220472,103.12,11.5587
chennai_0157,chennai,148,207,22,87,13,0.148649,0.587838,0.087838,2.7973,67.37,13946.3,0.206186,231.25,21.7911
chennai_0277,chennai,141,192,17,87,19,0.120567,0.617021,0.134752,2.7234,66.39,12747.55,0.187726,220.31,19.9181
chennai_0194,chennai,125,171,8,91,15,0.064,0.728,0.12,2.736,71.25,12183.22,0.191837,195.31,19.0363
chennai_0427,chennai,79,104,4,54,12,0.050633,0.683544,0.151899,2.6329,87.64,9114.59,0.169935,123.44,14.2415
chennai_0481,chennai,109,128,7,58,34,0.06422,0.53211,0.311927,2.3486,74.54,9541.57,0.093897,170.31,14.9087
chennai_0025,chennai,199,255,19,118,44,0.095477,0.592965,0.221106,2.5628,59.73,15231.57,0.145038,310.94,23.7993
chennai_0446,chennai,67,85,3,39,9,0.044776,0.58209,0.134328,2.5373,67.49,5736.68,0.147287,104.69,8.9636
chennai_0188,chennai,114,137,5,62,26,0.04386,0.54386,0.22807,2.4035,68.89,9437.41,0.107623,178.12,14.746
chennai_0221,chennai,125,157,11,70,28,0.088,0.56,0.224,2.512,65.92,10349.5,0.134694,195.31,16.1711
chennai_0069,chennai,149,179,14,75,43,0.09396,0.503356,0.288591,2.4027,66.54,11910.25,0.105802,232.81,18.6098
chennai_0046,chennai,181,217,17,92,54,0.093923,0.508287,0.298343,2.3978,64.85,14071.63,0.103641,282.81,21.9869
chennai_0044,chennai,81,98,3,46,18,0.037037,0.567901,0.222222,2.4198,72.36,7091.0,0.11465,126.56,11.0797
chennai_0216,chennai,84,101,5,44,20,0.059524,0.52381,0.238095,2.4048,63.95,6459.37,0.110429,131.25,10.0928
chennai_0644,chennai,216,255,14,110,60,0.064815,0.509259,0.277778,2.3611,56.41,14384.3,0.093677,337.5,22.4755
chennai_0503,chennai,110,134,8,61,29,0.072727,0.554545,0.263636,2.4364,61.73,8272.21,0.116279,171.87,12.9253
chennai_0411,chennai,137,180,11,84,20,0.080292,0.613139,0.145985,2.6277,72.74,13093.98,0.163569,214.06,20.4593
chennai_0403,chennai,120,160,9,75,13,0.075,0.625,0.108333,2.6667,71.0,11359.35,0.174468,187.5,17.749
chennai_0622,chennai,118,166,18,67,10,0.152542,0.567797,0.084746,2.8136,57.96,9620.54,0.212121,184.37,15.0321
chennai_0324,chennai,178,241,22,105,23,0.123596,0.589888,0.129213,2.7079,62.49,15059.91,0.182336,278.12,23.5311
chennai_0374,chennai,96,101,4,38,39,0.041667,0.395833,0.40625,2.1042,69.46,7015.69,0.032086,150.0,10.962
chennai_0394,chennai,94,136,22,53,13,0.234043,0.56383,0.138298,2.8936,61.34,8342.44,0.234973,146.87,13.0351
chennai_0178,chennai,183,216,19,80,52,0.103825,0.437158,0.284153,2.3607,65.1,14061.92,0.094183,285.94,21.9717
chennai_0307,chennai,201,251,12,120,44,0.059701,0.597015,0.218905,2.4975,61.59,15459.05,0.128463,314.06,24.1548
chennai_0154,chennai,136,170,14,73,33,0.102941,0.536765,0.242647,2.5,74.1,12597.04,0.131086,212.5,19.6829
chennai_0275,chennai,179,231,18,101,33,0.100559,0.564246,0.184358,2.581,66.64,15392.92,0.150142,279.69,24.0514
chennai_0317,chennai,143,184,11,83,23,0.076923,0.58042,0.160839,2.5734,69.17,12727.98,0.149466,223.44,19.8875
chennai_0464,chennai,218,272,19,122,52,0.087156,0.559633,0.238532,2.4954,53.98,14682.15,0.12761,340.62,22.9409
chennai_0148,chennai,144,183,13,84,32,0.090278,0.583333,0.222222,2.5417,52.69,9643.02,0.141343,225.0,15.0672
chennai_0037,chennai,197,234,10,113,59,0.050761,0.573604,0.299492,2.3756,61.32,14349.31,0.097686,307.81,22.4208
chennai_0171,chennai,189,221,9,104,58,0.047619,0.550265,0.306878,2.3386,64.58,14273.21,0.088472,295.31,22.3019
chennai_0246,chennai,120,141,6,66,36,0.05,0.55,0.3,2.35,65.81,9279.01,0.093617,187.5,14.4985
chicago_0338,chicago,323,569,195,109,7,0.603715,0.337461,0.021672,3.5232,38.81,22082.51,0.385335,504.69,34.5039
chicago_0085,chicago,253,462,173,72,0,0.683794,0.284585,0.0,3.6522,41.82,19322.01,0.419162,395.31,30.1906
chicago_0637,chicago,411,744,272,115,8,0.6618,0.279805,0.019465,3.6204,40.53,30157.71,0.408813,642.19,47.1214
chicago_0582,chicago,381,694,259,111,3,0.67979,0.291339,0.007874,3.643,41.05,28486.59,0.414795,595.31,44.5103
chicago_0348,chicago,461,825,292,144,6,0.633406,0.312364,0.013015,3.5792,37.09,30598.48,0.398037,720.31,47.8101
chicago_0642,chicago,466,846,329,112,10,0.706009,0.240343,0.021459,3.6309,38.58,32636.72,0.411003,728.12,50.9949
chicago_0255,chicago,403,701,234,138,10,0.580645,0.342432,0.024814,3.4789,33.9,23763.77,0.373283,629.69,37.1309
chicago_0833,chicago,386,682,252,100,15,0.65285,0.259067,0.03886,3.5337,40.14,27373.13,0.387223,603.12,42.7705
chicago_0675,chicago,368,640,224,111,15,0.608696,0.30163,0.040761,3.4783,36.39,23286.54,0.373461,575.0,36.3852
chicago_0639,chicago,552,977,322,199,5,0.583333,0.360507,0.009058,3.5399,34.49,33694.25,0.387625,862.5,52.6473
chicago_0769,chicago,381,691,263,99,5,0.690289,0.259843,0.013123,3.6273,39.92,27584.21,0.410832,595.31,43.1003
chicago_0280,chicago,334,530,165,105,46,0.494012,0.314371,0.137725,3.1737,46.57,24680.64,0.297134,521.87,38.5635
chicago_0199,chicago,460,807,265,163,14,0.576087,0.354348,0.030435,3.5087,37.74,30459.89,0.380328,718.75,47.5936
chicago_0720,chicago,470,804,238,198,12,0.506383,0.421277,0.025532,3.4213,34.02,27349.34,0.358289,734.37,42.7333
chicago_0488,chicago,390,692,240,128,10,0.615385,0.328205,0.025641,3.5487,38.88,26901.7,0.390968,609.37,42.0339
chicago_0719,chicago,461,835,316,119,6,0.685466,0.258134,0.013015,3.6226,34.67,28950.67,0.408942,720.31,45.2354
chicago_0077,chicago,307,524,174,103,17,0.566775,0.335505,0.055375,3.4137,43.34,22711.33,0.357964,479.69,35.4865
chicago_0067,chicago,474,869,335,125,5,0.706751,0.263713,0.010549,3.6667,35.46,30813.15,0.419936,740.62,48.1456
chicago_0506,chicago,347,556,174,114,44,0.501441,0.32853,0.126801,3.2046,44.68,24843.83,0.30479,542.19,38.8185
chicago_0082,chicago,461,793,265,158,24,0.574837,0.342733,0.052061,3.4403,33.61,26651.74,0.363141,720.31,41.6433
chicago_0892,chicago,461,823,286,151,9,0.62039,0.327549,0.019523,3.5705,37.26,30663.27,0.395856,720.31,47.9114
chicago_0576,chicago,431,780,293,118,6,0.679814,0.273782,0.013921,3.6195,34.62,27000.37,0.408401,673.44,42.1881
chicago_0303,chicago,430,767,269,138,8,0.625581,0.32093,0.018605,3.5674,39.61,30384.06,0.395322,671.87,47.4751
chicago_0244,chicago,380,654,236,103,27,0.621053,0.271053,0.071053,3.4421,40.59,26548.29,0.364238,593.75,41.4817
chicago_0156,chicago,260,451,154,81,7,0.592308,0.311538,0.026923,3.4692,36.24,16343.32,0.372816,406.25,25.5364
chicago_0767,chicago,371,662,234,116,5,0.630728,0.312668,0.013477,3.5687,40.24,26641.72,0.396201,579.69,41.6277
chicago_0329,chicago,434,763,264,141,11,0.608295,0.324885,0.025346,3.5161,37.22,28395.57,0.382387,678.12,44.3681
chicago_0269,chicago,489,889,334,136,4,0.683027,0.278119,0.00818,3.636,36.73,32653.25,0.412127,764.06,51.0207
chicago_0228,chicago,311,499,141,122,28,0.453376,0.392283,0.090032,3.209,40.05,19983.29,0.306321,485.94,31.2239
chicago_0696,chicago,520,863,275,178,49,0.528846,0.342308,0.094231,3.3192,35.43,30576.89,0.332367,812.5,47.7764
chicago_0394,chicago,470,837,313,125,17,0.665957,0.265957,0.03617,3.5617,37.75,31594.56,0.393583,734.37,49.3665
chicago_0304,chicago,402,718,259,121,10,0.644279,0.300995,0.024876,3.5721,40.25,28901.6,0.396746,628.12,45.1588
chicago_0166,chicago,341,588,203,104,16,0.595308,0.304985,0.046921,3.4487,45.57,26794.29,0.366322,532.81,41.8661
chicago_0536,chicago,425,768,287,120,11,0.675294,0.282353,0.025882,3.6141,37.43,28749.98,0.407101,664.06,44.9218
chicago_0259,chicago,474,843,301,148,12,0.635021,0.312236,0.025316,3.557,35.13,29612.56,0.392365,740.62,46.2696
chicago_0555,chicago,418,601,178,115,108,0.425837,0.27512,0.258373,2.8756,41.01,24649.61,0.22142,653.12,38.515
chicago_0232,chicago,365,638,211,127,9,0.578082,0.347945,0.024658,3.4959,39.55,25233.81,0.377931,570.31,39.4278
chicago_0487,chicago,355,611,214,106,22,0.602817,0.298592,0.061972,3.4423,42.65,26057.73,0.364539,554.69,40.7152
chicago_0541,chicago,499,913,356,121,5,0.713427,0.242485,0.01002,3.6593,35.57,32479.31,0.417925,779.69,50.7489
chicago_0638,chicago,468,837,311,126,13,0.66453,0.269231,0.027778,3.5769,37.52,31405.89,0.397422,731.25,49.0717
chicago_0167,chicago,377,650,253,72,32,0.671088,0.190981,0.084881,3.4483,43.51,28281.01,0.365821,589.06,44.1891
chicago_0636,chicago,539,951,343,149,27,0.636364,0.276438,0.050093,3.5288,34.22,32545.67,0.384902,842.19,50.8526
chicago_0396,chicago,426,790,317,95,1,0.744131,0.223005,0.002347,3.7089,38.6,30495.73,0.430933,665.62,47.6496
chicago_0202,chicago,436,711,200,175,31,0.458716,0.401376,0.071101,3.2615,39.68,28212.46,0.318339,681.25,44.082
chicago_0277,chicago,269,448,158,70,28,0.587361,0.260223,0.104089,3.3309,55.71,24955.89,0.337711,420.31,38.9936
chicago_0347,chicago,525,955,362,138,8,0.689524,0.262857,0.015238,3.6381,36.22,34586.43,0.41244,820.31,54.0413
chicago_0830,chicago,314,539,192,84,24,0.611465,0.267516,0.076433,3.4331,43.8,23608.98,0.362761,490.62,36.889
chicago_0218,chicago,357,644,249,86,10,0.697479,0.240896,0.028011,3.6078,46.59,30001.22,0.406206,557.81,46.8769
chicago_0371,chicago,528,934,331,162,12,0.626894,0.306818,0.022727,3.5379,33.92,31679.02,0.38725,825.0,49.4985
chicago_0585,chicago,512,913,327,155,10,0.638672,0.302734,0.019531,3.5664,36.03,32897.67,0.394504,800.0,51.4026
chicago_0770,chicago,405,739,286,101,5,0.706173,0.249383,0.012346,3.6494,38.17,28204.75,0.416149,632.81,44.0699
chicago_0481,chicago,392,696,257,107,16,0.655612,0.272959,0.040816,3.551,37.91,26386.07,0.391528,612.5,41.2282
chicago_0673,chicago,402,706,259,108,18,0.644279,0.268657,0.044776,3.5124,36.78,25968.54,0.381727,628.12,40.5758
chicago_0346,chicago,464,813,279,147,16,0.601293,0.31681,0.034483,3.5043,38.14,31010.19,0.379198,725.0,48.4534
chicago_0542,chicago,475,875,346,111,3,0.728421,0.233684,0.006316,3.6842,36.49,31932.27,0.424339,742.19,49.8942
chicago_0563,chicago,496,885,327,137,13,0.659274,0.27621,0.02621,3.5685,35.68,31573.88,0.395137,775.0,49.3342
chicago_0302,chicago,301,512,180,87,25,0.598007,0.289037,0.083056,3.402,42.14,21576.15,0.355109,470.31,33.7127
chicago_0421,chicago,488,887,341,123,7,0.69877,0.252049,0.014344,3.6352,36.0,31932.32,0.411946,762.5,49.8942
chicago_0577,chicago,442,788,283,135,12,0.640271,0.30543,0.027149,3.5656,35.57,28025.98,0.394767,690.62,43.7906
chicago_0914,chicago,459,820,301,132,12,0.655773,0.287582,0.026144,3.573,38.34,31438.5,0.396495,717.19,49.1227
chicago_0806,chicago,529,932,332,160,18,0.627599,0.302457,0.034026,3.5236,35.29,32892.82,0.383666,826.56,51.395
chicago_0392,chicago,300,528,188,88,8,0.626667,0.293333,0.026667,3.52,46.1,24339.71,0.384874,468.75,38.0308
chicago_0776,chicago,433,719,226,153,36,0.52194,0.353349,0.083141,3.321,39.42,28342.15,0.333333,676.56,44.2846
chicago_0587,chicago,426,767,289,112,8,0.678404,0.262911,0.018779,3.6009,36.7,28148.5,0.403778,665.62,43.982
chicago_0050,chicago,355,633,228,104,4,0.642254,0.292958,0.011268,3.5662,41.07,25998.96,0.395745,554.69,40.6234
chicago_0896,chicago,440,801,314,98,4,0.713636,0.222727,0.009091,3.6409,37.72,30216.03,0.413714,687.5,47.2125
chicago_0378,chicago,387,671,249,95,25,0.643411,0.245478,0.064599,3.4677,39.77,26684.78,0.370611,604.69,41.695
chicago_0376,chicago,393,687,225,140,8,0.572519,0.356234,0.020356,3.4962,37.63,25851.16,0.377721,614.06,40.3924
chicago_0537,chicago,584,1054,395,153,9,0.67637,0.261986,0.015411,3.6096,33.4,35203.66,0.404987,912.5,55.0057
chicago_0144,chicago,482,845,265,199,7,0.549793,0.412863,0.014523,3.5062,37.61,31779.33,0.379562,753.12,49.6552
chicago_0345,chicago,491,876,316,150,15,0.643585,0.305499,0.03055,3.5682,37.06,32460.86,0.395087,767.19,50.7201
chicago_0761,chicago,375,687,269,88,2,0.717333,0.234667,0.005333,3.664,40.16,27592.63,0.420134,585.94,43.1135
chicago_0875,chicago,452,819,312,112,5,0.690265,0.247788,0.011062,3.6239,36.72,30073.7,0.409344,706.25,46.9902
chicago_0103,chicago,464,805,295,125,33,0.635776,0.269397,0.071121,3.4698,35.11,28259.53,0.370531,725.0,44.1555
chicago_0939,chicago,328,602,230,85,3,0.70122,0.259146,0.009146,3.6707,38.79,23354.22,0.422427,512.5,36.491
chicago_0262,chicago,450,790,271,149,11,0.602222,0.331111,0.024444,3.5111,34.46,27221.45,0.381006,703.12,42.5335
chicago_0043,chicago,408,734,271,115,5,0.664216,0.281863,0.012255,3.598,40.53,29752.24,0.403206,637.5,46.4879
chicago_0567,chicago,525,924,321,173,17,0.611429,0.329524,0.032381,3.52,36.96,34149.17,0.382775,820.31,53.3581
chicago_0880,chicago,373,674,250,106,7,0.670241,0.284182,0.018767,3.6139,41.28,27822.79,0.407557,582.81,43.4731
chicago_0829,chicago,357,617,195,136,12,0.546218,0.380952,0.033613,3.4566,38.64,23838.19,0.368124,557.81,37.2472
chicago_0237,chicago,425,776,292,121,3,0.687059,0.284706,0.007059,3.6518,42.97,33343.91,0.416568,664.06,52.0999
chicago_0118,chicago,406,744,297,86,7,0.731527,0.211823,0.017241,3.665,39.66,29510.03,0.420074,634.37,46.1094
chicago_0953,chicago,408,731,271,116,12,0.664216,0.284314,0.029412,3.5833,43.8,32016.06,0.399507,637.5,50.0251
chicago_0312,chicago,427,779,311,89,10,0.728337,0.208431,0.023419,3.6487,38.82,30237.13,0.415783,667.19,47.2455
chicago_0717,chicago,478,817,265,167,19,0.554393,0.349372,0.039749,3.4184,38.99,31855.09,0.357518,746.87,49.7736
chicago_0802,chicago,513,941,371,112,10,0.723197,0.218324,0.019493,3.6686,35.39,33297.52,0.420176,801.56,52.0274
chicago_0094,chicago,288,493,166,94,16,0.576389,0.326389,0.055556,3.4236,49.4,24354.24,0.360771,450.0,38.0535
chicago_0715,chicago,397,713,263,113,7,0.662469,0.284635,0.017632,3.5919,39.03,27831.43,0.401774,620.31,43.4866
chicago_0408,chicago,318,492,153,100,58,0.481132,0.314465,0.18239,3.0943,48.78,24000.24,0.277338,496.87,37.5004
chicago_0445,chicago,284,472,154,95,27,0.542254,0.334507,0.09507,3.3239,40.58,19153.3,0.335702,443.75,29.927
chicago_0803,chicago,491,892,348,115,9,0.708758,0.234216,0.01833,3.6334,36.26,32344.47,0.411464,767.19,50.5382
chicago_0065,chicago,380,656,228,118,22,0.6,0.310526,0.057895,3.4526,37.65,24696.81,0.366887,593.75,38.5888
chicago_0934,chicago,264,445,153,81,25,0.579545,0.306818,0.094697,3.3712,47.6,21182.9,0.347992,412.5,33.0983
chicago_0874,chicago,386,675,241,114,21,0.624352,0.295337,0.054404,3.4974,38.31,25858.46,0.378096,603.12,40.4038
chicago_0301,chicago,297,523,179,102,8,0.602694,0.343434,0.026936,3.5219,43.64,22826.1,0.385399,464.06,35.6658
chicago_0676,chicago,377,666,244,97,7,0.647215,0.257294,0.018568,3.5332,37.13,24728.72,0.387183,589.06,38.6386
chicago_0169,chicago,310,542,190,93,9,0.612903,0.3,0.029032,3.4968,41.56,22527.33,0.378862,484.37,35.199
chicago_0234,chicago,263,436,153,69,32,0.581749,0.262357,0.121673,3.3156,56.01,24422.44,0.333973,410.94,38.1601
chicago_0387,chicago,317,575,210,94,1,0.662461,0.29653,0.003155,3.6278,41.06,23610.12,0.411765,495.31,36.8908
chicago_0952,chicago,248,436,149,81,6,0.600806,0.326613,0.024194,3.5161,41.44,18066.85,0.384929,387.5,28.2295
chicago_0678,chicago,316,545,171,120,7,0.541139,0.379747,0.022152,3.4494,43.62,23773.74,0.366826,493.75,37.1465
chicago_0941,chicago,343,615,228,95,7,0.664723,0.276968,0.020408,3.586,39.33,24187.55,0.400881,535.94,37.7931
chicago_0644,chicago,302,485,151,92,31,0.5,0.304636,0.102649,3.2119,37.53,18201.23,0.307179,471.87,28.4394
chicago_0647,chicago,539,888,310,144,66,0.575139,0.267161,0.122449,3.295,35.99,31959.34,0.326188,842.19,49.9365
chicago_0120,chicago,456,821,303,130,6,0.664474,0.285088,0.013158,3.6009,38.45,31567.05,0.403528,712.5,49.3235
chicago_0170,chicago,424,776,302,104,7,0.712264,0.245283,0.016509,3.6604,39.26,30461.94,0.418743,662.5,47.5968
chicago_0591,chicago,433,800,320,98,4,0.73903,0.226328,0.009238,3.6952,39.19,31355.69,0.42741,676.56,48.9933
chicago_0588,chicago,454,828,315,121,3,0.693833,0.26652,0.006608,3.6476,37.87,31354.56,0.415282,709.37,48.9915
chicago_0226,chicago,392,695,246,123,12,0.627551,0.313776,0.030612,3.5459,40.33,28031.49,0.390244,612.5,43.7992
chicago_0902,chicago,232,410,163,47,17,0.702586,0.202586,0.073276,3.5345,41.71,17102.33,0.389978,362.5,26.7224
chicago_0276,chicago,305,481,143,109,43,0.468852,0.357377,0.140984,3.1541,39.33,18918.92,0.292562,476.56,29.5608
chicago_0219,chicago,400,720,275,97,7,0.6875,0.2425,0.0175,3.6,40.72,29316.74,0.403774,625.0,45.8074
chicago_0370,chicago,510,917,331,154,8,0.64902,0.301961,0.015686,3.5961,33.96,31139.19,0.40197,796.87,48.655
chicago_0540,chicago,523,944,349,151,10,0.667304,0.288719,0.01912,3.6099,34.92,32962.09,0.405379,817.19,51.5033
chicago_0261,chicago,429,765,259,158,4,0.60373,0.368298,0.009324,3.5664,38.45,29410.82,0.395076,670.31,45.9544
chicago_0217,chicago,427,751,268,128,16,0.627635,0.299766,0.037471,3.5176,35.95,27000.92,0.382803,667.19,42.1889
chicago_0940,chicago,395,732,291,94,2,0.736709,0.237975,0.005063,3.7063,39.17,28676.04,0.430573,617.19,44.8063
chicago_0422,chicago,466,854,338,107,7,0.725322,0.229614,0.015021,3.6652,37.08,31663.82,0.419633,728.12,49.4747
chicago_0546,chicago,370,605,185,129,35,0.5,0.348649,0.094595,3.2703,42.03,25427.12,0.321088,578.12,39.7299
chicago_0583,chicago,495,865,279,192,10,0.563636,0.387879,0.020202,3.4949,39.76,34389.65,0.37665,773.44,53.7338
chicago_0491,chicago,437,792,305,108,8,0.697941,0.24714,0.018307,3.6247,34.84,27593.86,0.409666,682.81,43.1154
chicago_0758,chicago,340,571,195,103,31,0.573529,0.302941,0.091176,3.3588,36.29,20722.24,0.343704,531.25,32.3785
chicago_0505,chicago,288,444,142,75,56,0.493056,0.260417,0.194444,3.0833,50.29,22330.84,0.274956,450.0,34.8919
chicago_0231,chicago,436,748,254,142,26,0.582569,0.325688,0.059633,3.4312,37.95,28388.27,0.361015,681.25,44.3567
chicago_0535,chicago,501,890,332,128,17,0.662675,0.255489,0.033932,3.5529,35.95,31994.24,0.391174,782.81,49.991
chicago_0393,chicago,460,835,319,113,4,0.693478,0.245652,0.008696,3.6304,37.18,31044.8,0.410929,718.75,48.5075
chicago_0068,chicago,241,419,150,69,13,0.622407,0.286307,0.053942,3.4772,44.9,18814.29,0.375262,376.56,29.3973
